N	2gram	Tiupa_Lite_1	Freidism
1	таким образом	3	24
2	и не	12	23
3	не может	5	20
4	точки зрения	6	19
5	прежде всего	11	18
6	в этом	12	15
7	в его	7	15
8	в душе	3	13
9	мы можем	1	13
10	может быть	13	13
11	и его	4	12
12	все эти	2	11
13	как и	6	11
14	с точки	2	11
15	как бы	7	11
16	то что	10	11
17	самом деле	2	10
18	но в	3	10
19	его в	3	10
20	жизни человека	1	10
21	как мы	1	10
22	так и	4	10
23	с его	5	9
24	во всех	1	9
25	по отношению	3	9
26	и в	8	9
27	в сознание	3	9
28	то же	5	8
29	не только	24	8
30	он не	1	8
31	в своей	4	8
32	еще не	4	8
33	оно и	1	8
34	что он	5	8
35	только в	8	8
36	так как	1	8
37	и все	1	8
38	отношению к	2	8
39	все что	1	8
40	в самом	3	7
41	отношение к	1	7
42	к нему	1	7
43	один из	3	7
44	тот же	1	7
45	мы знаем	1	7
46	всяком случае	2	7
47	что же	1	7
48	сказать что	1	7
49	во всяком	3	7
50	за пределы	2	6
51	к смерти	2	6
52	так сказать	1	6
53	и с	1	6
54	того что	6	6
55	для него	2	6
56	вовсе не	1	6
57	никогда не	4	6
58	хотя бы	2	6
59	совершенно не	1	6
60	я и	7	5
61	на самом	1	5
62	и на	1	5
63	он сам	1	5
64	в чем	1	5
65	в этой	4	5
66	что такое	2	5
67	не в	8	5
68	в то	5	5
69	в каком	1	5
70	могут быть	2	5
71	в себя	2	5
72	для этого	4	5
73	можно сказать	1	5
74	во внешнем	1	5
75	в большинстве	1	5
76	большинстве случаев	1	5
77	и прежде	3	5
78	а в	3	5
79	но и	17	5
80	его жизни	1	5
81	в свою	1	5
82	что в	3	5
83	в зависимости	1	4
84	и за	1	4
85	той же	3	4
86	мы не	1	4
87	в которой	1	4
88	говорить о	1	4
89	я не	7	4
90	зависимости от	1	4
91	но не	4	4
92	все же	4	4
93	не было	3	4
94	из этих	2	4
95	в пределах	3	4
96	с их	3	4
97	сознания с	1	4
98	в нем	2	4
99	на этом	2	4
100	то ни	1	4
101	при этом	19	4
102	в жизни	6	4
103	на основании	1	4
104	во время	1	4
105	не менее	7	4
106	в основе	3	4
107	же время	5	4
108	потому что	3	4
109	к тому	2	4
110	если мы	1	4
111	данном случае	4	4
112	сводится к	3	4
113	с самого	1	4
114	уже не	7	4
115	в котором	1	4
116	как раз	4	4
117	и др	3	4
118	себя и	1	4
119	в данном	5	4
120	в мир	1	4
121	и о	1	4
122	сознания и	1	4
123	в этих	1	4
124	между ними	1	4
125	в объективном	1	3
126	человека и	2	3
127	и есть	3	3
128	подхода к	1	3
129	на себя	2	3
130	он был	1	3
131	а только	2	3
132	конечном счете	4	3
133	в общем	1	3
134	один и	1	3
135	как в	5	3
136	и как	1	3
137	между двумя	1	3
138	жизни к	1	3
139	в себе	7	3
140	и вот	1	3
141	и по	1	3
142	может стать	1	3
143	было бы	2	3
144	мы имеем	1	3
145	такой же	1	3
146	тому чтобы	1	3
147	самого начала	1	3
148	одна из	3	3
149	сознания это	1	3
150	на него	1	3
151	в сознании	2	3
152	к себе	3	3
153	она не	1	3
154	ничего общего	1	3
155	с ее	1	3
156	свою очередь	1	3
157	только то	2	3
158	приводит к	3	3
159	что может	1	3
160	если бы	1	3
161	и что	1	3
162	бы то	1	3
163	в конечном	5	3
164	во втором	2	3
165	со всеми	1	3
166	себя в	6	3
167	у него	3	3
168	в них	1	3
169	со стороны	4	3
170	и т.п	4	3
171	о себе	4	3
172	вместе с	1	3
173	и от	1	3
174	не является	2	3
175	это как	2	3
176	не знает	1	3
177	от всех	1	3
178	жизни и	3	3
179	ни на	1	3
180	в искусстве	2	3
181	по поводу	2	3
182	чтобы не	2	2
183	не остается	2	2
184	и то	2	2
185	тех же	3	2
186	тем же	3	2
187	для своего	2	2
188	жизни по	1	2
189	нам в	1	2
190	во внутреннем	1	2
191	того же	2	2
192	в ее	1	2
193	но как	1	2
194	ответ на	1	2
195	отличие от	5	2
196	относится к	2	2
197	в возрасте	1	2
198	в своем	11	2
199	сознания в	12	2
200	в нашем	1	2
201	но все	1	2
202	в одну	1	2
203	на всю	1	2
204	это было	1	2
205	это не	4	2
206	на почве	2	2
207	чаще всего	1	2
208	этого не	2	2
209	всю жизнь	1	2
210	и уже	1	2
211	на две	1	2
212	жизни но	1	2
213	так называемый	2	2
214	том что	14	2
215	в эту	1	2
216	на один	2	2
217	во второй	1	2
218	в их	3	2
219	в отличие	5	2
220	сих пор	1	2
221	освободиться от	2	2
222	как это	8	2
223	в отношении	1	2
224	случае в	1	2
225	но для	1	2
226	дело не	2	2
227	не нуждается	1	2
228	тем не	2	2
229	из того	2	2
230	только с	1	2
231	этом отношении	2	2
232	является по	2	2
233	в области	3	2
234	в момент	1	2
235	все то	1	2
236	отличается от	1	2
237	для себя	5	2
238	не делает	1	2
239	в виду	3	2
240	на основе	1	2
241	роль в	2	2
242	не исчерпывается	1	2
243	о нем	1	2
244	в другом	2	2
245	до сих	1	2
246	не позволяет	1	2
247	произведение искусства	8	2
248	нуждается в	3	2
249	что и	1	2
250	во всей	1	2
251	не тот	2	2
252	вся жизнь	1	2
253	мир в	4	2
254	себя с	1	2
255	в какой	1	2
256	может оказаться	1	2
257	для нее	2	2
258	окружающей его	2	2
259	с одной	2	2
260	для всех	1	2
261	не можем	1	2
262	и у	1	2
263	уже в	5	2
264	только на	2	2
265	ни было	1	2
266	борьбы с	1	2
267	в нашей	2	2
268	из них	4	2
269	а потому	2	2
270	потому и	1	2
271	в конце	4	2
272	и даже	3	2
273	с другой	3	2
274	человека в	1	2
275	чем он	1	2
276	а с	1	2
277	до конца	1	2
278	одной стороны	2	2
279	более того	1	2
280	а не	16	2
281	душевной жизни	1	2
282	внешнем мире	1	2
283	быть это	3	2
284	самого себя	3	2
285	для понимания	2	2
286	только для	1	2
287	это уже	2	2
288	в силах	1	2
289	для нас	1	2
290	все они	2	2
291	да и	3	2
292	с сыном	1	2
293	др к	1	2
294	в своих	4	2
295	к этому	1	2
296	они не	1	2
297	опоры для	1	1
298	ту же	2	1
299	но особенно	1	1
300	одним из	5	1
301	могут восприниматься	1	1
302	же как	1	1
303	должно стать	2	1
304	показать что	1	1
305	кажется что	1	1
306	в реальности	1	1
307	оно было	1	1
308	этого он	1	1
309	объекта на	1	1
310	когда это	1	1
311	века в	3	1
312	и этот	1	1
313	несколько иной	1	1
314	а как	2	1
315	смерти как	1	1
316	и другими	1	1
317	я как	1	1
318	вопрос о	1	1
319	как то	1	1
320	жизни как	1	1
321	но даже	1	1
322	ему в	1	1
323	то это	2	1
324	в целом	8	1
325	жизни это	1	1
326	дает им	1	1
327	и самого	2	1
328	собой в	1	1
329	не был	1	1
330	что его	3	1
331	из крупнейших	1	1
332	отказ от	7	1
333	к которой	1	1
334	только потому	1	1
335	в качестве	17	1
336	что они	1	1
337	в настоящем	1	1
338	из таких	1	1
339	человеческой личности	1	1
340	его я	2	1
341	в центре	1	1
342	первый взгляд	1	1
343	общего с	2	1
344	это ни	1	1
345	в различные	1	1
346	и нет	2	1
347	однако не	1	1
348	совершается на	1	1
349	как уже	1	1
350	в противоположность	1	1
351	за собой	1	1
352	еще на	1	1
353	та же	2	1
354	взаимоотношений между	1	1
355	он в	1	1
356	бы не	3	1
357	по преимуществу	4	1
358	протест против	1	1
359	общеизвестно что	1	1
360	говорят о	1	1
361	как он	2	1
362	на то	1	1
363	самого момента	1	1
364	все тот	1	1
365	а скорее	1	1
366	всем своем	1	1
367	же это	2	1
368	идеи и	1	1
369	апеллирует к	1	1
370	объект и	2	1
371	а затем	1	1
372	счете оказывается	1	1
373	со всем	1	1
374	последовательно и	1	1
375	не умеет	1	1
376	каждого из	1	1
377	говоря о	1	1
378	и тем	4	1
379	и находит	1	1
380	для них	2	1
381	а ко	1	1
382	служит в	1	1
383	бытие и	1	1
384	далеко не	3	1
385	что произведение	1	1
386	не всегда	1	1
387	он и	3	1
388	звучать как	1	1
389	в один	1	1
390	не мог	3	1
391	на первый	1	1
392	ссылки на	1	1
393	и культуры	2	1
394	художественного творчества	3	1
395	явления это	1	1
396	наконец даже	1	1
397	со своего	1	1
398	как совокупность	3	1
399	не к	2	1
400	жизни с	2	1
401	себе самой	1	1
402	для изучения	1	1
403	в одном	1	1
404	творчества и	1	1
405	по крайней	1	1
406	однако в	2	1
407	культурной жизни	1	1
408	так называемого	2	1
409	новых и	2	1
410	раз и	2	1
411	иной раз	1	1
412	если и	1	1
413	между людьми	1	1
414	друг друга	4	1
415	тогда когда	1	1
416	только из	1	1
417	формуле в	1	1
418	к новым	1	1
419	о них	1	1
420	это мы	1	1
421	дело в	3	1
422	переживания в	1	1
423	человек как	1	1
424	в форму	1	1
425	а во	1	1
426	и является	2	1
427	языка который	1	1
428	и здесь	1	1
429	из глубины	1	1
430	в поле	2	1
431	уже на	1	1
432	отказаться от	1	1
433	на это	2	1
434	о том	2	1
435	существует только	1	1
436	но при	2	1
437	мысль о	1	1
438	в дальнейшем	1	1
439	основе этой	1	1
440	как с	1	1
441	в произведение	1	1
442	и сам	6	1
443	художественное творчество	1	1
444	в мире	2	1
445	по аналогии	3	1
446	на нее	1	1
447	больше в	1	1
448	мог бы	1	1
449	опыта как	2	1
450	с собой	4	1
451	к тем	1	1
452	мы в	2	1
453	комплексов в	1	1
454	в эпоху	1	1
455	и эстетический	1	1
456	к прошлому	1	1
457	этого сознания	1	1
458	мы чувствуем	1	1
459	никогда и	1	1
460	то есть	6	1
461	а также	5	1
462	того он	1	1
463	рассчитана на	2	1
464	есть так	1	1
465	в сфере	3	1
466	в пользу	1	1
467	особого рода	2	1
468	аналогии с	3	1
469	затем в	1	1
470	и во	1	1
471	борьба с	1	1
472	не выходит	1	1
473	русской литературы	2	1
474	я при	1	1
475	от них	1	1
476	и любой	1	1
477	или иными	1	1
478	искусства в	1	1
479	на одном	1	1
480	этом как	3	1
481	крайней мере	1	1
482	реальность в	1	1
483	исходя из	3	1
484	и всякое	1	1
485	к сознанию	1	1
486	у которого	1	1
487	бессознательного это	1	1
488	слов или	1	1
489	в объекте	1	1
490	ведь как	1	1
491	который в	1	1
492	человеческих характеров	1	1
493	бы ни	1	1
494	образов в	1	1
495	решающее значение	1	1
496	то и	2	1
497	также и	3	1
498	в виде	1	1
499	тяготения к	1	1
500	от других	1	1
501	по выражению	2	1
502	и других	1	1
503	сказано в	2	1
504	одно из	3	1
505	не так	1	1
506	пока не	1	1
507	слова в	1	1
508	само собою	1	1
509	от сознания	2	1
510	может служить	1	1
511	индивидуальном сознании	1	1
512	отдельного человека	1	1
513	как будто	2	1
514	тем что	2	1
515	раннего детства	1	1
516	а те	1	1
517	перейти к	1	1
518	о каком	1	1
519	и только	2	1
520	или иной	2	1
521	сознания все	1	1
522	именно в	1	1
523	стороны он	1	1
524	мы никогда	1	1
525	с той	1	1
526	вмешивается в	1	1
527	на чем	1	1
528	все творчество	1	1
529	своего собственного	1	1
530	во внешней	1	1
531	восприниматься как	2	1
532	в некоторых	1	1
533	превращается в	2	1
534	процесс в	1	1
535	вот в	1	1
536	а на	1	1
537	и нигде	1	1
538	однако и	1	1
539	например это	1	1
540	человек в	1	1
541	отнюдь не	2	1
542	в слове	2	1
543	или с	1	1
544	так называемых	2	1
545	из мира	1	1
546	себе самому	1	1
547	из которых	1	1
548	к своему	1	1
549	целом ряде	1	1
550	такого рода	10	1
551	ко всему	2	1
552	литературного произведения	4	1
553	в первой	1	1
554	сохраняется в	1	1
555	быть не	1	1
556	в это	1	1
557	мира в	3	1
558	становится ясным	1	1
559	этого рода	2	1
560	такое сознание	2	1
561	потому не	1	1
562	пределах одной	1	1
563	от психологии	1	1
564	более ранних	1	1
565	задачу и	1	1
566	стать и	1	1
567	об искусстве	1	1
568	которая в	2	1
569	в индивидуальном	2	1
570	но эти	1	1
571	целый ряд	1	1
572	у них	1	1
573	находит свое	1	1
574	тем более	2	1
575	мысль в	2	1
576	я в	5	1
577	или не	1	1
578	отношению ко	1	1
579	же в	5	1
580	в различных	1	1
581	в том	16	1
582	утверждал что	2	1
583	отношении к	1	1
584	не обладает	2	1
585	может и	1	1
586	нет ничего	2	1
587	является все	1	1
588	о своем	2	1
589	на смену	6	1
590	в иной	1	1
591	имеет место	1	1
592	роли в	1	1
593	я это	1	1
594	из этого	1	1
595	исключительное значение	1	1
596	т.е как	1	1
597	значение в	1	1
598	можно назвать	1	1
599	гораздо более	1	1
