N	3gram	Vinokur_St_1	Problemy
1	то же время	4	10
2	в то же	4	10
3	на самом деле	6	9
4	по отношению к	3	6
5	в той или	1	4
6	но в то	2	4
7	во всяком случае	6	4
8	той или иной	1	4
9	а между тем	1	3
10	в этом смысле	1	3
11	и в самом	3	3
12	бы то ни	1	3
13	же время не	1	3
14	в конце концов	1	3
15	с другой стороны	6	3
16	не может быть	5	3
17	то все же	1	2
18	смысле этого слова	1	2
19	с точки зрения	8	2
20	и не может	1	2
21	и в то	1	2
22	такой же степени	1	2
23	в которых я	1	2
24	можно было бы	8	2
25	ни одного слова	1	2
26	идет лишь о	1	2
27	и не в	1	2
28	нет ни одного	1	2
29	не знает и	1	2
30	на этот раз	2	2
31	и в этом	3	2
32	на тему о	1	2
33	самом деле оно	1	2
34	так и в	4	2
35	но все же	3	2
36	в том что	17	2
37	что он в	1	2
38	в его собственной	2	1
39	несколько слов о	1	1
40	одних и тех	1	1
41	как в отношении	1	1
42	же степени как	1	1
43	в которой он	1	1
44	а вовсе не	1	1
45	дело в том	4	1
46	так же и	1	1
47	и в первой	1	1
48	в самом деле	5	1
49	но даже и	1	1
50	и не хочет	1	1
51	ведь и в	1	1
52	в том и	1	1
53	том что он	1	1
54	в том же	1	1
55	в этом случае	2	1
56	сих пор еще	1	1
57	тем что это	1	1
58	что же касается	3	1
59	в одних и	1	1
60	и по отношению	1	1
61	самом деле не	1	1
62	до сих пор	7	1
63	и в других	1	1
64	что он не	1	1
65	и в этих	1	1
66	то что в	2	1
67	что в нем	2	1
68	за то что	3	1
69	говорит что он	1	1
70	это вовсе не	1	1
71	но в плане	1	1
72	и нуждается в	1	1
73	и лишь в	1	1
74	общего дела в	1	1
75	по крайней мере	2	1
76	а в другой	1	1
77	и то что	2	1
78	и тех же	1	1
79	может быть и	2	1
80	этого места в	1	1
81	в своей статье	4	1
82	к тому что	1	1
83	о том как	1	1
84	и во всякой	1	1
85	что я в	1	1
86	то время как	1	1
87	то что оно	1	1
88	то что у	2	1
89	в данном случае	6	1
90	с которыми мы	1	1
91	я вовсе не	3	1
92	как будто бы	1	1
93	хотя и с	1	1
94	ведь и сам	1	1
95	того в чем	1	1
96	всяком случае не	1	1
97	точно и не	1	1
98	но как бы	1	1
99	и в отношении	1	1
100	то что он	1	1
101	я не могу	1	1
102	и в том	2	1
103	в свое время	2	1
104	что же это	1	1
105	в то время	2	1
106	как и в	2	1
107	всяком случае в	2	1
108	в такой форме	1	1
109	о том что	11	1
110	как и во	1	1
111	но все эти	1	1
112	для правильного понимания	1	1
113	ни в чем	1	1
114	как бы ни	1	1
115	бы они ни	1	1
116	они ни были	1	1
117	друг от друга	1	1
118	вопрос о том	2	1
119	тем не менее	2	1
120	в целом это	1	1
121	с которыми он	1	1
122	для того чтобы	10	1
123	никогда и не	1	1
124	а не в	1	1
125	что и в	4	1
126	в этом отношении	7	1
