N	2gram	Vygotskiy__1	VrazhdaK
1	не только	13	9
2	в этом	12	8
3	и в	31	8
4	и что	8	8
5	но и	2	7
6	и все	5	7
7	то что	32	7
8	что в	23	7
9	все же	5	6
10	но в	3	6
11	в нем	2	6
12	как и	16	6
13	в котором	4	6
14	и с	2	6
15	о нем	1	6
16	и даже	6	6
17	то же	5	5
18	об этом	1	5
19	в то	5	5
20	между тем	4	5
21	у него	4	5
22	не было	3	5
23	и не	16	5
24	х годов	5	4
25	в ней	1	4
26	что он	7	4
27	целый ряд	6	4
28	при этом	19	4
29	это не	1	4
30	несмотря на	5	4
31	все это	8	4
32	в виду	4	4
33	с ним	2	4
34	о том	7	4
35	для нас	5	4
36	уже в	3	4
37	может быть	22	4
38	как бы	5	4
39	в своих	4	4
40	так же	12	4
41	речь идет	3	3
42	который был	1	3
43	я не	1	3
44	в чем	2	3
45	с его	1	3
46	к творчеству	1	3
47	в своем	3	3
48	и как	2	3
49	на то	10	3
50	его в	2	3
51	он не	3	3
52	далеко не	2	3
53	и уже	1	3
54	том что	16	3
55	в черновиках	1	3
56	что есть	2	3
57	и его	7	3
58	связи с	1	3
59	человека в	1	3
60	и о	4	3
61	что у	3	3
62	и во	2	3
63	страшной мести	2	3
64	в его	6	3
65	в том	30	3
66	и у	4	3
67	в конце	3	3
68	в связи	2	3
69	в те	1	3
70	о себе	1	3
71	имел в	1	3
72	я хотел	2	3
73	т е	3	3
74	к этому	4	3
75	же как	4	2
76	и то	2	2
77	на место	2	2
78	столь же	4	2
79	но как	2	2
80	ответ на	1	2
81	тогда как	1	2
82	к автору	1	2
83	отнюдь не	6	2
84	в известном	2	2
85	в той	1	2
86	при создании	1	2
87	в этой	3	2
88	в себе	4	2
89	время и	1	2
90	в нашей	1	2
91	их в	2	2
92	таким образом	20	2
93	в одну	1	2
94	в мире	1	2
95	в них	2	2
96	а с	1	2
97	мы знаем	3	2
98	точки зрения	15	2
99	в своей	3	2
100	и ее	1	2
101	с точки	2	2
102	не менее	2	2
103	том же	2	2
104	одна из	4	2
105	никогда не	8	2
106	художественных систем	1	2
107	п в	1	2
108	хотел было	1	2
109	его с	1	2
110	на это	2	2
111	и это	3	2
112	на основе	2	2
113	еще не	1	2
114	эту сцену	1	2
115	а также	1	2
116	там же	2	2
117	по мнению	2	2
118	уже не	2	2
119	при помощи	20	2
120	из них	2	2
121	его и	3	2
122	для него	1	2
123	отношение к	2	2
124	к ним	2	2
125	как раз	2	2
126	о влиянии	1	2
127	о чем	2	2
128	эти годы	1	2
129	не может	17	2
130	вместе с	8	2
131	в него	2	2
132	в это	1	2
133	но это	3	2
134	что я	4	2
135	же в	1	2
136	а в	6	2
137	в свою	1	2
138	это в	2	2
139	от этой	1	1
140	человека и	2	1
141	что образ	2	1
142	и писатель	1	1
143	того же	2	1
144	это и	3	1
145	идет о	2	1
146	и есть	5	1
147	по преимуществу	1	1
148	едва ли	1	1
149	в их	1	1
150	из всех	2	1
151	той же	3	1
152	смерти даже	1	1
153	именно к	1	1
154	иметь никакого	1	1
155	он как	1	1
156	еще до	1	1
157	совпадает с	4	1
158	в полной	1	1
159	в разные	2	1
160	это отношение	2	1
161	ему в	1	1
162	свой роман	1	1
163	и был	1	1
164	это время	1	1
165	собой в	1	1
166	одном из	2	1
167	содержания в	1	1
168	и русской	1	1
169	служит для	1	1
170	по своему	1	1
171	а следовательно	1	1
172	а отношение	1	1
173	совершенно прав	2	1
174	совсем не	3	1
175	но не	3	1
176	о смерти	1	1
177	в сторону	1	1
178	если в	1	1
179	есть по	1	1
180	некоторые черты	1	1
181	не хотел	1	1
182	что они	2	1
183	как по	1	1
184	как говорит	2	1
185	из которого	2	1
186	независимо от	2	1
187	как в	9	1
188	с этим	3	1
189	для всех	4	1
190	как к	2	1
191	что как	1	1
192	же самому	2	1
193	и наконец	1	1
194	не являются	1	1
195	себе не	3	1
