N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	5	14
2	тем не менее	1	10
3	что иное как	2	6
4	не может быть	4	6
5	не что иное	2	6
6	в самом деле	2	5
7	само по себе	1	5
8	подобно тому как	1	4
9	с одной стороны	2	3
10	в том что	2	3
11	есть не что	2	3
12	как и в	1	3
13	на то что	1	3
14	выйти за пределы	1	2
15	того или иного	2	2
16	с этой точки	1	2
17	так как все	1	2
18	в зависимости от	2	2
19	одно и то	3	2
20	так же как	1	2
21	и то же	2	2
22	с другой стороны	2	2
23	что же такое	1	2
24	этой точки зрения	1	2
25	иметь в виду	1	2
26	мы не можем	1	2
27	к тому что	1	2
28	не только одно	1	1
29	том что в	1	1
30	собственно говоря и	1	1
31	что в основе	1	1
32	в виду что	1	1
33	на самом деле	1	1
34	то же самое	1	1
35	в чем его	1	1
36	и не может	1	1
37	чем иным как	2	1
38	он и не	1	1
39	в этом отношении	1	1
40	дуализм с одной	1	1
41	есть одно и	1	1
42	остается только развести	1	1
43	речь может идти	1	1
44	только потому что	1	1
45	в последнее время	1	1
46	не чем иным	2	1
47	в данном случае	2	1
48	далеко не всегда	1	1
49	если бы мы	1	1
50	но может быть	1	1
51	будет существовать если	1	1
52	и как бы	1	1
53	развести руками если	1	1
54	в этот вопрос	1	1
55	это конечно не	1	1
56	но так как	2	1
57	не мог бы	1	1
58	более или менее	1	1
59	и если наконец	1	1
60	то же время	1	1
61	что в ней	1	1
62	и никогда не	1	1
63	в конечном счете	1	1
64	только развести руками	1	1
65	но что же	1	1
66	и призыв к	1	1
67	возможно только в	1	1
68	в то же	1	1
69	в связи с	1	1
70	тех или иных	1	1
71	не обязательна но	1	1
