N	3gram	Propp_Isto_6	FransuaR
1	мы уже говорили	1	5
2	не только в	4	5
3	но и в	2	4
4	до сих пор	4	4
5	не может быть	3	4
6	с одной стороны	7	3
7	в свое время	1	3
8	о том что	4	3
9	с другой стороны	8	3
10	можно сказать что	1	2
11	в другом месте	1	2
12	только то что	2	2
13	видит в нем	1	2
14	его связь с	1	2
15	во всяком случае	2	2
16	но все же	2	2
17	как мы видели	2	2
18	подобно тому как	1	2
19	в подземное царство	1	1
20	если бы она	1	1
21	еще далеко не	1	1
22	только потому что	1	1
23	другой стороны он	2	1
24	там где нет	1	1
25	по отношению к	2	1
26	здесь же мы	2	1
27	в лодке и	1	1
28	одной стороны и	1	1
29	тех случаях когда	3	1
30	в одной из	1	1
31	и не может	1	1
32	только раз в	1	1
33	в царстве мертвых	1	1
34	таким образом в	1	1
35	что в нем	2	1
36	под влиянием этих	1	1
37	для борьбы с	1	1
38	это прежде всего	1	1
39	таким образом и	2	1
40	в книге о	1	1
41	но и на	1	1
42	и в особенности	1	1
43	по существу и	1	1
44	в борьбе с	1	1
45	так и в	1	1
46	друг с другом	1	1
47	в связи со	1	1
48	мы видели что	3	1
49	в тех случаях	3	1
50	всяком случае в	1	1
51	в этом случае	6	1
52	в них всегда	1	1
53	мы имеем в	4	1
54	как мы видим	1	1
55	на то что	1	1
56	в какой-то степени	1	1
57	после того как	2	1
58	не только то	1	1
59	для того чтобы	1	1
60	в том что	5	1
61	как и в	2	1
62	изменилось отношение к	1	1
