N	3gram	Propp_Isto_6	KulturaY
1	и т д	8	14
2	в том что	5	10
3	можно было бы	2	9
4	для того чтобы	1	8
5	с другой стороны	8	7
6	только потому что	1	6
7	во всяком случае	2	5
8	тем не менее	1	5
9	в зависимости от	1	4
10	и тем не	1	4
11	не только в	4	4
12	не может быть	3	4
13	уже не может	1	3
14	точно так же	2	3
15	что все эти	1	3
16	потому что он	2	2
17	в этом случае	6	2
18	на этот вопрос	1	2
19	с этой точки	1	2
20	то или иное	1	2
21	вместе с тем	3	2
22	так же как	1	2
23	и в том	1	2
24	есть вместе с	1	2
25	в свое время	1	2
26	этой точки зрения	1	2
27	но все же	2	2
28	можно сказать что	1	2
29	на то что	1	2
30	так или иначе	1	2
31	том что в	2	1
32	в том смысле	1	1
33	здесь можно было	1	1
34	это мы имеем	1	1
35	ли сказать что	1	1
36	влечет за собой	2	1
37	знает что он	1	1
38	о котором говорилось	1	1
39	не только свое	1	1
40	до сих пор	4	1
41	мне кажется что	1	1
42	для этой цели	1	1
43	только то что	2	1
44	совершенно ясно что	1	1
45	но это не	1	1
46	отличается тем что	1	1
47	на первом месте	1	1
48	не случайно что	1	1
49	и то что	1	1
50	для борьбы с	1	1
51	то время как	3	1
52	т е в	2	1
53	в данном случае	3	1
54	не потому что	1	1
55	можно ли сказать	1	1
56	она сводится к	1	1
57	сказывается и в	1	1
58	с одной стороны	7	1
59	смысле этого слова	1	1
60	не значит что	1	1
61	потому что оно	1	1
62	а также и	1	1
63	котором говорилось выше	1	1
64	с полным правом	1	1
65	так что между	1	1
66	каким же образом	1	1
67	и на более	1	1
68	о которых речь	1	1
69	и вот почему	1	1
70	другой стороны эта	1	1
71	и где он	1	1
72	в достаточной степени	1	1
73	есть не что	1	1
74	точно таким же	1	1
75	и некоторые другие	1	1
76	новые и новые	1	1
77	в то время	3	1
78	как и в	2	1
79	он был бы	1	1
80	что оно имеет	1	1
81	о том что	4	1
82	не забудем что	1	1
83	от того какое	1	1
84	т е тех	1	1
85	что иное как	1	1
86	речь идет о	1	1
87	к тому чтобы	1	1
88	несмотря на все	1	1
89	случае если бы	1	1
90	после того как	2	1
91	не что иное	1	1
92	таким образом в	1	1
93	т д в	1	1
94	и с другой	1	1
95	как мы видели	2	1
