N	2gram	Ircho_Kome_2	Vladivir
1	и в	26	30
2	в этом	10	20
3	то что	6	20
4	у него	4	19
5	и не	14	18
6	в том	11	18
7	и с	5	14
8	а н	1	14
9	что он	5	13
10	в конце	2	13
11	не только	7	12
12	том что	9	12
13	там же	1	12
14	что в	9	12
15	как мы	4	11
16	в его	4	11
17	а в	3	11
18	сказать что	1	11
19	а также	1	10
20	не было	3	10
21	в с	1	10
22	и даже	1	10
23	все же	4	9
24	было бы	8	9
25	не в	2	9
26	в то	6	9
27	не может	3	9
28	для него	1	9
29	потому что	6	9
30	в своем	6	8
31	но в	3	8
32	что же	1	8
33	не мог	1	8
34	связи с	3	8
35	но и	10	8
36	в связи	3	8
37	вместе с	9	8
38	до конца	1	7
39	ни в	5	7
40	которую он	1	7
41	точки зрения	4	7
42	никогда не	1	7
43	не менее	4	7
44	может быть	11	7
45	а не	1	7
46	как это	4	7
47	для нас	3	7
48	и все	2	7
49	он был	2	6
50	хотя и	4	6
51	и к	2	6
52	в себе	1	6
53	об этом	2	6
54	тем не	1	6
55	и его	12	6
56	у нас	1	6
57	то время	3	6
58	его жизни	1	6
59	всякого рода	1	6
60	только в	4	6
61	всяком случае	2	6
62	прежде всего	4	6
63	о чем	3	6
64	к этому	5	6
65	жизни и	3	6
66	во всяком	2	6
67	того же	3	5
68	и я	2	5
69	с этим	5	5
70	все эти	1	5
71	как и	4	5
72	в своей	3	5
73	в котором	3	5
74	по себе	1	5
75	так как	4	5
76	к концу	3	5
77	для себя	1	5
78	так и	12	5
79	с ним	1	5
80	и что	2	5
81	тот же	2	5
82	так что	5	5
83	в течение	2	5
84	как бы	2	5
85	о его	4	5
86	все это	3	5
87	в результате	1	5
88	из этого	2	5
89	то же	3	4
90	той же	3	4
91	то это	2	4
92	в ней	3	4
93	и на	7	4
94	время в	1	4
95	что его	3	4
96	с его	5	4
97	отношение к	2	4
98	в которой	5	4
99	что это	4	4
100	в целом	4	4
101	в этой	3	4
102	и если	2	4
103	на его	1	4
104	в нем	6	4
105	он не	2	4
106	его в	4	4
107	это было	4	4
108	и мы	1	4
109	несмотря на	1	4
110	мы знаем	3	4
111	в этих	4	4
112	разного рода	1	4
113	о том	6	4
114	с которыми	2	4
115	конечно не	1	4
116	вовсе не	2	4
117	со стороны	2	4
118	именно в	1	4
119	после смерти	3	4
120	так же	1	4
121	в это	2	4
122	с этой	3	4
123	в начале	4	4
124	на этот	4	4
125	ко всему	1	4
126	него в	1	4
127	по поводу	3	4
128	это время	3	4
129	отношения к	1	3
130	говоря о	1	3
131	едва ли	14	3
132	этого времени	2	3
133	во всех	3	3
134	но не	3	3
135	отличие от	2	3
136	как в	3	3
137	что касается	3	3
138	и как	1	3
139	более или	1	3
140	так или	3	3
141	из этих	4	3
142	в очень	1	3
