N	3gram	Trubetskoy_1	Psycholo
1	для того чтобы	7	19
2	в том что	15	12
3	все то что	1	11
4	о том что	4	10
5	в самом деле	5	7
6	то же самое	1	6
7	сейчас же после	1	6
8	на то что	7	6
9	к тому что	1	5
10	на самом деле	7	5
11	с самого начала	1	5
12	и может быть	2	4
13	с точки зрения	8	4
14	можно было бы	1	4
15	друг с другом	9	4
16	том что он	2	3
17	совершенно ясно что	1	3
18	точно так же	1	3
19	так же как	3	3
20	в конце концов	4	3
21	смысле этого слова	1	3
22	во всяком случае	2	3
23	шаг за шагом	1	3
24	надо сказать что	1	3
25	заключается в том	2	3
26	то что мы	1	3
27	до сих пор	8	3
28	за то что	1	3
29	с одной стороны	2	3
30	и в конце	1	2
31	уже знаем что	1	2
32	никак не может	1	2
33	во всех этих	2	2
34	в приложении к	1	2
35	вместе с тем	2	2
36	то время как	1	2
37	же самое что	1	2
38	с другой стороны	4	2
39	и той же	1	2
40	вместо того чтобы	1	2
41	именно в том	1	2
42	таким образом в	3	2
43	в то время	2	2
44	не только не	1	2
45	до тех пор	1	2
46	мы видим что	1	2
47	одной и той	1	2
48	если мы будем	1	2
49	мы уже знаем	1	2
50	к тому же	5	2
51	те же самые	1	2
52	мы знаем что	7	1
53	том что при	1	1
54	если бы нам	1	1
55	мы уже говорили	1	1
56	в этой истории	1	1
57	психологической точки зрения	1	1
58	есть как бы	1	1
59	а не в	1	1
60	что в таком	1	1
61	по отношению к	9	1
62	в том и	2	1
63	самом деле если	1	1
64	того чтобы ответить	1	1
65	он все же	2	1
66	вступить в противоречие	1	1
67	из него все	1	1
68	тогда и в	1	1
69	потому что психология	1	1
70	и уже одно	1	1
71	так как все	1	1
72	не потому чтобы	1	1
73	для этого нужно	1	1
74	бы то ни	2	1
75	что все эти	1	1
76	только то что	2	1
77	из того что	1	1
78	и таким образом	1	1
79	до некоторой степени	1	1
80	том и другом	1	1
81	то же время	2	1
82	и не может	1	1
83	правильнее было бы	1	1
84	элементы из которых	1	1
85	с этой точки	1	1
86	в своем развитии	3	1
87	в результате получилась	1	1
88	в том или	1	1
89	уже о том	1	1
90	объявляют что в	1	1
91	то что у	2	1
92	уже одно это	1	1
93	то что составляет	1	1
94	в противоречие с	1	1
95	указывали на то	1	1
96	то ни было	2	1
97	и с точки	1	1
98	в эту точку	1	1
99	чтобы ответить на	1	1
100	на первый взгляд	1	1
101	тот факт что	4	1
102	с психологической точки	1	1
103	то непосредственное впечатление	1	1
104	что под этими	1	1
105	это не так	1	1
106	а с другой	2	1
107	что ни одна	1	1
108	в свою очередь	2	1
109	дело в том	1	1
110	друг к другу	2	1
111	том что они	1	1
112	во всем этом	1	1
113	и так как	1	1
114	я не могу	1	1
115	в целом ряде	3	1
116	а на самом	1	1
117	указывают на то	2	1
118	непосредственное впечатление которое	1	1
119	что до сих	1	1
120	а может быть	1	1
121	у него в	1	1
122	всегда основана на	1	1
123	мысль о том	1	1
124	не может быть	3	1
125	но по существу	1	1
126	то обстоятельство что	1	1
127	и ничем не	1	1
128	становится понятным что	1	1
129	ничего общего с	2	1
130	то что это	2	1
131	и что следовательно	1	1
132	то есть в	1	1
133	и если бы	1	1
134	этой точки зрения	1	1
135	не забудем что	1	1
136	ни одна из	1	1
137	и все они	1	1
138	так же мало	1	1
139	в то же	2	1
140	представляет из себя	5	1
141	сих пор на	1	1
142	о том чтобы	2	1
143	что это есть	1	1
144	том или ином	1	1
145	таким образом по	1	1
146	так или иначе	5	1
147	так что эта	1	1
148	несмотря на все	1	1
149	мы только что	1	1
150	как бы он	1	1
