N	2gram	Vygotskiy__6	VerxiiNi
1	и в	28	26
2	таким образом	18	22
3	с тем	5	18
4	в этом	27	15
5	вместе с	7	15
6	точки зрения	13	13
7	как бы	11	12
8	в том	28	11
9	из этих	3	10
10	не только	16	10
11	и с	1	10
12	может быть	13	10
13	связи с	3	9
14	в области	6	9
15	так как	10	9
16	но и	10	9
17	что в	17	9
18	но не	10	8
19	главным образом	1	8
20	и у	1	8
21	с другой	2	8
22	и не	11	8
23	как на	3	8
24	но в	5	7
25	связанные с	3	7
26	но все	1	7
27	из них	2	7
28	том что	19	7
29	потому что	22	7
30	к нему	1	7
31	с одной	1	7
32	то что	28	7
33	а с	1	7
34	одной стороны	1	7
35	того же	7	6
36	представление о	1	6
37	все же	2	6
38	все эти	2	6
39	в себе	4	6
40	с точки	10	6
41	в отношении	10	6
42	к тому	10	6
43	так и	6	6
44	и т.д	3	6
45	о том	1	6
46	в конце	2	6
47	что и	4	6
48	несмотря на	2	6
49	все это	2	6
50	мы должны	3	6
51	отношение к	7	5
52	сих пор	3	5
53	и к	6	5
54	тем чтобы	1	5
55	в силу	17	5
56	не имеет	6	5
57	того чтобы	10	5
58	никогда не	8	5
59	с другом	5	5
60	для того	8	5
61	образом в	3	5
62	в его	3	5
63	до сих	3	5
64	а не	3	5
65	к жизни	4	5
66	друг с	5	5
67	так же	15	5
68	том числе	1	5
69	в котором	2	4
70	то же	7	4
71	целый ряд	4	4
72	в самом	8	4
73	учение о	1	4
74	в этой	5	4
75	и по	3	4
76	что все	5	4
77	с другими	2	4
78	должен был	3	4
79	он не	7	4
80	далеко не	1	4
81	и тогда	1	4
82	в которых	2	4
83	в то	6	4
84	в нем	7	4
85	а в	2	4
86	числе и	1	4
87	что оно	7	4
88	и что	6	4
89	и только	3	4
90	только в	18	4
91	на этот	4	4
92	не может	19	4
93	из которых	1	4
94	и от	2	4
95	в этих	2	4
96	во время	1	4
97	что он	18	4
98	в виде	1	4
99	же как	6	3
100	к сожалению	1	3
101	в своем	7	3
102	когда он	2	3
103	и как	6	3
104	за собой	3	3
105	в которой	7	3
106	что это	1	3
107	при этом	3	3
108	подойти к	1	3
109	и при	1	3
110	оказывается что	1	3
111	тем не	1	3
112	если бы	7	3
113	не менее	2	3
114	представляет собой	3	3
115	в других	2	3
116	и о	1	3
117	с самого	7	3
118	ясно что	4	3
119	можно сказать	6	3
120	в значительной	2	3
121	того что	24	3
122	но с	2	3
123	в качестве	4	3
124	так что	6	3
125	из которого	2	3
126	уже не	1	3
127	что эти	1	3
128	для него	6	3
129	в одном	2	3
130	и даже	1	3
131	с ней	3	3
132	в связи	2	3
133	с этой	2	3
134	в результате	1	3
135	у них	2	3
136	конце концов	1	3
137	отношению к	10	3
138	и другие	2	3
139	к этому	1	3
140	точно так	1	3
141	одним из	2	2
142	и это	1	2
143	всегда на	1	2
144	мы имеем	4	2
145	еще не	8	2
146	и на	5	2
147	с его	3	2
148	во всех	4	2
149	в новом	2	2
150	относится к	4	2
151	общего с	1	2
152	что именно	2	2
153	и наконец	2	2
154	он в	1	2
155	на то	4	2
156	не как	1	2
157	состоит в	2	2
158	те же	3	2
159	к другу	4	2
160	на все	1	2
161	в них	3	2
162	мы видели	8	2
163	но если	4	2
164	взгляд на	1	2
165	которые в	4	2
166	не в	4	2
167	самого начала	7	2
168	для каждого	2	2
169	тогда когда	6	2
170	стадии развития	1	2
171	не могло	2	2
172	только не	3	2
173	в разных	5	2
174	больше чем	3	2
175	и является	2	2
176	этом отношении	3	2
177	ему в	1	2
178	не потому	1	2
179	и здесь	3	2
180	начиная с	1	2
181	не могут	5	2
182	те и	1	2
183	отличается от	3	2
184	той или	1	2
185	этот путь	2	2
186	ничего общего	1	2
187	значительной мере	2	2
188	и сами	1	2
189	приводит к	6	2
190	не с	2	2
191	связанных с	1	2
192	можно только	2	2
193	по сравнению	15	2
