N	2gram	Losev_Dial_1	PoTuStor
1	может быть	17	17
2	и в	18	16
3	и пр	5	12
4	в этом	12	9
5	таким образом	1	9
6	и только	1	9
7	мы можем	4	9
8	прежде всего	10	9
9	и с	5	8
10	точки зрения	17	8
11	и его	1	8
12	не может	12	8
13	совершенно не	8	8
14	не только	13	7
15	сказать что	10	7
16	я и	1	6
17	самом деле	3	6
18	конечно не	3	6
19	при этом	1	6
20	с точки	12	6
21	и это	2	6
22	для него	2	6
23	и к	1	6
24	еще не	2	5
25	в чем	6	5
26	отношение к	5	5
27	все эти	2	5
28	сознание и	1	5
29	что такое	10	5
30	ни в	15	5
31	нуждается в	3	5
32	в него	2	5
33	как бы	11	5
34	на самом	3	4
35	отнюдь не	9	4
36	и наконец	1	4
37	но в	6	4
38	в этой	1	4
39	в нем	16	4
40	и может	2	4
41	его в	1	4
42	мысли и	3	4
43	все это	11	4
44	самого начала	1	4
45	мифов и	1	4
46	как мы	4	4
47	с самого	1	4
48	так и	9	4
49	но мы	1	4
50	можно сказать	6	4
51	в его	3	4
52	а потому	1	4
53	с ними	2	4
54	только в	3	4
55	и их	2	4
56	так как	11	4
57	и даже	13	4
58	но и	7	4
59	и не	30	4
60	и все	3	4
61	хотя бы	6	4
62	все что	1	4
63	отношения к	3	3
64	во всех	1	3
65	и есть	16	3
66	и как	7	3
67	учение о	11	3
68	с их	1	3
69	и вот	6	3
70	на этом	2	3
71	этом смысле	3	3
72	том что	9	3
73	никаких оснований	1	3
74	сих пор	2	3
75	по крайней	4	3
76	и притом	4	3
77	в основе	3	3
78	до сих	2	3
79	чем не	1	3
80	и оно	1	3
81	мира и	1	3
82	по сравнению	2	3
83	на язык	1	3
84	с другими	2	3
85	крайней мере	4	3
86	в том	9	3
87	только на	3	3
88	всяком случае	2	3
89	даже не	3	3
90	и др	1	3
91	вместе с	1	3
92	и потому	3	3
93	как это	4	3
94	сравнению с	2	3
95	могут быть	3	3
96	что в	13	3
97	в этих	5	3
98	а в	5	3
99	то что	13	3
100	между ними	1	3
101	только как	2	3
102	жизни и	3	3
103	во всяком	4	3
104	нем нет	3	2
105	же как	2	2
106	этой теории	1	2
107	в самом	3	2
108	и этот	1	2
