N	3gram	Bakhtin_Fr_1	Russkaja
1	друг с другом	1	14
2	то же время	1	10
3	в то же	1	10
4	с точки зрения	3	9
5	в том что	6	7
6	на самом деле	2	6
7	во всяком случае	1	6
8	для того чтобы	1	6
9	а между тем	1	5
10	до сих пор	4	5
11	к тому чтобы	1	4
12	не может быть	1	4
13	и не может	1	3
14	той или иной	5	3
15	в настоящее время	1	2
16	они принадлежат к	1	2
17	с самим собой	1	2
18	в значительной мере	2	2
19	и в том	2	2
20	друг от друга	1	2
21	в большинстве случаев	2	2
22	в некоторых других	1	1
23	или хотя бы	1	1
24	совершенно чуждые ему	1	1
25	воплощает в себе	1	1
26	прежде всего на	2	1
27	дело в том	2	1
28	по отношению к	1	1
29	в самом деле	1	1
30	силе и по	1	1
31	но как бы	1	1
32	в том числе	10	1
33	и в некоторых	1	1
34	и не только	1	1
35	но для нас	1	1
36	что с точки	1	1
37	в нем все	1	1
38	и в других	2	1
39	до известной степени	1	1
40	некоторых из них	1	1
41	и не к	1	1
42	с ним в	1	1
43	в этом отношении	3	1
44	том числе и	7	1
45	основе его лежит	1	1
46	как и при	1	1
47	на этот вопрос	2	1
48	во всех областях	1	1
49	речь идет не	1	1
50	и в частности	2	1
51	не подлежит никакому	1	1
52	в значительной степени	2	1
53	сводится к тому	1	1
54	в применении к	3	1
55	главным образом как	1	1
56	в основе его	2	1
57	но в то	1	1
58	подлежит никакому сомнению	1	1
59	ни к какому	2	1
60	жизни но и	1	1
61	но при этом	1	1
62	того что не	1	1
63	во всех этих	2	1
64	прежде всего необходимо	1	1
65	всяком случае не	1	1
66	в связи с	1	1
67	это конечно не	1	1
68	что касается до	1	1
69	в его целом	1	1
70	даже и в	3	1
71	тех или иных	1	1
72	и видеть в	1	1
73	как бы ни	2	1
74	от нас и	1	1
75	он еще не	1	1
76	но все же	2	1
77	наиболее полное и	1	1
78	чтобы освободиться от	1	1
79	говорили в начале	1	1
80	точки зрения этих	1	1
81	и прежде всего	3	1
82	того чтобы освободиться	1	1
83	к тому же	1	1
84	во всех странах	1	1
