N	3gram	Vygotskiy__2	formyVre
1	как мы уже	3	8
2	в связи с	6	5
3	для того чтобы	10	5
4	того чтобы они	1	4
5	как раз в	2	4
6	в том числе	3	4
7	по отношению к	5	3
8	до сих пор	1	3
9	в этом отношении	3	3
10	мы уже говорили	3	3
11	не может быть	6	3
12	дело в том	1	2
13	одной стороны и	2	2
14	как если бы	1	2
15	с точки зрения	18	2
16	в отличие от	3	2
17	друг на друга	1	2
18	наряду с этим	1	2
19	том числе и	3	2
20	и в частности	1	2
21	так же как	1	2
22	с одной стороны	7	2
23	по сравнению с	5	2
24	и во всей	1	2
25	в буквальном смысле	1	2
26	друг к другу	1	2
27	связи с этим	1	2
28	с самого начала	1	2
29	той или иной	1	2
30	в том что	21	2
31	как и в	1	2
32	к тому же	1	2
33	в другом месте	2	1
34	по своей природе	1	1
35	на том что	2	1
36	мы видим в	2	1
37	или хотя бы	1	1
38	в той или	1	1
39	в данный момент	1	1
40	по этому вопросу	1	1
41	том что в	2	1
42	имеем в виду	1	1
43	в самом деле	4	1
44	он вступает в	1	1
45	и по существу	1	1
46	в том же	2	1
47	если мы спросим	1	1
48	на первый план	1	1
49	о которой мы	1	1
50	но все это	1	1
51	мы находим в	1	1
52	в зависимости от	6	1
53	и речи в	1	1
54	сами по себе	1	1
55	не входит в	1	1
56	всяком случае нечто	2	1
57	с тем что	1	1
58	совершенно так же	1	1
59	в этом ее	2	1
60	самой жизни в	1	1
61	по самому своему	1	1
62	как и их	1	1
63	включает в себя	1	1
64	так как он	1	1
65	и тогда когда	1	1
66	основе ее лежит	1	1
67	все же и	1	1
68	в данном случае	3	1
69	таким образом и	1	1
70	но в процессе	1	1
71	в один ряд	1	1
72	тот факт что	1	1
73	смысле этого слова	3	1
74	буквальном смысле слова	1	1
75	все без исключения	1	1
76	приходит к выводу	1	1
77	не могут быть	1	1
78	самому своему существу	1	1
79	но вместе с	1	1
80	все более и	1	1
81	характер носит и	1	1
82	во всяком случае	6	1
83	здесь не только	1	1
84	когда мы говорим	1	1
85	мы уже видели	2	1
86	в совершенно новом	1	1
87	и все же	1	1
88	одной из них	1	1
89	и т.п в	1	1
90	на протяжении всего	2	1
91	о том что	4	1
92	к выводу что	1	1
93	и в самом	2	1
94	более и более	1	1
95	или во всяком	2	1
96	мы имеем в	1	1
97	но в отношении	1	1
98	которой мы говорили	1	1
99	с которой он	1	1
100	сама по себе	2	1
101	друг с другом	2	1
102	все это не	1	1
103	в высшей степени	7	1
104	так и по	1	1
105	и время и	1	1
106	в своей жизни	1	1
