N	2gram	Propp_Isto_7	Narrotol
1	не только	21	31
2	но и	11	27
3	и не	4	23
4	при этом	4	19
5	может быть	14	15
6	в качестве	3	14
7	в частности	1	14
8	как и	6	13
9	а не	8	13
10	а в	10	13
11	в этом	12	12
12	только в	6	12
13	и в	24	11
14	в данном	4	11
15	тогда как	3	10
16	состоит в	1	10
17	своего рода	4	10
18	и его	3	10
19	во времени	1	9
20	то что	7	9
21	то же	8	8
22	представляет собой	4	8
23	не может	14	8
24	данном случае	3	8
25	в том	7	8
26	уже не	2	8
27	со стороны	2	8
28	но в	5	7
29	том что	10	7
30	если бы	1	7
31	на протяжении	1	7
32	у него	10	7
33	и он	3	6
34	в самом	2	6
35	не в	9	6
36	в этой	1	6
37	об этом	6	6
38	не мог	1	6
39	к тому	1	6
40	в его	1	6
41	как бы	4	6
42	один из	7	6
43	или в	8	6
44	а также	1	6
45	жизни и	1	6
46	между двумя	1	5
47	и на	2	5
48	перед нами	2	5
49	так и	5	5
50	точки зрения	4	5
51	в своей	1	5
52	тем самым	1	5
53	потому что	9	5
54	на другой	1	5
55	можно сказать	1	5
56	на себя	2	4
57	еще не	8	4
58	с его	3	4
59	но не	6	4
60	как в	12	4
61	все же	9	4
62	хотя и	3	4
63	из этих	3	4
64	в нем	6	4
65	из них	2	4
66	по себе	1	4
67	и тем	2	4
68	вплоть до	2	4
69	в то	2	4
70	одна из	7	4
71	не по	2	4
72	никогда не	4	4
73	в сознании	1	4
74	к себе	3	4
75	в ней	1	4
76	так в	4	4
77	что у	4	4
78	о том	9	4
79	к нему	7	4
80	в литературе	2	4
81	того что	6	4
82	у нее	2	4
83	прежде всего	2	4
84	о чем	1	4
85	этом и	2	4
86	в третьем	1	4
87	или не	1	4
88	как известно	1	3
89	и то	1	3
90	самом деле	1	3
91	мы имеем	12	3
92	мы не	4	3
93	в своем	1	3
94	и как	1	3
95	в целом	1	3
96	но именно	1	3
97	он не	6	3
98	для того	1	3
99	и с	1	3
100	при которой	1	3
101	это не	10	3
102	в жизни	1	3
103	не всегда	4	3
104	в современной	1	3
105	и ее	2	3
106	тем не	4	3
107	не менее	5	3
108	но они	3	3
109	в русской	5	3
110	обращает на	1	3
111	как будто	1	3
112	начиная с	1	3
113	и о	2	3
114	но при	2	3
115	когда в	1	3
116	о ней	1	3
117	сводится к	1	3
118	обращается к	3	3
119	что он	21	3
120	в состав	1	3
121	по отношению	1	3
122	не говорит	1	3
123	представляют собой	5	3
124	именно в	1	3
125	как это	2	3
126	в начале	1	3
127	но для	2	3
128	и все	6	3
129	отношению к	1	3
130	героя в	1	3
131	что в	13	3
132	а о	1	2
133	в зависимости	1	2
134	ситуации в	1	2
135	героя но	2	2
136	не вполне	3	2
137	ему в	1	2
138	более не	1	2
139	зависимости от	1	2
140	между собой	1	2
141	в чем	5	2
142	как если	1	2
143	чем это	1	2
144	друг на	1	2
145	если в	2	2
146	во сне	2	2
147	один и	1	2
148	та же	2	2
149	в известном	1	2
150	на то	3	2
151	не могла	1	2
152	и жена	1	2
153	о смерти	1	2
154	и вот	1	2
155	не будет	2	2
156	а по	1	2
157	а его	3	2
158	входит в	1	2
159	я в	1	2
160	всегда бывает	1	2
161	также не	1	2
162	этого не	2	2
163	на друга	1	2
164	в этих	13	2
165	в войне	1	2
166	сих пор	3	2
167	того кто	2	2
168	истории о	1	2
169	она не	2	2
170	не имеет	4	2
171	дело в	1	2
172	дело не	5	2
173	ничего не	5	2
174	как она	1	2
175	и после	2	2
176	связи с	3	2
177	же самое	1	2
178	они и	1	2
179	оно не	1	2
180	как мы	3	2
181	здесь не	2	2
182	другой стороны	8	2
183	по мере	1	2
184	с ним	5	2
185	имеем дело	1	2
186	никак не	1	2
187	до сих	2	2
188	с другой	9	2
189	в форме	2	2
190	и только	1	2
191	же в	1	2
192	с появлением	1	2
193	с ними	1	2
194	дело с	1	2
195	муж и	1	2
196	он уже	1	2
197	который в	1	2
198	только на	2	2
199	первобытного человека	1	2
200	в конце	3	2
201	к ним	2	2
202	не о	1	2
203	друг друга	2	2
204	мы можем	4	2
205	в особенности	2	2
206	и даже	3	2
207	она в	3	2
208	на ее	1	2
209	после смерти	3	2
210	что не	2	2
211	героя и	5	2
212	и стал	3	2
213	а на	1	2
214	могут служить	1	2
215	что мы	3	2
216	если не	4	2
217	позволяет нам	2	2
218	вместе с	7	2
219	по своим	3	2
220	по своему	1	2
221	встречи с	1	2
222	в связи	2	2
223	и от	2	2
224	тот кто	5	2
225	но зато	1	2
226	хотя бы	1	2
227	только что	1	2
228	сказать что	2	2
229	все что	1	2
230	в таком	1	2
231	и наиболее	1	1
232	как все	1	1
233	он стоит	1	1
234	и т	17	1
235	одним из	1	1
236	о каких	1	1
237	же как	4	1
238	не остается	1	1
239	не имел	1	1
240	только потому	1	1
241	говорилось выше	1	1
242	и есть	1	1
243	сам автор	1	1
244	по его	2	1
245	мы уже	4	1
246	например в	3	1
247	не исключено	1	1
248	этих действий	1	1
249	не приходится	1	1
250	в первый	1	1
251	пока только	1	1
252	то и	4	1
253	что иное	1	1
254	причем это	1	1
255	и другая	1	1
256	в некотором	1	1
257	мы и	1	1
258	не совсем	2	1
259	из которых	1	1
260	а теперь	1	1
261	он был	1	1
262	из особенностей	1	1
263	бы то	1	1
264	в различных	3	1
265	на своих	1	1
266	тем как	1	1
267	не отличается	1	1
268	от лица	1	1
269	своей работе	1	1
270	видит в	2	1
271	а только	1	1
272	не входит	1	1
273	свою жизнь	1	1
274	не все	3	1
275	с отцом	1	1
276	ответ на	6	1
277	отношение к	5	1
278	тут же	1	1
279	свое существование	1	1
280	его на	2	1
281	что именно	1	1
282	с этим	2	1
283	так можно	1	1
284	вспомним что	1	1
285	когда он	3	1
286	и наконец	3	1
287	и к	1	1
288	самом начале	1	1
289	в действительности	2	1
290	следующим образом	3	1
291	он на	2	1
292	за собой	1	1
293	со своей	2	1
294	в которой	2	1
295	что это	6	1
296	ни один	1	1
297	об этих	1	1
298	не понимает	1	1
299	во многих	2	1
300	тоже не	3	1
301	что к	1	1
302	и тот	2	1
303	видим и	3	1
304	женой а	1	1
305	как он	6	1
306	именно этим	1	1
307	что она	5	1
308	т д	16	1
309	здесь однако	1	1
310	в силу	2	1
311	в зеркало	1	1
312	на земле	2	1
313	его от	1	1
314	в комнату	1	1
315	и по	3	1
316	так например	2	1
317	в нее	1	1
318	таким образом	7	1
319	но все	4	1
320	жить в	2	1
321	в одну	2	1
322	однако все	1	1
323	то ни	1	1
324	могла бы	1	1
325	уже знаем	3	1
326	них не	1	1
327	это весьма	1	1
328	его в	3	1
329	это одна	1	1
330	это ее	1	1
331	солнце и	1	1
332	лет в	1	1
333	но уже	1	1
334	он является	1	1
335	далеко не	1	1
336	на основании	1	1
337	в ее	2	1
338	с тем	1	1
339	одна и	1	1
340	мы видели	7	1
341	за спиной	1	1
342	основывается на	1	1
343	и было	1	1
344	может идти	2	1
345	автора и	1	1
346	в один	2	1
347	дома с	1	1
348	или менее	1	1
349	во время	6	1
350	этой связи	1	1
351	и третий	1	1
352	в котором	2	1
353	с точки	1	1
354	не находит	2	1
355	в их	4	1
356	больше не	1	1
357	часто не	1	1
358	оказывается что	2	1
359	в которых	1	1
360	что я	1	1
361	от его	1	1
362	должны были	3	1
363	и они	1	1
364	нельзя было	1	1
365	на небо	1	1
366	ни было	1	1
367	она или	1	1
368	и наоборот	1	1
369	что этот	2	1
370	с мужем	1	1
371	здесь достаточно	1	1
372	в предыдущем	1	1
373	для нее	2	1
374	что эта	1	1
375	нас к	2	1
376	тому что	2	1
377	этой смены	2	1
378	можно ли	1	1
379	на три	1	1
380	так как	8	1
381	не раз	1	1
382	важно что	1	1
383	как можно	1	1
384	хотелось бы	1	1
385	того как	3	1
386	которые не	2	1
387	из их	1	1
388	некоторой системы	1	1
389	и уже	1	1
390	сам герой	1	1
391	они являются	1	1
392	во всем	2	1
393	как не	1	1
394	солнцем и	2	1
395	и делает	1	1
396	как историческое	1	1
397	однако это	1	1
398	ему не	1	1
