N	2gram	Losev_Vesc_1	Myslijsy
1	потому что	16	46
2	в том	8	32
3	в слове	2	32
4	и в	21	30
5	может быть	16	28
6	то же	6	23
7	только в	14	21
8	не только	36	21
9	для нас	2	20
10	но и	18	19
11	того что	8	18
12	то что	27	18
13	том что	8	18
14	что в	9	17
15	не есть	49	17
16	в себе	14	16
17	по себе	13	16
18	и не	29	15
19	не в	5	15
20	внутренняя форма	1	15
21	а не	19	15
22	таким образом	8	14
23	что и	3	13
24	так как	7	13
25	а в	4	12
26	вместе с	1	12
27	если бы	5	12
28	так и	3	11
29	что оно	8	11
30	есть уже	1	11
31	как и	8	10
32	в то	3	10
33	в этом	4	10
34	и что	15	10
35	только тогда	3	9
36	в нем	2	9
37	мы не	6	9
38	для него	4	9
39	из этих	1	9
40	тогда когда	5	9
41	было бы	14	9
42	только что	2	8
43	что не	5	8
44	от того	3	8
45	в самом	9	8
46	в ней	12	8
47	и то	10	8
48	что мы	14	8
49	вовсе не	10	7
50	тем самым	1	7
51	и без	3	7
52	с тем	5	7
53	но не	5	7
54	есть не	14	7
55	к тому	3	7
56	так что	5	7
57	как мы	4	7
58	тем что	2	7
59	в языке	1	7
60	слова в	2	7
61	с одной	3	7
62	с другой	6	7
63	не может	17	6
64	но оно	1	6
65	зависит от	1	6
66	с ним	8	6
67	то и	4	6
68	имеет значение	1	6
69	уже не	9	6
70	то это	3	6
71	между собою	6	6
72	образ и	3	6
73	с этим	3	6
74	что только	3	6
75	что он	1	6
76	из них	4	6
77	но это	10	6
78	еще не	8	5
79	одно и	5	5
80	только как	1	5
81	крайней мере	4	5
82	думать что	1	5
83	не менее	3	5
84	независимо от	5	5
85	что я	24	5
86	одно из	1	5
87	и т	19	5
88	в действительности	7	5
89	к ней	2	5
90	слова и	5	5
91	есть только	7	5
92	человека и	1	5
93	с другими	8	5
94	уже в	1	5
95	сказать что	17	5
96	должно быть	6	5
97	очевидно что	1	5
98	тому как	4	5
99	сам по	3	5
100	и тем	3	5
101	по крайней	4	5
102	языка в	1	5
103	и как	8	5
104	к одному	3	5
105	в своем	6	5
106	форма в	1	4
107	и его	2	4
108	в один	1	4
109	на это	4	4
110	не к	1	4
111	не было	1	4
112	быть только	3	4
113	этот образ	1	4
114	что это	13	4
115	в смысле	12	4
116	если не	3	4
117	для меня	2	4
118	есть ни	3	4
119	оно не	3	4
120	для человека	1	4
121	мы видели	1	4
122	форма слова	1	4
123	то время	1	4
124	в его	2	4
125	себе а	1	4
126	до того	1	4
127	относится к	5	4
128	мы должны	2	4
129	и от	3	4
130	не все	1	4
131	для того	2	4
132	один из	3	4
133	и потому	5	4
134	перестает быть	3	4
135	а и	9	4
136	по поводу	1	4
137	другой стороны	2	4
138	себе не	3	4
139	в котором	3	4
140	об отношении	1	4
141	что именно	1	4
142	себя и	4	4
143	далеко не	1	4
144	все это	5	4
145	есть нечто	6	4
146	все равно	2	4
147	была бы	2	4
148	и это	14	4
149	слово в	2	4
150	все что	1	4
151	и по	1	4
152	что все	2	3
153	в которой	1	3
154	или что	3	3
155	образа и	1	3
156	образом и	1	3
157	самого себя	1	3
158	в одно	1	3
159	говорить о	6	3
160	можно сказать	6	3
161	и оно	3	3
162	или в	2	3
163	так же	1	3
164	не будет	12	3
165	только от	1	3
166	для себя	5	3
167	т д	19	3
168	никто не	1	3
169	разница между	1	3
170	и следовательно	7	3
171	искусства и	1	3
172	и все	5	3
173	есть в	1	3
174	человеческой жизни	1	3
175	к нему	1	3
176	сих пор	1	3
177	не я	2	3
178	я и	6	3
179	здесь как	1	3
180	бы ни	2	3
181	при этом	1	3
182	есть средство	1	3
183	до сих	1	3
184	того чтобы	3	3
185	а только	3	3
186	не знаем	2	3
187	слово и	4	3
188	его в	2	3
189	не можем	1	3
190	признаков и	1	3
191	с но	2	3
192	только на	3	3
193	ни о	1	3
194	жизни не	1	3
195	него самого	1	3
196	в чем	6	3
197	в силу	3	3
198	не то	4	3
199	свою очередь	4	3
200	же и	1	3
201	в первом	2	3
202	том смысле	1	3
203	это можно	2	3
204	тем не	3	3
205	представить себе	1	3
206	или менее	1	3
207	это было	1	3
208	и может	2	3
209	том как	1	3
210	со стороны	5	3
211	более или	1	3
212	прежде всего	9	3
213	от нас	1	3
214	только потому	1	3
215	действительности и	5	3
216	могут быть	1	3
217	именно в	1	3
218	само по	1	3
219	тому что	2	3
220	оно есть	9	3
221	от другого	1	3
222	есть еще	3	3
223	мы можем	4	3
224	с и	1	3
225	одной стороны	3	3
226	в ряду	1	3
227	к мысли	1	3
228	и есть	26	3
229	каждой из	2	3
230	к этому	1	3
231	что она	15	3
232	никак не	3	3
233	указанием на	1	3
234	быть может	1	3
235	от всего	12	3
236	и тогда	1	3
237	как бы	12	3
238	в свою	4	3
239	образ в	2	2
240	не могла	1	2
241	нечто вроде	1	2
242	когда мы	6	2
243	все же	4	2
244	бы в	5	2
245	в свое	2	2
246	и наконец	1	2
247	тогда как	1	2
248	в собственном	2	2
249	о том	6	2
250	то не	4	2
251	первом случае	2	2
252	с нею	18	2
253	из себя	3	2
254	жизни и	2	2
255	точки зрения	5	2
256	от этого	2	2
257	его с	1	2
258	что они	6	2
259	могла бы	3	2
260	в разных	4	2
261	себя от	2	2
262	у меня	3	2
263	с в	2	2
264	несмотря на	1	2
265	души и	1	2
266	только при	1	2
267	на то	4	2
268	то он	1	2
269	в виде	1	2
270	в свой	2	2
271	из того	2	2
272	но мы	1	2
273	это в	1	2
274	мы ее	5	2
275	можно только	4	2
276	этот предмет	1	2
277	уже на	1	2
278	та же	1	2
279	в своей	5	2
280	не дает	1	2
281	так в	1	2
282	ничего общего	1	2
283	то или	2	2
284	часть его	1	2
285	в одном	2	2
286	и с	8	2
287	в мысли	3	2
288	и самое	2	2
289	что же	8	2
290	а тем	1	2
291	но только	3	2
292	только один	2	2
293	в ее	7	2
294	с этой	4	2
295	отношение к	1	2
296	что человек	1	2
297	из него	1	2
298	понимать себя	6	2
299	быть не	4	2
300	связанное с	1	2
301	собственном смысле	3	2
302	которые бы	1	2
303	язык есть	2	2
304	явлений и	1	2
305	и даже	6	2
306	или другое	1	2
307	мысли и	3	2
308	так или	4	2
309	сама по	3	2
310	что есть	5	2
311	не видеть	1	2
312	мною в	2	2
313	в поэтическом	1	2
314	но этот	1	2
315	собою так	1	2
316	бы было	1	2
317	это и	6	2
318	частью в	1	2
319	зрения и	2	2
320	есть то	9	2
321	это сравнение	1	2
322	что такое	12	2
323	и мы	1	2
324	перед нами	2	2
325	только одну	1	2
326	именно эти	1	2
327	и если	2	2
328	или есть	1	2
329	и о	3	2
330	образ или	1	2
331	ни в	1	2
332	есть выражение	1	2
333	единство и	1	2
334	самом деле	4	2
335	не один	1	2
336	не столько	1	2
337	той же	2	2
338	в звуках	1	2
339	тут же	2	2
340	ему в	1	2
341	при таких	1	2
342	и почему	1	2
343	понятие а	1	2
344	же нам	1	2
345	только не	2	2
346	идеи и	3	2
347	мы уже	3	2
348	на нас	2	2
349	в этой	3	2
350	с таким	1	2
351	у него	2	2
352	ряду других	1	2
353	этом отношении	1	2
354	что как	1	2
355	мы видим	2	2
356	вне себя	2	2
357	что собственно	1	2
358	она не	4	2
359	и притом	3	2
360	но без	1	2
361	заставляет нас	1	2
362	что эта	1	2
363	их в	3	2
364	бы мы	1	2
365	этой стороны	1	2
366	подобно тому	4	2
367	ему не	1	2
368	но что	2	2
369	же в	1	2
370	что другой	1	2
371	собственно говоря	4	2
372	в понятии	4	2
373	которая не	1	2
374	от нее	2	2
375	об этом	3	2
376	именно то	1	2
377	может стать	1	2
378	которое было	1	2
379	предмета в	1	2
380	как ее	2	2
381	из многих	1	2
382	себе что	3	2
383	остается только	1	2
384	а с	3	2
385	которое не	1	2
386	том чтобы	1	2
387	все эти	3	1
388	определенный образ	1	1
389	понятно и	1	1
390	что между	2	1
391	к объективному	1	1
392	сводится на	1	1
393	отлична от	1	1
394	есть сила	2	1
395	действительность но	1	1
396	и различие	1	1
397	может и	1	1
398	главным образом	1	1
399	смысла но	1	1
400	слов а	1	1
401	нас это	1	1
402	форму и	1	1
403	и чисто	1	1
404	что образ	2	1
405	это может	2	1
406	смысл что	1	1
407	не сама	2	1
408	и здесь	4	1
409	или другие	4	1
410	входить в	1	1
411	может ли	2	1
412	их имена	1	1
413	должно стать	1	1
414	я говорю	1	1
415	что мне	2	1
416	не одна	1	1
417	во всяком	3	1
418	его на	1	1
419	данном случае	2	1
420	есть тот	2	1
421	вопрос о	1	1
422	есть звук	2	1
423	есть тоже	4	1
424	выражения и	1	1
425	что вещь	11	1
426	одно целое	1	1
427	и а	2	1
428	вообще только	1	1
429	имя и	6	1
430	нам и	1	1
431	на лице	1	1
432	но он	2	1
433	собою и	4	1
434	нечто совершенно	1	1
435	понятии и	1	1
436	в двух	1	1
437	того же	5	1
438	и который	1	1
