N	2gram	Bakhtin_Pr_5	Vladivir
1	и в	35	40
2	то что	10	28
3	не только	10	25
4	и не	27	25
5	у него	4	24
6	то есть	16	24
7	том что	3	18
8	в том	5	18
9	но и	14	18
10	еще и	1	18
11	что в	6	17
12	в этом	14	16
13	в его	21	14
14	так что	5	14
15	не может	18	14
16	в виде	7	13
17	точки зрения	7	13
18	вовсе не	7	13
19	только в	6	13
20	в конце	5	12
21	даже и	3	12
22	а именно	1	12
23	сказать что	3	12
24	никогда не	4	11
25	потому что	8	11
26	таким образом	7	11
27	о том	2	11
28	не просто	2	10
29	ни в	2	10
30	тем не	1	10
31	и его	14	10
32	то это	1	10
33	прежде всего	12	10
34	как раз	4	10
35	и потому	1	10
36	и то	5	9
37	уже не	3	9
38	что это	4	9
39	в себе	5	9
40	и с	12	9
41	в своей	4	9
42	не менее	2	9
43	есть только	2	9
44	что же	7	9
45	под названием	1	9
46	как мы	8	8
47	в своем	2	8
48	в этой	1	8
49	он не	13	8
50	и что	6	8
51	раз и	3	8
52	для него	14	8
53	может быть	14	8
54	а не	4	8
55	так же	7	8
56	хотя и	2	7
57	и как	2	7
58	и если	1	7
59	что все	2	7
60	с тем	3	7
61	как и	18	7
62	в то	11	7
63	мы бы	1	7
64	что и	3	7
65	того что	3	7
66	так как	4	7
67	в те	1	7
68	вместе с	2	7
69	к тому	6	7
70	а в	7	7
71	в своих	1	7
72	и на	6	6
73	кроме того	1	6
74	то в	2	6
75	не мог	3	6
76	с точки	2	6
77	по себе	4	6
78	иной раз	1	6
79	во всем	4	6
80	и это	5	6
81	и от	3	6
82	так и	8	6
83	об этом	1	6
84	почему же	2	6
85	и даже	5	6
86	если не	1	6
87	да и	5	6
88	но это	6	6
89	хотя бы	2	6
90	отношения к	1	5
91	мы уже	8	5
92	в ней	2	5
93	совсем не	3	5
94	тут же	1	5
95	отнюдь не	1	5
96	все эти	3	5
97	тоже не	1	5
98	тому же	3	5
99	можно было	2	5
100	же касается	1	5
101	должно быть	3	5
102	в отношении	9	5
103	дело в	1	5
104	тем что	4	5
105	ничего не	3	5
106	эти три	1	5
107	для себя	7	5
108	еще в	4	5
109	с другой	4	5
110	конце концов	3	5
111	что он	24	5
112	только на	4	5
113	в одном	6	5
114	не говорит	1	5
115	в данном	1	5
116	в самом	6	4
117	то же	15	4
