N	3gram	Bakhtin_fo_1	Problema
1	о том что	1	9
2	с точки зрения	2	8
3	в том что	2	8
4	в связи с	5	7
5	может быть только	3	3
6	вместе с тем	2	3
7	и в частности	2	3
8	то время как	2	3
9	с одной стороны	2	3
10	в то время	3	3
11	в новое время	1	3
12	дело в том	2	2
13	по отношению к	3	2
14	равно как и	2	2
15	также и в	2	2
16	в том числе	4	2
17	до нас в	3	2
18	мы находим в	1	2
19	до сих пор	3	2
20	но и в	2	2
21	в значительной мере	1	2
22	в это время	1	2
23	в данном случае	1	2
24	не может быть	3	2
25	во всяком случае	1	2
26	у нас и	1	2
27	но все же	2	2
28	в эпоху эллинизма	1	2
29	для того чтобы	5	2
30	для нас не	1	2
31	я хотя и	1	1
32	все в нем	1	1
33	в чем не	2	1
34	здесь конечно не	1	1
35	по существу и	1	1
36	точки зрения которого	1	1
37	в самом деле	1	1
38	во всем мире	1	1
39	так и его	1	1
40	потому что не	1	1
41	как раз и	2	1
42	не было и	2	1
43	жизни в ее	2	1
44	не входит в	1	1
45	как мы увидим	1	1
46	и в дальнейшем	1	1
47	дошедших до нас	1	1
48	в этом отношении	3	1
49	том числе и	2	1
50	а как раз	1	1
51	в его борьбе	1	1
52	в положительном смысле	1	1
53	что он должен	1	1
54	у него нет	1	1
55	человеческой жизни в	2	1
56	как раз в	4	1
57	но в то	1	1
58	не только в	2	1
59	тот факт что	1	1
60	а также и	2	1
61	и в этом	1	1
62	друг на друга	2	1
63	своей жизни в	1	1
64	и как бы	1	1
65	его борьбе с	1	1
66	а вовсе не	1	1
67	было бы не	1	1
68	и в том	1	1
69	бросается в глаза	1	1
70	то есть только	1	1
71	чтобы покончить с	1	1
72	в теогоническом процессе	1	1
73	числе и в	1	1
74	ни в чем	2	1
75	то же время	9	1
76	так и в	1	1
77	конечно прежде всего	1	1
78	связи с этим	2	1
79	xvii и xviii	1	1
80	то есть в	1	1
81	с самого начала	2	1
82	и до сих	1	1
83	времени и пространстве	1	1
84	в других областях	1	1
85	той или иной	2	1
86	с собою на	1	1
87	и все прочие	1	1
88	и для того	1	1
89	смысле слова он	1	1
90	в то же	6	1
91	цели и в	1	1
92	во времени и	1	1
93	выступает здесь не	1	1
94	сама по себе	1	1
95	и все же	1	1
96	к тому же	2	1
97	в нем не	3	1
