N	4gram	Vinokur_Ku_3	Psycholo
1	с этой точки зрения	1	4
2	одной и той же	1	3
3	заключается в том что	1	3
4	ни в какой мере	2	2
5	в собственном смысле слова	1	2
6	и т п все	2	2
7	в силу того что	1	2
8	и в самом деле	3	2
9	т п все это	1	2
10	и тем не менее	3	1
11	и т п то	1	1
12	т д и т	1	1
13	это отнюдь не означает	1	1
14	в той мере в	1	1
15	одного и того же	2	1
16	в первом случае мы	1	1
17	и т п в	3	1
18	беда в том что	1	1
19	но вся беда в	1	1
20	д и т д	1	1
21	в том что подобными	1	1
22	что речь идет именно	1	1
23	до тех пор пока	4	1
24	той мере в какой	1	1
25	в какой мере не	2	1
26	и т д и	1	1
27	пор пока мы не	1	1
28	один и тот же	2	1
29	то мы увидим что	1	1
30	то не удивительно что	1	1
31	только в том случае	1	1
32	субъективным добавлением воспринимающего к	1	1
33	никогда не может быть	1	1
34	речь идет именно о	1	1
35	смыслу воспринимаемых им слов	1	1
36	не в том что	2	1
37	воспринимающего к смыслу воспринимаемых	1	1
38	к смыслу воспринимаемых им	1	1
39	даже в тех случаях	1	1
40	было бы сказать что	3	1
41	что даже в тех	1	1
42	но для того чтобы	1	1
43	не удивительно что и	1	1
44	и т п но	3	1
45	вся беда в том	1	1
46	в том случае когда	3	1
47	ни в коем случае	1	1
48	что на самом деле	1	1
49	добавлением воспринимающего к смыслу	1	1
50	одним и тем же	2	1
51	тех пор пока мы	1	1
52	в том что на	1	1
