N	2gram	Potebnia_M_2	Dialekti
1	не есть	6	40
2	и не	19	30
3	по себе	15	25
4	и т	6	21
5	т д	3	19
6	и в	24	18
7	ничего не	1	17
8	может быть	23	17
9	и есть	2	16
10	в нем	9	16
11	ни в	1	15
12	не имеет	6	15
13	так что	10	15
14	потому что	49	14
15	значит что	1	14
16	а не	18	14
17	не только	15	13
18	то что	20	13
19	что в	16	13
20	в этом	8	12
21	было бы	13	12
22	с точки	1	12
23	если бы	11	12
24	и что	4	12
25	не может	12	12
26	что это	3	11
27	в себе	10	11
28	что он	4	11
29	так как	10	11
30	как бы	9	11
31	все это	2	11
32	то же	12	10
33	есть нечто	3	10
34	что такое	2	10
35	прежде всего	7	10
36	сказать что	2	10
37	и то	3	9
38	стало быть	4	9
39	так и	5	9
40	это не	3	9
41	том что	8	9
42	никогда не	4	9
43	это есть	1	9
44	в том	18	9
45	сама по	2	8
46	но это	3	8
47	в каком	3	8
48	к нему	1	8
49	и как	6	7
50	то в	1	7
51	что она	3	7
52	что не	5	7
53	как она	1	7
54	мы находим	2	7
55	вовсе не	9	7
56	но и	9	7
57	сам по	4	6
58	его не	3	6
59	хотя бы	2	6
60	в чем	7	6
61	не то	2	6
62	но в	4	6
63	с другой	6	6
64	не в	13	6
65	в то	6	6
66	и образ	2	6
67	с ним	5	6
68	никак не	1	6
69	можно сказать	1	6
70	ни с	2	6
71	не было	6	6
72	ни на	1	6
73	и ни	1	6
74	отношение к	1	5
75	общего с	2	5
76	все же	5	5
77	себе не	4	5
78	в противоположность	1	5
79	на то	5	5
80	и с	1	5
81	что оно	4	5
82	внутреннее и	1	5
83	а потом	1	5
84	желтый цвет	1	5
85	в этих	3	5
86	но если	2	5
87	ровно ничего	1	5
88	есть только	6	5
89	не с	3	5
90	мы должны	2	5
91	само по	2	5
92	в особенности	1	5
93	она есть	2	5
94	есть и	1	5
95	или не	5	5
96	а в	8	5
97	мы говорим	3	4
98	то это	3	4
99	как он	4	4
100	одно и	2	4
101	об этом	1	4
102	он есть	1	4
103	по крайней	5	4
104	и более	1	4
105	есть всегда	1	4
106	и притом	3	4
107	же время	2	4
108	не о	1	4
109	к ней	2	4
110	к тому	1	4
111	ничего общего	1	4
112	как мы	1	4
113	только то	1	4
114	быть может	7	4
115	и вообще	3	4
116	о том	5	4
117	от него	4	4
118	крайней мере	5	4
119	мы видим	2	4
120	но не	12	4
121	в котором	4	4
122	для меня	4	4
123	мы можем	12	4
124	не говорит	1	4
125	как это	2	4
126	хотя и	3	4
127	собственно говоря	1	4
128	так же	2	4
129	может и	1	4
130	другой стороны	2	4
131	во всяком	7	4
132	отношения к	2	3
133	самом деле	2	3
134	только потому	2	3
135	что смысл	1	3
136	должна быть	1	3
137	есть не	5	3
138	но она	3	3
139	в ней	3	3
140	мысли и	1	3
141	на самом	2	3
142	а только	8	3
143	если в	3	3
144	что они	5	3
