N	3gram	Nazirov_Vr_1	FransuaR
1	то же время	4	9
2	в то же	4	9
3	в конце концов	1	4
4	в свою очередь	1	3
5	с точки зрения	2	3
6	но в то	2	3
7	в том что	2	3
8	а следовательно и	1	2
9	о том как	1	2
10	в этом отношении	1	2
11	что у него	1	2
12	чуть было не	1	1
13	в июле года	1	1
14	году в париже	1	1
15	же время и	1	1
16	в том же	1	1
17	на первый план	1	1
18	в мировой литературе	1	1
19	а также в	1	1
20	в той же	1	1
21	что в нем	1	1
22	был в то	1	1
23	все же в	1	1
24	в ту эпоху	1	1
25	вряд ли он	1	1
26	в другой раз	1	1
27	в это время	1	1
28	это не было	1	1
29	к этому образу	1	1
30	в году в	2	1
31	и в этом	1	1
32	о том что	1	1
33	и во всей	1	1
34	в связи с	3	1
35	в период создания	1	1
36	вот ее начало	1	1
37	у него в	1	1
38	во всяком случае	1	1
39	имел в виду	3	1
40	это и есть	1	1
41	и в самом	1	1
42	они как бы	1	1
43	тем более что	1	1
44	в этом смысле	1	1
