N	2gram	Propp_Isto_7	Analitik
1	в качестве	3	31
2	может быть	14	29
3	в том	7	27
4	не может	14	22
5	и не	4	21
6	в частности	1	19
7	и в	24	18
8	но и	11	17
9	а не	8	17
10	представляет собой	4	16
11	не только	21	15
12	тогда как	3	14
13	не в	9	14
14	в этом	12	13
15	как и	6	13
16	в его	1	13
17	при этом	4	12
18	том что	10	12
19	состоит в	1	11
20	но не	6	10
21	то же	8	9
22	в то	2	9
23	а в	10	9
24	есть не	1	8
25	но в	5	8
26	том чтобы	3	7
27	тем самым	1	7
28	к тому	1	7
29	мы имеем	12	6
30	по отношению	1	6
31	в самом	2	6
32	это не	10	6
33	далеко не	1	6
34	точки зрения	4	6
35	в своей	1	6
36	в основе	2	6
37	должен быть	1	6
38	только в	6	6
39	то что	7	6
40	прежде всего	2	6
41	в их	4	5
42	что иное	1	5
43	и на	2	5
44	и как	1	5
45	в целом	1	5
46	в этой	1	5
47	и его	3	5
48	о том	9	5
49	сводится к	1	5
50	как бы	4	5
51	отношению к	1	5
52	что в	13	5
53	того же	2	4
54	все же	9	4
55	не всегда	4	4
56	с точки	1	4
57	и другого	1	4
58	и более	1	4
59	по себе	1	4
60	имеем дело	1	4
61	ни в	2	4
62	так и	5	4
63	не с	1	4
64	с ним	5	4
65	в другом	1	4
66	на вопрос	4	4
67	с другой	9	4
68	того что	6	4
69	дело с	1	4
70	уже не	2	4
71	для того	1	4
72	с другим	1	4
73	именно в	1	4
74	во времени	1	4
75	вместе с	7	4
76	из которых	1	4
77	в литературе	2	4
78	ни было	1	4
79	как известно	1	3
80	и т	17	3
81	одним из	1	3
82	и есть	1	3
83	между двумя	1	3
84	бы то	1	3
85	если в	2	3
86	вступает в	3	3
87	и к	1	3
88	автора и	1	3
89	как он	6	3
90	в нем	6	3
91	он не	6	3
92	в силу	2	3
93	таким образом	7	3
94	то ни	1	3
95	не будет	2	3
96	в котором	2	3
97	своего рода	4	3
98	всякий раз	1	3
99	при рассмотрении	1	3
100	дело не	5	3
101	т п	1	3
102	смысл его	1	3
103	того и	1	3
104	в таком	1	3
105	как будто	1	3
106	не могут	2	3
107	в состав	1	3
108	оно может	1	3
109	могла бы	1	3
110	если бы	1	3
111	означает что	1	3
112	а также	1	3
113	к нему	7	3
114	с его	3	3
115	еще не	8	3
116	это означает	2	3
117	вопрос об	1	3
118	с одной	5	3
119	ни с	2	3
120	от себя	1	3
121	никто не	1	3
122	что и	8	3
123	не случайно	3	3
124	одной стороны	5	3
125	а именно	6	3
126	а с	1	3
127	что не	2	3
128	смысла и	1	3
129	человек в	1	3
130	что мы	3	3
131	и все	6	3
132	хотя бы	1	3
133	я в	1	3
134	что он	21	3
135	отношения к	1	2
136	не остается	1	2
137	самом деле	1	2
138	он может	4	2
139	а как	1	2
140	на себя	2	2
141	и то	1	2
142	между собой	1	2
143	иного рода	1	2
144	данном случае	3	2
145	на основе	1	2
146	то он	1	2
147	не все	3	2
148	искусство в	1	2
149	отношение к	5	2
150	не просто	2	2
151	что именно	1	2
152	встречи с	1	2
153	в которой	2	2
154	все эти	2	2
155	к месту	2	2
156	из этих	3	2
157	думать что	2	2
158	рассказ о	2	2
159	на его	2	2
160	от которого	1	2
161	и по	3	2
162	и с	1	2
163	на все	1	2
164	из них	2	2
165	однако здесь	1	2
166	вовсе не	4	2
167	так как	8	2
168	для чего	1	2
169	такой же	1	2
170	от своего	1	2
171	при изучении	1	2
172	не столько	3	2
173	случае это	1	2
174	вопрос о	3	2
175	данный текст	1	2
176	которые в	1	2
177	для этого	1	2
178	тогда когда	3	2
179	никогда не	4	2
180	героя это	1	2
181	потому что	9	2
