N	3gram	Losev_Dial_3	Hudozhes
1	о том что	5	9
2	то же время	1	8
3	в то же	1	8
4	в том что	3	6
5	в самом деле	5	4
6	к тому что	2	4
7	с точки зрения	14	3
8	в этом отношении	1	3
9	жизни и смерти	1	3
10	в связи с	1	3
11	тем не менее	10	3
12	как и в	3	3
13	и т д	23	3
14	том что в	1	2
15	такой же мере	1	2
16	только потому что	1	2
17	того или иного	2	2
18	до сих пор	1	2
19	так или иначе	2	2
20	в такой же	1	2
21	не в том	1	2
22	так и от	1	2
23	что у него	1	2
24	связи с этим	1	2
25	не может быть	6	2
26	в конечном счете	1	2
27	речь идет о	1	2
28	на то что	3	2
29	в чистом виде	1	1
30	быть может уже	1	1
31	не знает ни	1	1
32	не имеют для	1	1
33	на самом деле	1	1
34	то же самое	1	1
35	точки зрения в	1	1
36	одной стороны и	1	1
37	не смог бы	1	1
38	же как и	1	1
39	может быть только	1	1
40	и в этом	2	1
41	для себя и	1	1
42	в таком случае	10	1
43	и в то	1	1
44	сами по себе	3	1
45	более или менее	1	1
46	и та же	1	1
47	в таком же	1	1
48	того и другого	1	1
49	иной чем у	1	1
50	все той же	1	1
51	как и все	2	1
52	каждый из них	1	1
53	с этой точки	2	1
54	перед нами не	1	1
55	но еще и	1	1
56	и что в	1	1
57	не чем иным	1	1
58	содержит в себе	1	1
59	достаточно было просто	1	1
60	требует для себя	1	1
61	во всяком случае	2	1
62	одна и та	1	1
63	в данном случае	1	1
64	ни в чем	1	1
65	чем иным как	1	1
66	на наших глазах	1	1
67	то что мы	3	1
68	этой точки зрения	2	1
69	легко заметить что	1	1
70	не только не	7	1
71	не было ни	2	1
72	того что он	3	1
73	в том смысле	1	1
74	с одной стороны	3	1
75	должен обратиться к	1	1
