N	2gram	Vygotskiy__6	Psycholo
1	в том	28	37
2	и в	28	32
3	и что	6	22
4	том что	19	21
5	потому что	22	21
6	таким образом	18	21
7	то что	28	21
8	что в	17	20
9	может быть	13	18
10	так же	15	18
11	точки зрения	13	17
12	что и	4	17
13	не может	19	17
14	самом деле	2	16
15	что она	1	16
16	того чтобы	10	14
17	то же	7	13
18	в этом	27	13
19	при этом	3	13
20	для того	8	13
21	что он	18	13
22	в самом	8	12
23	заключается в	7	12
24	не только	16	12
25	по себе	3	12
26	если мы	2	12
27	так как	10	12
28	на то	4	11
29	было бы	9	11
30	с тем	5	11
31	в основе	3	11
32	когда он	2	10
33	с точки	10	10
34	но и	10	10
35	же точно	3	10
36	как и	6	10
37	и не	11	10
38	как в	3	9
39	никогда не	8	9
40	что при	4	9
41	тем что	8	9
42	что все	5	9
43	в своих	3	9
44	с таким	1	8
45	той же	4	8
46	что это	1	8
47	не в	4	8
48	не менее	2	8
49	дело с	2	8
50	того что	24	8
51	в сущности	7	7
52	что они	2	7
53	и как	6	7
54	все эти	2	7
55	ясно что	4	7
56	и его	3	7
57	к тому	10	7
58	можно было	7	7
59	только в	18	7
60	мы знаем	4	7
61	а не	3	7
62	в психологии	3	7
63	сказать что	13	7
64	что если	2	6
65	в этой	5	6
66	целый ряд	4	6
67	он не	7	6
68	если бы	7	6
69	те же	3	6
70	о том	1	6
71	все время	3	6
72	тот же	1	6
73	и из	1	6
74	как бы	11	6
75	же самое	6	6
76	на самом	1	5
77	показать что	5	5
78	исходит из	2	5
79	и на	5	5
80	что его	1	5
81	только на	2	5
82	что у	2	5
83	на все	1	5
84	далеко не	1	5
85	сейчас же	1	5
86	все это	2	5
87	в то	6	5
88	есть только	1	5
89	утверждает что	1	5
90	и даже	1	5
91	до сих	3	5
92	отнюдь не	1	5
93	сих пор	3	5
94	как раз	6	5
95	этом отношении	3	5
96	как на	3	5
97	ту же	3	4
98	же как	6	4
99	сам по	1	4
100	едва ли	1	4
101	есть не	1	4
102	мы имеем	4	4
103	в чем	6	4
104	из которого	2	4
105	с этим	4	4
106	все же	2	4
107	в действительности	1	4
108	с той	1	4
109	в целом	3	4
110	в нем	7	4
111	к одному	2	4
112	одной и	3	4
113	и по	3	4
114	и с	1	4
115	и тем	5	4
116	несмотря на	2	4
117	в данном	2	4
118	иначе говоря	3	4
119	знаем что	4	4
120	и той	3	4
121	которые в	4	4
122	и более	2	4
123	сущности говоря	4	4
124	тому что	11	4
125	не имеет	6	4
126	того как	5	4
127	но только	2	4
128	как она	1	4
129	и до	1	4
130	в сознании	4	4
131	что на	4	4
132	могут быть	5	4
133	тем не	1	4
