N	2gram	Tiupa_Narr_1	PoTuStor
1	может быть	15	17
2	и в	11	16
3	в этом	12	9
4	таким образом	1	9
5	и только	2	9
6	мы можем	2	9
7	прежде всего	4	9
8	и с	3	8
9	точки зрения	5	8
10	и его	10	8
11	не может	8	8
12	совершенно не	1	8
13	с его	4	7
14	не только	31	7
15	сказать что	2	7
16	самом деле	3	6
17	при этом	19	6
18	с точки	1	6
19	для него	4	6
20	и к	1	6
21	еще не	4	5
22	в чем	2	5
23	отношение к	1	5
24	нуждается в	1	5
25	в него	1	5
26	как бы	6	5
27	на самом	1	4
28	и ее	3	4
29	и на	5	4
30	отнюдь не	2	4
31	и наконец	1	4
32	но в	7	4
33	в этой	6	4
34	в нем	4	4
35	его в	1	4
36	в один	1	4
37	все это	1	4
38	как мы	2	4
39	с ее	2	4
40	так и	5	4
41	можно сказать	5	4
42	в его	6	4
43	а потому	1	4
44	с ними	2	4
45	только в	12	4
46	для всех	1	4
47	так как	1	4
48	и даже	2	4
49	но и	27	4
50	и не	23	4
51	и все	3	4
52	хотя бы	2	4
53	все что	2	4
54	если б	1	3
55	тех же	1	3
56	едва ли	3	3
57	во всех	1	3
58	и есть	1	3
59	и как	3	3
60	на две	2	3
61	и вот	2	3
62	их в	3	3
63	том что	7	3
64	во время	1	3
65	сих пор	2	3
66	в одном	4	3
67	по крайней	1	3
68	и притом	2	3
69	до сих	2	3
70	к себе	4	3
71	в конечном	3	3
72	с другими	1	3
73	крайней мере	1	3
74	в том	8	3
75	только на	2	3
76	всяком случае	2	3
77	даже не	1	3
78	в области	2	3
79	вместе с	2	3
80	и потому	1	3
81	как это	3	3
82	могут быть	1	3
83	матери и	4	3
84	что в	3	3
85	в этих	2	3
86	а в	13	3
87	то что	9	3
88	между ними	2	3
89	жизни и	6	3
90	во всяком	2	3
91	же как	1	2
92	в самом	6	2
93	мы уже	1	2
94	мы не	3	2
95	и о	3	2
96	из сказанного	1	2
97	того же	1	2
98	между собой	2	2
99	из этих	4	2
100	но как	3	2
101	друг на	2	2
102	конечном счете	1	2
103	с этим	1	2
104	что это	1	2
105	и через	2	2
106	но ведь	1	2
107	он не	3	2
108	и по	1	2
109	то же	8	2
110	по своему	2	2
111	на ранних	1	2
112	на протяжении	7	2
113	и мы	1	2
114	в жизни	3	2
115	как и	13	2
116	в своей	5	2
117	рождение и	1	2
118	и вся	1	2
119	возникает в	1	2
120	не менее	3	2
121	никогда не	4	2
122	и лишь	1	2
123	сводится к	3	2
124	так называемый	1	2
125	что на	4	2
126	не будет	2	2
127	как не	1	2
128	только то	1	2
129	в пределах	2	2
130	как с	1	2
131	по аналогии	1	2
132	для этого	1	2
133	и вообще	1	2
134	с ним	2	2
135	похожим на	1	2
136	не существовало	1	2
137	о том	4	2
138	для нас	1	2
139	что и	1	2
140	один из	6	2
141	оно и	1	2
142	что он	3	2
143	всех его	2	2
144	со всеми	1	2
145	не можем	1	2
146	в итоге	1	2
147	в начале	3	2
148	в душе	1	2
149	к ним	2	2
150	при всей	3	2
151	у него	7	2
152	момент в	1	2
153	и т.п	8	2
154	в постель	1	2
155	оно не	2	2
156	что не	2	2
157	а на	2	2
158	на друга	2	2
159	не на	1	2
160	что мы	2	2
161	с помощью	1	2
162	в частности	14	2
163	так же	1	2
164	в историю	1	2
165	в свое	1	2
166	своей жизни	1	2
167	но это	1	2
168	и для	2	2
169	не существует	3	2
170	моей жизни	1	2
171	сознания и	1	2
172	в голову	1	2
173	не удается	1	2
174	но зато	2	2
175	ни было	1	2
176	не знает	1	2
177	к этому	1	2
178	во сне	2	2
179	они не	1	2
180	постель к	1	1
181	говоря о	1	1
182	и то	3	1
183	дело обстоит	1	1
184	это и	1	1
185	другому человеку	1	1
186	жизни мы	1	1
187	и которому	1	1
188	в году	2	1
189	полагает что	1	1
190	мы имеем	3	1
191	что между	1	1
192	мир не	1	1
193	пока только	1	1
194	не слишком	1	1
195	а для	3	1
196	из того	1	1
197	но даже	1	1
198	не совсем	1	1
199	зависимости от	2	1
200	первого и	1	1
201	о роли	1	1
202	повторяющееся в	1	1
203	в ней	4	1
204	и самого	2	1
205	он был	1	1
206	как один	1	1
207	иное как	1	1
208	столь же	5	1
209	бы то	1	1
210	чем это	2	1
211	но не	4	1
212	и три	1	1
213	достаточно для	1	1
214	не входит	1	1
215	значение и	1	1
216	как со	1	1
217	в центре	3	1
218	в рамках	1	1
219	в особом	1	1
220	сам же	1	1
221	все же	4	1
222	в полном	1	1
223	хотя и	4	1
224	когда он	1	1
225	к чему	3	1
226	уже не	8	1
227	та же	2	1
228	точку зрения	1	1
229	привести к	1	1
230	ни один	1	1
231	в нашем	3	1
232	то я	1	1
233	кажется уже	1	1
234	видим и	1	1
235	как он	1	1
236	во многих	1	1
237	по мнению	1	1
238	всей его	1	1
239	человек не	1	1
240	что она	1	1
241	что было	1	1
242	главным образом	1	1
243	но именно	3	1
244	эмпирических фактов	1	1
245	в корне	1	1
246	человеческое сознание	1	1
247	подобно тому	3	1
248	существенным моментом	1	1
249	человека в	2	1
250	по его	1	1
251	то ни	1	1
252	а то	1	1
253	различие между	1	1
254	в мире	4	1
255	той же	1	1
256	по смыслу	1	1
257	лишь в	3	1
258	как видим	1	1
259	или наконец	1	1
260	входит в	2	1
261	это было	2	1
262	уже знаем	1	1
263	для них	2	1
264	он является	1	1
265	с тем	1	1
266	даже чисто	1	1
267	одна и	1	1
268	жизни но	2	1
269	и того	2	1
270	одного и	1	1
271	здесь она	1	1
272	и еще	2	1
273	и мышления	1	1
274	в следующем	1	1
275	для больного	1	1
276	и благодаря	1	1
277	отождествление с	1	1
278	что я	1	1
279	иным как	2	1
280	жизни является	1	1
281	однако в	3	1
282	любовь к	1	1
283	освободиться от	1	1
284	вернемся к	1	1
285	можно ли	1	1
286	дело в	2	1
287	одна из	4	1
288	в сущности	2	1
289	что иное	1	1
290	того чтобы	4	1
291	для всего	1	1
292	не имеет	2	1
293	сознании а	1	1
294	ничего не	2	1
295	обратим внимание	1	1
296	этих двух	2	1
297	они являются	1	1
298	только когда	1	1
299	во всем	1	1
300	связи с	2	1
301	в сознании	4	1
302	взрослой жизни	1	1
303	в виду	1	1
304	и делает	1	1
305	мы и	1	1
306	с другом	1	1
307	и со	1	1
308	не давая	1	1
309	т.п и	2	1
310	а три	1	1
311	мы узнаем	1	1
312	отличается от	1	1
313	же самое	2	1
314	матерью в	1	1
315	к тому	6	1
316	узнаем о	1	1
317	той или	5	1
318	для его	1	1
319	она не	2	1
320	как известно	3	1
321	опираясь на	1	1
322	говорит и	1	1
323	на другой	5	1
324	данном случае	8	1
325	говорили что	1	1
326	приводит к	1	1
327	роль в	2	1
328	и сам	1	1
329	что может	2	1
330	в другом	1	1
331	времени и	9	1
332	его жизни	3	1
333	каждого из	1	1
334	мог бы	1	1
335	еще в	3	1
336	если бы	7	1
337	его времени	1	1
338	из одного	1	1
339	остановимся на	1	1
340	о ней	3	1
341	местах и	2	1
342	о нем	3	1
343	и здесь	1	1
344	и т.д	6	1
345	имеем дело	2	1
346	внимание на	4	1
347	и та	1	1
348	нас в	2	1
349	с нами	1	1
350	на одном	1	1
351	не более	1	1
352	деле в	1	1
353	наконец в	1	1
354	во внешнем	1	1
355	все время	1	1
356	человека как	1	1
357	центральный пункт	1	1
358	к нему	4	1
359	она служит	1	1
360	тот же	1	1
361	дело с	2	1
362	мы увидим	1	1
363	бы из	1	1
364	о смерти	2	1
365	смерти как	1	1
366	сознания ни	2	1
367	бы ни	1	1
368	об их	1	1
369	с одной	1	1
370	в качестве	14	1
371	себя в	2	1
372	уже в	1	1
373	и они	1	1
374	то и	1	1
375	оно в	1	1
376	плана в	1	1
377	его и	2	1
378	наше ощущение	1	1
379	в конце	2	1
380	не случайно	1	1
381	случае не	1	1
382	них мы	1	1
383	не говорит	3	1
384	как раз	6	1
385	этом отношении	3	1
386	него уже	1	1
387	для того	3	1
388	со стороны	8	1
389	или иной	4	1
390	и братьев	1	1
391	с другой	2	1
392	на ее	2	1
393	в свою	2	1
394	на чем	1	1
395	а с	1	1
396	мы еще	1	1
397	что для	1	1
398	говорит о	1	1
399	связано с	1	1
400	у нас	3	1
401	одной стороны	1	1
402	его смерти	1	1
403	на этот	1	1
404	зависит от	2	1
405	а не	13	1
406	он даже	1	1
407	в комнате	1	1
408	но никогда	1	1
409	не он	1	1
410	потока на	1	1
411	не всегда	3	1
412	именно оно	1	1
413	разных местах	1	1
414	обращение с	1	1
