N	3gram	Tiupa_Teor_1	Problema
1	по отношению к	4	19
2	в эстетический объект	2	12
3	не может быть	4	11
4	с точки зрения	3	6
5	в отличие от	6	5
6	в большинстве случаев	1	5
7	позицию по отношению	1	4
8	в данном случае	5	4
9	в художественном произведении	1	4
10	с другой стороны	5	4
11	в конечном счете	6	4
12	в противном случае	1	3
13	в этом смысле	2	3
14	в иных случаях	1	3
15	бы то ни	1	3
16	в основе своей	1	3
17	все то что	1	3
18	с одной стороны	2	3
19	то же время	5	3
20	в том что	8	3
21	в то же	5	3
22	тем не менее	3	3
23	можно сказать что	2	2
24	только в искусстве	1	2
25	имеет место в	1	2
26	то же самое	1	2
27	со всех сторон	1	2
28	ни в коем	2	2
29	то или иное	1	2
30	в коем случае	2	2
31	и в то	1	2
32	то ни было	1	2
33	не могут быть	2	2
34	мы имеем дело	2	2
35	не совпадает с	1	2
36	того или иного	3	2
37	в нашем примере	1	2
38	коем случае не	2	2
39	начало и конец	1	2
40	и тем самым	2	2
41	той или иной	1	2
42	в известной степени	1	2
43	для того чтобы	1	2
44	когда для смертного	1	1
45	чего бы то	1	1
46	а между тем	1	1
47	что иное как	1	1
48	отнюдь не в	1	1
49	то есть как	1	1
50	иметь в виду	1	1
51	а не с	1	1
52	в виду что	1	1
53	в свою очередь	2	1
54	осуществляет себя только	1	1
55	бы вбирает в	1	1
56	бы они ни	1	1
57	содержание эстетической деятельности	1	1
58	подобно тому как	1	1
59	может быть признано	1	1
60	имеют место в	1	1
61	направленной на произведение	1	1
62	может быть определен	1	1
63	искусства может быть	1	1
64	до известной степени	2	1
65	в таких случаях	1	1
66	в одном и	1	1
67	в которой я	1	1
68	как это ни	1	1
69	при этом в	1	1
70	вследствие того что	1	1
71	эстетической деятельности созерцания	1	1
72	лингвистической точки зрения	1	1
73	с самим собою	1	1
74	себя только в	1	1
75	могли бы быть	1	1
76	может быть и	2	1
77	произведения в ее	1	1
78	в значительной степени	1	1
79	отношению к чему	1	1
80	не что иное	1	1
81	но в то	1	1
82	к чему не	1	1
83	таким образом и	1	1
84	в равной степени	3	1
85	отношения к миру	1	1
86	это имеет место	1	1
87	имеем дело с	1	1
88	в нашем случае	2	1
89	в связи с	1	1
90	тем или иным	1	1
91	в следующей главе	1	1
92	факторов художественного впечатления	3	1
93	а в том	1	1
94	есть не что	1	1
95	эстетическое вполне осуществляет	1	1
96	ни к чему	1	1
97	как совокупность факторов	1	1
98	в то время	1	1
99	человека и его	1	1
100	как бы вбирает	1	1
101	та или иная	1	1
102	существенно отличается от	1	1
103	эстетическая деятельность направлена	1	1
104	о мире и	1	1
105	созерцания направленной на	1	1
106	они ни были	1	1
107	иметь место в	1	1
108	чего еще нет	1	1
109	к тому что	2	1
110	деятельности созерцания направленной	1	1
111	в первом случае	1	1
112	совокупность факторов художественного	1	1
113	вполне осуществляет себя	1	1
114	как и в	2	1
115	дело в том	1	1
116	вбирает в себя	1	1
