N	3gram	Vygotskiy__6	FransuaR
1	как и все	1	5
2	в конце концов	1	4
3	в том числе	1	3
4	для того чтобы	8	3
5	с другой стороны	2	3
6	с самого начала	7	3
7	подобно тому как	1	3
8	один и тот	1	2
9	с точки зрения	10	2
10	том числе и	1	2
11	с одной стороны	1	2
12	и тот же	1	2
13	не только в	1	2
14	в то время	6	2
15	как мы видели	4	2
16	можно сказать что	6	1
17	и в конце	1	1
18	таким образом что	1	1
19	и того же	4	1
20	но как раз	1	1
21	на высшей ступени	1	1
22	на том же	1	1
23	что один из	1	1
24	это в свою	1	1
25	того что у	1	1
26	те же самые	3	1
27	то же самое	6	1
28	в свете этих	1	1
29	на первый план	1	1
30	знает что такое	1	1
31	но все это	1	1
32	до сих пор	3	1
33	и не может	2	1
34	до известной степени	2	1
35	нет и не	1	1
36	в этом отношении	3	1
37	и то что	2	1
38	о чем мы	1	1
39	которые господствуют в	2	1
40	в которой совершается	1	1
41	есть и в	1	1
42	из основных особенностей	1	1
43	что он это	1	1
44	они и не	1	1
45	как раз в	2	1
46	так как она	1	1
47	то время как	5	1
48	за собой и	1	1
49	в самом начале	4	1
50	в данном случае	1	1
51	первый из них	1	1
52	в первый раз	1	1
53	на этот раз	1	1
54	смысле этого слова	1	1
55	в отличие от	1	1
56	и как бы	1	1
57	дело не исчерпывается	1	1
58	в связи с	2	1
59	это не значит	1	1
60	как мы знаем	1	1
61	не может быть	2	1
62	в основе этого	2	1
63	в этом плане	1	1
64	мужского и женского	1	1
65	раз и навсегда	1	1
66	же самое что	1	1
67	в свою очередь	1	1
68	с того что	2	1
69	включает в себя	1	1
70	одного и того	4	1
71	тех или иных	1	1
72	на самом деле	1	1
73	так и по	2	1
74	в том что	19	1
75	что и в	1	1
76	в том же	2	1
77	мы видели что	3	1
