N	2gram	Tiupa_Hudo_2	KulturaY
1	т е	2	38
2	и т	4	33
3	в том	15	30
4	и в	28	24
5	потому что	2	23
6	том что	19	21
7	т п	2	18
8	что в	5	17
9	того чтобы	4	17
10	для того	4	16
11	было бы	3	15
12	в этом	13	14
13	т д	2	14
14	точки зрения	2	14
15	может быть	8	13
16	все же	2	12
17	и не	18	12
18	в его	11	12
19	не в	13	11
20	только в	4	11
21	хотя бы	2	10
22	в самом	5	10
23	не только	11	10
24	в силу	1	10
25	вовсе не	2	10
26	самом деле	3	9
27	с точки	2	9
28	так как	1	9
29	если бы	6	9
30	о том	12	9
31	того что	1	9
32	отношению к	7	9
33	прежде всего	3	9
34	то что	6	9
35	по отношению	7	8
36	уже не	10	8
37	то же	6	8
38	том чтобы	1	8
39	тем что	6	8
40	как раз	4	8
41	а не	14	8
42	не может	4	7
43	это не	6	7
44	в них	3	7
45	не менее	5	7
46	в области	1	7
47	так и	8	7
48	бы в	1	7
49	в качестве	4	7
50	с другой	3	7
51	как бы	5	7
52	вместе с	2	7
53	мы имеем	1	6
54	на себе	1	6
55	в ней	3	6
56	в которой	1	6
57	все эти	1	6
58	при этом	11	6
59	не случайно	10	6
60	можно было	3	6
61	что он	8	6
62	но и	9	6
63	именно в	2	6
64	что же	2	6
65	все это	3	6
66	другой стороны	1	6
67	например в	1	5
68	еще не	3	5
69	но не	4	5
70	не просто	1	5
71	что это	5	5
72	и с	6	5
73	рядом с	5	5
74	так сказать	1	5
75	и его	5	5
76	к тому	7	5
77	с ним	7	5
78	и что	1	5
79	между тем	8	5
80	еще и	2	5
81	что не	2	5
82	в той	1	5
83	этом отношении	1	5
84	а в	6	5
85	это и	1	4
86	разумеется не	1	4
87	и на	3	4
88	с его	5	4
89	что они	4	4
90	как в	5	4
91	из этих	2	4
92	роль в	2	4
93	в нем	3	4
94	того или	2	4
95	в данном	2	4
96	и тогда	2	4
97	тем не	4	4
98	тем самым	2	4
99	на язык	1	4
100	того как	2	4
101	следует что	1	4
102	к себе	3	4
103	в пределах	1	4
104	в самой	1	4
105	внимание на	3	4
106	что и	4	4
107	с ними	3	4
108	так что	1	4
109	из них	2	4
110	со стороны	3	4
111	до сих	2	4
112	там где	1	4
113	в частности	7	4
114	и потому	1	4
115	по существу	1	4
116	слова и	1	4
117	сих пор	2	4
118	один из	2	4
119	же в	1	4
120	в этих	3	4
121	так же	3	4
122	и то	2	3
123	в первом	2	3
124	в котором	6	3
125	той же	2	3
126	в сущности	1	3
127	на себя	3	3
128	и он	3	3
129	только тогда	1	3
130	в общем	1	3
131	в своем	5	3
132	хотя и	1	3
133	когда он	1	3
134	его к	1	3
135	в этой	5	3
136	в себе	9	3
137	на том	1	3
138	состоит в	7	3
139	что она	7	3
140	соответствии с	3	3
141	несмотря на	3	3
142	в г	2	3
143	даже в	1	3
144	тому что	4	3
145	казалось бы	6	3
146	в духе	2	3
147	ли не	1	3
148	оно не	2	3
149	здесь не	2	3
150	сводится к	6	3
151	не с	2	3
152	том как	2	3
153	это только	1	3
154	и здесь	1	3
155	можно сказать	6	3
156	нуждается в	2	3
157	обе эти	1	3
158	меня и	1	3
159	уже в	1	3
160	себе в	2	3
161	в одном	3	3
162	не было	6	3
163	и даже	1	3
164	или иной	2	3
165	к которому	1	3
166	а с	3	3
167	в соответствии	3	3
168	в речи	1	3
169	как это	7	3
170	а если	1	3
171	потребность в	2	3
172	нам не	1	3
173	была бы	3	3
174	или иного	2	3
175	как на	2	3
176	но еще	2	3
177	в таком	1	3
178	гораздо более	2	3
