N	3gram	Potebnia_M_4	Narrotol
1	в том что	7	8
2	с одной стороны	1	7
3	о том что	5	6
4	по отношению к	8	6
5	в том числе	1	6
6	не может быть	5	5
7	том числе и	1	4
8	и не в	1	4
9	в данном случае	2	4
10	с другой стороны	1	4
11	можно сказать что	4	4
12	в этом отношении	1	3
13	тем не менее	4	3
14	то же время	3	3
15	в свою очередь	1	3
16	в то же	3	3
17	именно в том	1	2
18	что иное как	2	2
19	мы имеем дело	2	2
20	а не в	1	2
21	не только о	1	2
22	подобно тому как	2	2
23	с точки зрения	3	2
24	в таком случае	2	2
25	сами по себе	2	2
26	точно так же	1	2
27	не то что	3	2
28	тогда как в	1	2
29	не что иное	2	2
30	на первый взгляд	1	2
31	в связи с	1	2
32	при всей своей	1	2
33	то есть в	2	2
34	речь идет о	1	2
35	состоит именно в	1	2
36	так или иначе	2	2
37	не в состоянии	2	1
38	то в его	1	1
39	и того же	1	1
40	одно на другое	1	1
41	только потому что	2	1
42	очевидно что в	2	1
43	дело в том	1	1
44	слова в слове	1	1
45	на самом деле	3	1
46	тем самым мы	1	1
47	то же самое	4	1
48	в том же	2	1
49	по поводу этой	1	1
50	по крайней мере	5	1
51	есть переход от	1	1
52	не было и	2	1
53	до сих пор	4	1
54	не подлежит сомнению	1	1
55	в разные времена	1	1
56	до известной степени	2	1
57	сам по себе	4	1
58	мы и сами	1	1
59	есть нечто большее	1	1
60	по отношению ко	1	1
61	и быть может	1	1
62	на что не	1	1
63	нечто большее а	1	1
64	отношению к нему	1	1
65	и то что	4	1
66	к тому чтобы	1	1
67	оно еще не	1	1
68	следующее место из	1	1
69	могли бы быть	1	1
70	и др в	1	1
71	он ни был	1	1
72	в самой его	1	1
73	может быть только	1	1
74	может быть и	1	1
75	предполагает с одной	1	1
76	дело не с	1	1
77	в первый раз	1	1
78	и тот же	2	1
79	не имеет для	1	1
80	вовсе не то	1	1
81	быть может не	1	1
82	большую или меньшую	1	1
83	это не так	1	1
84	и как бы	2	1
85	имеем дело с	1	1
86	действие может быть	1	1
87	иметь в виду	1	1
88	а не как	1	1
89	имеем дело не	1	1
90	как нам представляется	1	1
91	все то что	1	1
92	в свое время	1	1
93	один и тот	2	1
94	есть не что	1	1
95	в том чтобы	1	1
96	само по себе	5	1
97	не в его	1	1
98	и тем более	1	1
99	он не есть	1	1
100	одного и того	1	1
101	следует иметь в	1	1
102	бы он ни	1	1
103	друг от друга	1	1
104	не представляется возможным	1	1
105	в силу которого	2	1
106	оно и не	1	1
107	в столь же	1	1
108	как и в	1	1
109	но еще не	1	1
