N	3gram	Potebnia_M_1	StatiiOP
1	в том что	13	11
2	и т п	2	6
3	не может быть	9	5
4	в этом смысле	4	4
5	по крайней мере	2	4
6	с точки зрения	3	4
7	в этом отношении	1	4
8	во всяком случае	1	4
9	с другой стороны	5	4
10	о том что	1	4
11	в то время	1	4
12	с тем что	3	3
13	не в том	4	3
14	в связи с	1	3
15	то же время	3	3
16	не только в	3	3
17	на то что	1	3
18	в то же	3	3
19	но это не	1	3
20	а потому что	2	2
21	может быть назван	1	2
22	что мы имеем	1	2
23	но и в	4	2
24	это не так	1	2
25	до сих пор	1	2
26	что если бы	1	2
27	в г д	2	2
28	и в этих	1	2
29	с одной стороны	3	2
30	и в этом	6	2
31	все более и	2	2
32	тем что в	1	2
33	между тем как	1	2
34	заключается в том	1	2
35	с самого начала	3	2
36	более и более	2	2
37	но все же	1	2
38	только тогда когда	4	2
39	к тому что	2	2
40	в том смысле	4	2
41	тем не менее	6	2
42	и т д	4	2
43	и может быть	2	1
44	потому что в	4	1
45	а не в	1	1
46	и той же	3	1
47	но так как	1	1
48	в том виде	1	1
49	и для самого	1	1
50	более или менее	1	1
51	не выходила за	1	1
52	но то что	1	1
53	на самом деле	1	1
54	носит на себе	1	1
55	во многих случаях	1	1
56	того или другого	1	1
57	можно и должно	1	1
58	что по мнению	2	1
59	бы не только	1	1
60	смысле в каком	4	1
61	говоря уже о	1	1
62	сам по себе	1	1
63	же объясняется и	1	1
64	том что именно	1	1
65	сказать несколько слов	1	1
66	а второй в	1	1
67	в собственном смысле	1	1
68	которого он не	1	1
69	виде в каком	1	1
70	можно было бы	1	1
71	что в них	1	1
72	потому что для	1	1
73	то что в	1	1
74	с этой точки	1	1
75	каждая из этих	1	1
76	тем что мы	1	1
77	в применении к	2	1
78	первому из этих	1	1
79	том смысле в	3	1
80	не потому что	1	1
81	того что в	1	1
82	независимо от этого	1	1
83	сказать об отношении	1	1
84	что несмотря на	1	1
85	этой точки зрения	1	1
86	том виде в	1	1
87	что рядом с	1	1
88	может быть не	1	1
89	таким образом в	1	1
90	от того что	1	1
91	том смысле что	1	1
92	в одно целое	1	1
93	в свою очередь	4	1
94	смотреть как на	1	1
95	ни для кого	1	1
96	так как в	2	1
97	в одном из	1	1
98	мы видим у	1	1
99	не только не	2	1
100	к первому из	1	1
101	отношении его к	1	1
102	не менее в	1	1
103	тогда когда мы	1	1
104	а не на	1	1
105	в какой форме	1	1
106	вопрос о том	1	1
107	а в г	1	1
108	в каждом отдельном	1	1
109	одной и той	3	1
110	что все они	1	1
111	для того чтобы	2	1
112	не вдаваясь в	1	1
113	как мы видели	1	1
114	не говоря уже	1	1
