N	4gram	Losev_Prob_3	Psycholo
1	заключается в том что	2	4
2	одним и тем же	1	3
3	одно и то же	3	3
4	не что иное как	4	2
5	одного и того же	1	2
6	в том и заключается	1	2
7	ответ на этот вопрос	1	2
8	указанием на то что	1	1
9	в том виде как	2	1
10	не только то что	1	1
11	по одному тому что	1	1
12	том и заключается что	1	1
13	если принять во внимание	1	1
14	в том или ином	2	1
15	если иметь в виду	1	1
16	с этой точки зрения	1	1
17	у нас не существует	1	1
18	ни в чем не	2	1
19	выступает на первый план	1	1
20	в том что он	1	1
21	заключается в том чтобы	1	1
22	никак не может быть	1	1
23	так же как и	1	1
24	и когда мы говорим	1	1
25	указывает нам на то	1	1
26	в собственном смысле слова	1	1
27	в том что всякое	1	1
28	в то время как	4	1
29	дело в том что	2	1
