N	2gram	Ircho_Kome_3	Myslijsy
1	потому что	10	46
2	в слове	1	32
3	в том	12	32
4	и в	22	30
5	может быть	6	28
6	то же	7	23
7	не только	5	21
8	только в	1	21
9	для нас	1	20
10	но и	4	19
11	том что	13	18
12	то что	4	18
13	что в	5	17
14	в себе	4	16
15	и не	21	15
16	не в	4	15
17	в сознании	1	15
18	а не	4	15
19	таким образом	12	14
20	что и	8	13
21	так как	11	13
22	если бы	8	12
23	вместе с	9	12
24	а в	7	12
25	так и	4	11
26	как в	2	10
27	в этом	8	10
28	в душе	1	10
29	как и	3	10
30	в то	6	10
31	и что	6	10
32	мы не	2	9
33	из этих	1	9
34	в нем	3	9
35	было бы	3	9
36	между тем	2	9
37	в ней	4	8
38	в самом	9	8
39	от того	2	8
40	что не	3	8
41	что мы	2	8
42	только что	7	8
43	с одной	3	7
44	но не	1	7
45	с тем	4	7
46	и без	2	7
47	тем что	5	7
48	как мы	2	7
49	так что	6	7
50	вовсе не	4	7
51	с другой	4	7
52	к тому	6	7
53	например в	1	6
54	то это	5	6
55	же что	1	6
56	с этим	3	6
57	с ним	5	6
58	не имеет	3	6
59	и теперь	1	6
60	указывает на	1	6
61	те же	1	6
62	там же	1	6
63	что он	8	6
64	из них	5	6
65	не может	3	6
66	человека и	2	5
67	и т	4	5
68	еще не	6	5
69	по отношению	5	5
70	независимо от	1	5
71	в своем	8	5
72	и как	1	5
73	к одному	1	5
74	с другими	2	5
75	и тем	1	5
76	в них	3	5
77	что я	1	5
78	по крайней	1	5
79	же время	5	5
80	к ней	8	5
81	как на	1	5
82	не могут	2	5
83	не менее	5	5
84	по тому	2	5
85	крайней мере	1	5
86	уже в	2	5
87	одно из	1	5
88	очевидно что	1	5
89	тому как	1	5
90	отношению к	3	5
91	сказать что	1	5
92	только как	2	5
93	в действительности	1	5
94	тем же	3	4
95	столь же	3	4
96	относится к	1	4
97	не было	2	4
98	бы не	2	4
99	он не	5	4
100	не к	1	4
101	но вместе	1	4
102	и по	1	4
103	мысли что	1	4
104	в котором	2	4
105	того как	1	4
106	и его	6	4
107	до того	2	4
108	без слов	1	4
109	по поводу	1	4
110	для того	6	4
111	на это	3	4
112	и это	2	4
113	то время	2	4
114	в его	8	4
115	один из	3	4
116	образ как	1	4
117	все равно	3	4
118	далеко не	3	4
119	и между	1	4
120	себя и	2	4
121	что для	2	4
122	быть только	1	4
123	для человека	1	4
124	если не	3	4
125	и потому	1	4
126	для понимания	2	4
127	все это	5	4
128	в смысле	1	4
129	и от	1	4
130	тем более	4	4
131	другой стороны	2	4
132	была бы	1	4
133	все что	3	4
134	же словом	1	3
135	я и	1	3
136	в первом	1	3
137	говорить о	3	3
138	и на	2	3
139	в чем	1	3
140	ответ на	1	3
141	более или	1	3
142	в целом	3	3
143	что она	4	3
144	при этом	7	3
145	т д	1	3
146	в силу	2	3
147	или вовсе	1	3
148	в каждом	1	3
149	не будет	2	3
150	что все	1	3
151	и может	1	3
152	его в	8	3
153	этого не	1	3
154	или менее	1	3
155	как бы	3	3
156	место в	1	3
157	что при	1	3
158	образом и	1	3
159	тем не	3	3
160	тому что	2	3
161	на него	4	3
162	того чтобы	6	3
163	могут быть	1	3
164	слова с	1	3
165	свою очередь	6	3
166	в образе	2	3
167	из двух	1	3
168	или в	1	3
169	том как	3	3
170	со стороны	11	3
171	никак не	1	3
172	можно сказать	1	3
173	это было	1	3
174	к нему	5	3
175	вслед за	1	3
176	на которой	1	3
177	мысли не	1	3
178	только на	1	3
179	в начале	3	3
180	за ним	2	3
181	к мысли	1	3
182	прежде всего	5	3
183	друг друга	4	3
184	мы можем	3	3
185	до сих	9	3
186	такое же	2	3
187	одной стороны	3	3
188	так же	4	3
189	сих пор	9	3
190	все остальные	2	3
191	не знаем	1	3
192	а к	1	3
193	к одной	2	3
194	и все	2	3
195	в свою	7	3
196	не говоря	1	3
197	не знает	3	3
198	в которой	3	3
199	к этому	6	3
200	в таком	2	3
201	о любви	2	2
202	самом деле	6	2
203	и до	1	2
204	входящих в	1	2
205	в их	2	2
206	той же	1	2
207	впрочем и	1	2
208	не столько	1	2
209	которое не	1	2
210	ему в	1	2
211	при объяснении	1	2
212	одним словом	1	2
213	в новом	1	2
214	отношение к	5	2
215	за пределы	2	2
216	что они	2	2
217	что первое	1	2
218	все же	4	2
219	на человека	1	2
220	целый ряд	2	2
221	что по	1	2
222	так или	2	2
223	в этой	3	2
224	а напротив	1	2
225	и тот	3	2
226	на то	3	2
227	свое место	1	2
228	не могла	3	2
229	человек не	1	2
230	и если	2	2
231	на его	2	2
232	и почему	1	2
233	эта последняя	1	2
234	не как	2	2
235	подобно тому	1	2
236	что ни	3	2
237	людей и	2	2
238	прежде чем	3	2
239	но все	4	2
240	не дает	4	2
241	ни в	10	2
242	показывает что	1	2
243	не всегда	1	2
244	несмотря на	4	2
245	и видит	1	2
246	во время	6	2
247	точки зрения	4	2
248	в своей	5	2
249	а как	2	2
250	в которых	5	2
251	т п	4	2
252	их в	3	2
253	том же	1	2
254	со многими	1	2
255	что эта	2	2
256	она не	2	2
257	что с	2	2
258	на котором	1	2
259	меня то	1	2
260	и притом	1	2
261	из того	3	2
262	этом отношении	2	2
263	ему не	3	2
264	от этого	1	2
265	от нее	3	2
266	в области	2	2
267	отказаться от	2	2
268	ничего общего	1	2
269	и о	2	2
270	в ее	3	2
