N	2gram	Bakhtin_Pr_2	slovoVRo
1	в романе	3	46
2	и в	45	39
3	может быть	18	37
4	и его	8	33
5	то есть	50	26
6	не только	16	24
7	и не	42	22
8	но и	15	21
9	не может	24	20
10	в нем	20	19
11	до конца	7	17
12	в этом	20	16
13	все это	5	16
14	его слово	1	15
15	так и	3	15
16	а не	10	14
17	чужим словом	1	14
18	отличие от	1	13
19	как в	4	13
20	в процессе	2	13
21	в пределах	4	13
22	слова в	4	13
23	во всех	4	12
24	в отличие	1	12
25	в истории	2	11
26	с чужим	1	11
27	художественного изображения	3	11
28	слово в	3	11
29	чужое слово	3	10
30	вовсе не	7	10
31	и с	7	9
32	не в	8	9
33	со своим	1	9
34	словом и	1	8
35	таким образом	11	8
36	себя в	2	8
37	прежде всего	11	8
38	слова и	1	8
39	точки зрения	19	8
40	еще не	9	7
41	с его	8	7
42	о слове	2	7
43	в него	1	7
44	европейского романа	3	7
45	при этом	2	7
46	в этих	4	7
47	для него	9	7
48	с ним	8	7
49	никогда не	17	7
50	могут быть	4	7
51	как мы	8	7
52	в его	22	7
53	слово как	1	7
54	и даже	3	7
55	и потому	6	7
56	как бы	15	7
57	в сущности	7	6
58	но не	6	6
59	в своем	5	6
60	все же	4	6
61	и к	2	6
62	но в	6	6
63	все эти	4	6
64	чужих слов	2	6
65	так сказать	7	6
66	в них	4	6
67	в слове	1	6
68	как и	14	6
69	она не	5	6
70	в большинстве	2	6
71	человек в	3	6
72	там где	6	6
73	этом случае	1	6
74	жизни и	15	6
75	например в	2	5
76	героя и	7	5
77	и слова	1	5
78	человека в	5	5
79	это не	3	5
80	том что	7	5
81	по себе	8	5
82	слово и	2	5
83	не могут	1	5
84	но все	4	5
85	той или	3	5
86	мира и	1	5
87	с другой	1	5
88	романа в	5	5
89	один из	2	5
90	в том	8	5
91	с ними	4	5
92	с одной	1	5
93	конечно не	6	5
94	уже не	6	5
95	со словом	1	5
96	и их	6	5
97	или иной	3	5
98	большинстве случаев	2	5
99	в плане	1	5
100	и для	2	5
101	только в	9	5
102	романа и	4	5
103	от него	3	5
104	и все	1	5
105	и наконец	1	5
106	отношения к	2	4
107	в зависимости	3	4
108	его не	1	4
109	и на	7	4
110	по отношению	8	4
111	прозы в	1	4
112	отношение к	8	4
113	сливается с	4	4
114	истории литературного	1	4
115	всех этих	1	4
116	то же	5	4
117	художественный образ	1	4
118	его в	3	4
119	входит в	9	4
120	с другими	7	4
121	на почве	4	4
122	в новое	1	4
123	ни в	2	4
124	в отношении	1	4
125	остается вне	1	4
126	не менее	2	4
127	в то	5	4
128	одна из	3	4
129	в основе	2	4
130	же время	3	4
131	или как	1	4
132	во всем	1	4
133	зависимости от	3	4
134	что оно	1	4
135	здесь не	2	4
136	для этого	3	4
137	но здесь	1	4
138	борьба с	1	4
139	наконец в	1	4
140	поэтому и	3	4
141	и других	3	4
142	так как	5	4
143	даже и	2	4
144	и др	4	4
145	себя и	2	4
146	с помощью	1	4
147	и мир	5	4
148	xix века	1	4
149	в той	3	4
150	в основном	1	4
151	в чужом	2	4
152	в смысле	2	4
153	линии романа	1	4
154	а в	3	4
155	отношении к	1	4
156	отношению к	8	4
157	в таком	3	4
158	ту же	1	3
159	как это	2	3
160	в чисто	2	3
161	должна быть	3	3
162	той же	1	3
163	единство и	1	3
164	человека и	2	3
165	говорить о	1	3
166	в чем	2	3
167	сама по	5	3
168	стороны и	1	3
169	перед нами	4	3
170	и как	2	3
171	бы и	3	3
172	с их	4	3
173	на этом	1	3
174	сознание и	4	3
175	не с	1	3
176	лишь в	2	3
177	еще раз	3	3
178	с точки	9	3
179	точку зрения	5	3
180	не была	1	3
181	идеологического творчества	2	3
182	нем в	1	3
183	связи с	1	3
184	этом отношении	2	3
185	действует в	1	3
186	в ней	7	3
187	и дальше	1	3
188	к чужому	1	3
189	к нему	11	3
190	что и	5	3
191	в свете	1	3
192	иной степени	2	3
193	него нет	3	3
194	жанры и	1	3
195	с различными	1	3
196	у него	6	3
197	отметить что	2	3
198	в роман	1	3
199	рядом с	3	3
200	в особенности	2	3
201	связан с	2	3
202	точек зрения	3	3
203	здесь в	2	3
204	в свою	1	3
205	может иметь	1	3
206	в некоторых	2	3
207	материал в	2	3
208	если она	1	3
209	в романах	8	3
210	и там	1	3
211	как к	2	3
212	в контексте	2	3
213	и от	3	3
214	голоса и	1	3
215	но это	2	3
216	как для	1	3
217	идеологическая позиция	1	3
218	что в	6	3
219	хотя бы	5	3
220	сказать что	5	3
221	авантюрного романа	3	3
222	одновременно и	1	3
223	героя в	5	3
224	во всяком	1	3
225	новое время	1	2
226	одним из	3	2
227	в сфере	2	2
228	это и	1	2
229	и исторические	1	2
230	установка на	1	2
231	в идеологической	1	2
232	к материалу	1	2
233	с таким	1	2
234	мы уже	3	2
235	на материале	3	2
236	мы не	1	2
237	изображения а	1	2
238	именно к	1	2
239	своими корнями	1	2
240	с ее	3	2
241	х годов	2	2
242	неразрывно связан	1	2
243	конечно и	2	2
244	за всеми	2	2
245	подчеркнуть что	3	2
246	диалогах и	1	2
247	на них	2	2
248	не был	2	2
249	с авторским	4	2
250	но как	2	2
251	точка зрения	7	2
252	не все	1	2
253	менее всего	1	2
254	и речи	1	2
255	за пределы	5	2
256	изображения и	2	2
257	не входят	1	2
258	на социальную	1	2
259	с этим	1	2
260	кроме того	1	2
261	хотя и	2	2
262	авторским словом	2	2
263	более или	1	2
264	в нашем	2	2
265	романа но	2	2
266	диалог в	2	2
267	в себе	5	2
268	эпохи и	1	2
269	становится предметом	1	2
270	как он	4	2
271	корнями в	1	2
272	но прежде	1	2
273	на его	5	2
274	он не	9	2
275	в виде	1	2
276	художественной прозы	4	2
277	и более	2	2
278	в диалогах	2	2
279	людей и	2	2
280	в предшествующей	3	2
281	в нее	1	2
282	его романах	4	2
283	конечно в	2	2
284	самого автора	1	2
285	зрения на	5	2
286	как особый	2	2
287	зрения и	1	2
288	здесь это	1	2
289	далеко не	4	2
290	независимо от	1	2
291	и вне	1	2
292	мы видели	3	2
293	чем в	1	2
294	автора и	2	2
295	рождается и	2	2
296	создания образа	1	2
297	или менее	1	2
298	и другие	4	2
299	и художественно	2	2
300	в их	4	2
301	на каждом	1	2
302	мы сказали	3	2
303	которые в	2	2
304	но он	1	2
305	слов о	1	2
306	даже в	6	2
307	не излагает	2	2
308	авантюрный роман	2	2
309	на котором	1	2
310	тогда когда	1	2
311	дело в	1	2
312	того как	3	2
313	того чтобы	1	2
314	этого жанра	3	2
315	смысл его	2	2
316	в одном	6	2
317	только и	1	2
318	с одним	2	2
319	а лишь	3	2
320	входят в	1	2
321	в области	2	2
322	и оно	2	2
323	в речах	1	2
324	отличается от	1	2
325	оно может	1	2
326	на нем	1	2
327	без всякого	1	2
328	необходимо еще	1	2
329	его художественного	4	2
330	так в	1	2
331	в дальнейшем	2	2
332	как с	1	2
333	развития романа	1	2
334	в другом	1	2
335	те же	2	2
336	его оно	1	2
337	романе и	1	2
338	о нем	6	2
339	и здесь	2	2
340	на него	2	2
341	о том	3	2
342	и т.п	6	2
343	своим предметом	1	2
344	как предмета	1	2
345	в форме	2	2
346	еще более	1	2
347	нем и	1	2
348	единого и	1	2
349	к различным	1	2
350	вне себя	1	2
351	что он	7	2
352	два голоса	1	2
353	это очень	2	2
354	на мир	2	2
355	предшествующей главе	3	2
356	где они	1	2
357	же и	1	2
358	уже в	4	2
359	на протяжении	3	2
360	он стремится	1	2
361	его и	3	2
362	в прошлом	1	2
363	для того	1	2
364	то что	5	2
365	не было	2	2
366	именно как	1	2
367	до сих	2	2
368	именно в	3	2
369	а именно	3	2
370	и затем	2	2
371	но лишь	1	2
372	романа этот	1	2
373	более того	5	2
374	приходится иметь	1	2
375	с которым	1	2
376	его как	1	2
377	и непосредственно	1	2
378	не всегда	1	2
379	его именно	1	2
380	и слово	6	2
381	в одно	1	2
382	входить в	1	2
383	но оно	1	2
384	вместе с	1	2
385	и особенно	2	2
386	эта идея	1	2
387	художественное изображение	1	2
388	может стать	2	2
389	в данном	1	2
390	если оно	1	2
391	уходит своими	1	2
392	предмету и	1	2
393	человека правда	1	2
394	исторических и	1	2
395	дело идет	6	2
396	и нет	1	2
397	сих пор	2	2
398	именно образ	1	2
399	и единственного	1	2
400	например у	1	2
401	роман но	1	2
402	в более	1	2
403	она может	1	2
404	всем этим	2	2
405	или в	2	2
406	в результате	3	2
407	и ни	1	2
408	романе как	1	2
409	все они	4	2
410	как слово	5	2
411	слово самого	1	2
412	жизни в	2	2
413	только с	1	2
414	не знает	4	2
415	и внутренне	2	2
416	к его	1	2
417	слово героя	1	2
418	речи как	1	2
419	быть до	1	2
420	все что	3	2
421	они не	2	2
422	подошли к	1	1
423	авторской идеологии	1	1
424	нем нет	1	1
425	этого в	1	1
426	не должны	1	1
427	и изображения	3	1
428	только самый	1	1
429	того же	1	1
430	не остается	1	1
431	он может	2	1
432	силы и	1	1
433	идет о	2	1
434	незавершенной современностью	1	1
435	и есть	1	1
436	пример такой	1	1
437	за собой	2	1
438	мы слышим	2	1
439	смысловые возможности	1	1
440	и до	4	1
441	можно лишь	1	1
442	все те	2	1
443	и могут	2	1
444	совсем иным	1	1
445	а как	4	1
446	есть не	1	1
447	со всех	1	1
448	на тех	1	1
449	правильного понимания	2	1
450	без дистанции	1	1
451	и о	2	1
452	мир не	1	1
453	и свой	1	1
454	героя но	1	1
455	место в	1	1
456	он как	3	1
457	самого говорящего	1	1
458	она вырождается	1	1
459	диалога в	1	1
460	свой предмет	1	1
461	не знают	2	1
462	как не	5	1
463	самого героя	2	1
464	этот как	1	1
465	мы ее	1	1
466	единым и	1	1
467	диалогического отношения	1	1
468	проявляется в	2	1
469	было стать	1	1
470	литературы и	1	1
471	предметом и	1	1
472	материала на	1	1
473	между собой	1	1
474	он сам	6	1
475	и возможности	1	1
476	быть в	2	1
477	нему не	1	1
478	организован как	1	1
479	и обновлять	1	1
480	как таковая	1	1
481	но конечно	1	1
482	и главное	1	1
