N	2gram	Tiupa_Narr_2	Marksizm
1	может быть	10	28
2	и в	13	19
3	как бы	6	19
4	и не	14	19
5	в процессе	2	18
6	не может	8	18
7	точки зрения	5	17
8	то же	4	16
9	и его	3	16
10	как мы	1	15
11	в этом	13	15
12	языка и	1	15
13	так сказать	3	14
14	таким образом	5	14
15	не только	26	13
16	с точки	2	13
17	связи с	1	13
18	в нем	5	11
19	если бы	4	11
20	вовсе не	2	11
21	не в	8	10
22	так и	9	10
23	и т.п	6	10
24	но и	15	10
25	том что	13	10
26	самом деле	3	9
27	при этом	14	9
28	как и	4	9
29	для него	4	9
30	в основе	1	9
31	а не	17	9
32	с его	3	8
33	по отношению	5	8
34	высказывание в	1	8
35	в то	5	8
36	же время	3	8
37	только в	11	8
38	отнюдь не	4	8
39	не является	4	8
40	отношению к	5	8
41	на самом	2	7
42	внутренней речи	3	7
43	высказывания как	2	7
44	и более	2	7
45	высказывания в	1	7
46	одна из	3	7
47	никогда не	6	7
48	в том	14	7
49	прежде всего	6	7
50	в связи	1	7
51	и для	3	7
52	но в	6	7
53	в таком	3	7
54	во всех	1	6
55	и как	1	6
56	в самом	2	6
57	слова и	1	6
58	ни в	1	6
59	того чтобы	3	6
60	в направлении	2	6
61	к тому	9	6
62	для того	1	6
63	же самое	1	6
64	быть и	1	6
65	между тем	3	6
66	более того	1	6
67	с помощью	1	6
68	и все	4	6
69	хотя бы	2	6
70	в свою	2	6
71	того же	1	5
72	к другому	2	5
73	все же	6	5
74	является не	1	5
75	в данном	10	5
76	речевого взаимодействия	1	5
77	и здесь	2	5
78	к нему	1	5
79	в его	6	5
80	в форме	5	5
81	в большинстве	1	5
82	большинстве случаев	1	5
83	или иной	3	5
84	в той	5	5
85	и того	3	5
86	тем более	2	5
87	к этому	1	5
88	так же	2	5
89	тем же	1	4
90	все те	2	4
91	должна быть	2	4
92	а как	3	4
93	о слове	1	4
94	только на	2	4
95	в себе	8	4
96	на то	2	4
97	в данной	1	4
98	это не	3	4
99	было бы	2	4
100	и тем	5	4
101	в слове	3	4
102	одного и	1	4
103	тому что	3	4
104	в отношении	1	4
105	ничего не	6	4
106	и т.д	4	4
107	той или	3	4
108	для себя	3	4
109	того что	6	4
110	в формах	1	4
111	с ними	3	4
112	что он	5	4
113	в душе	2	4
114	и их	1	4
115	как раз	3	4
116	бы в	2	4
117	то что	8	4
118	сказать что	3	4
119	таком случае	1	3
120	в котором	5	3
121	внутренний мир	1	3
122	на материале	1	3
123	общения в	1	3
124	в ней	2	3
125	еще не	2	3
126	столь же	2	3
127	в ее	4	3
128	для других	3	3
129	отличие от	5	3
130	за пределы	1	3
131	относится к	1	3
132	чем же	1	3
133	перед нами	4	3
134	все эти	3	3
135	в этой	4	3
136	он не	5	3
137	не к	4	3
138	какой бы	1	3
139	для данной	1	3
140	здесь мы	1	3
141	не будет	2	3
142	в другом	4	3
143	конечно в	1	3
144	той же	2	3
145	определенное и	1	3
146	в этих	1	3
147	в своей	4	3
148	в отличие	5	3
149	мысли и	1	3
150	не имеет	2	3
151	слове и	1	3
152	в каком	1	3
153	у нас	2	3
154	о том	5	3
155	и лишь	1	3
156	что и	2	3
157	в двух	1	3
158	одной из	1	3
159	в какой	4	3
160	с одной	5	3
161	в качестве	14	3
162	на собеседника	1	3
163	до сих	1	3
164	с другой	5	3
165	к которым	1	3
166	связано с	1	3
167	одной стороны	5	3
168	да и	3	3
169	должно быть	1	3
170	и от	1	3
171	сих пор	1	3
172	не существует	1	3
173	сознания и	1	3
174	только что	2	3
175	а в	9	3
176	во всяком	1	3
177	отношения к	1	2
178	одним из	1	2
179	в зависимости	1	2
180	живой речи	1	2
181	случае это	1	2
182	вопрос о	1	2
183	всех без	1	2
184	зависимости от	1	2
185	и он	2	2
186	и самого	1	2
