N	2gram	Ircho_Kome_1	DiskursI
1	в качестве	4	34
2	не только	10	28
3	в том	11	23
4	то есть	1	20
5	том что	12	19
6	представляет собой	1	17
7	может быть	9	17
8	как и	9	16
9	и в	22	16
10	в этом	3	15
11	еще не	2	14
12	но и	11	14
13	при этом	5	13
14	по своей	2	11
15	но не	2	11
16	прежде всего	5	11
17	и не	8	11
18	как в	5	10
19	далеко не	1	10
20	с другой	5	10
21	по отношению	3	9
22	в нем	4	9
23	не может	2	9
24	состоит в	1	9
25	с одной	3	9
26	одной стороны	3	9
27	в частности	3	9
28	отношению к	3	9
29	отнюдь не	1	8
30	но в	4	8
31	о том	8	8
32	так и	5	8
33	а также	4	8
34	в себе	2	7
35	то же	6	7
36	не в	6	7
37	роль в	1	7
38	со стороны	2	7
39	в его	5	7
40	только в	3	7
41	высказывания в	1	6
42	в своем	1	6
43	и как	3	6
44	и на	3	5
45	во всех	1	5
46	отличие от	2	5
47	в рамках	2	5
48	тому же	6	5
49	в силу	2	5
50	в котором	4	5
51	в их	4	5
52	в отличие	1	5
53	в себя	2	5
54	а с	1	5
55	в данном	1	5
56	как бы	1	5
57	к тому	6	5
58	а в	6	5
59	то что	2	5
60	и о	3	4
61	в которых	1	4
62	отношение к	3	4
63	в истории	5	4
64	и к	1	4
65	в целом	3	4
66	определена как	1	4
67	претендует на	1	4
68	на его	5	4
69	в них	3	4
70	потому что	5	4
71	могут быть	3	4
72	для себя	2	4
73	же время	4	4
74	между тем	5	4
75	как правило	3	4
76	одной из	3	4
77	что он	6	4
78	в особенности	1	4
79	по своим	1	4
80	такого рода	6	4
81	что в	6	4
82	также и	1	3
83	того же	2	3
84	и потому	1	3
85	в основании	1	3
86	в каждой	1	3
87	столь же	2	3
88	различия между	1	3
89	с этим	1	3
90	перед нами	1	3
91	в самом	2	3
92	из жизни	1	3
93	зрения на	1	3
94	точки зрения	4	3
95	в ходе	1	3
96	в своих	2	3
97	однако в	3	3
98	по себе	1	3
99	в то	10	3
100	таким образом	8	3
101	ли не	4	3
102	но при	1	3
103	времени и	2	3
104	еще в	5	3
105	и даже	5	3
106	что и	4	3
107	хотя бы	1	3
108	в жанре	1	3
109	в данной	1	3
110	из них	10	3
111	тем что	4	3
112	именно в	4	3
113	мира в	1	3
114	по своему	3	3
115	тому как	1	3
116	того что	1	3
117	один из	5	3
118	все же	3	3
119	в свою	2	3
120	сказать что	1	3
121	другой стороны	5	3
122	в действительности	2	3
123	одним из	1	2
124	едва ли	7	2
125	в году	3	2
126	для своего	1	2
127	преданий о	1	2
128	в сущности	2	2
129	совпадает с	1	2
130	на себя	2	2
131	ему в	1	2
132	первого и	1	2
133	служит для	1	2
134	сказать и	1	2
135	за пределы	2	2
136	себя в	1	2
137	что касается	2	2
138	хотя и	3	2
139	когда он	1	2
140	целый ряд	1	2
141	с понятием	1	2
142	более или	1	2
143	в противоположность	2	2
144	не приходится	1	2
145	в тех	3	2
146	поскольку в	1	2
147	в этой	7	2
148	не следует	2	2
149	в принципе	2	2
150	подобно тому	1	2
151	и по	6	2
152	на этом	2	2
153	так например	1	2
154	человека в	1	2
155	в каждом	1	2
156	об этом	1	2
157	и тем	2	2
158	на сцене	3	2
159	соответствии с	1	2
160	с человеком	1	2
161	или менее	2	2
162	в г	11	2
163	наших дней	1	2
164	и без	2	2
165	и относительно	1	2
166	не менее	3	2
167	но они	1	2
168	в науке	1	2
169	нельзя не	2	2
170	х годов	3	2
171	в тексте	1	2
172	и его	8	2
173	уже о	2	2
174	к себе	1	2
175	этой причине	1	2
176	же самое	2	2
177	значительной степени	1	2
178	и он	1	2
179	как мы	4	2
180	с ее	2	2
181	говоря уже	2	2
182	данном случае	1	2
183	приводит к	1	2
184	на том	1	2
185	же касается	1	2
186	но зато	1	2
187	в другом	4	2
188	своему происхождению	1	2
189	о нем	1	2
190	во всяком	2	2
191	и что	1	2
192	одного из	6	2
193	размышляя о	1	2
194	в значительной	1	2
195	это было	1	2
196	в греческой	1	2
197	на протяжении	4	2
198	и во	2	2
199	в форме	2	2
200	в литературе	1	2
201	большей или	1	2
202	и одновременно	3	2
203	и представляет	1	2
204	дело с	1	2
205	наше время	1	2
206	и ее	3	2
207	уже в	5	2
208	является жанром	1	2
209	в одном	8	2
210	в современном	1	2
211	заметить что	1	2
212	из двух	1	2
213	на ее	1	2
214	здесь в	3	2
215	к которому	3	2
216	и др	1	2
217	в соответствии	1	2
218	а сам	2	2
219	из наиболее	2	2
220	его как	1	2
221	одну из	2	2
222	более поздних	1	2
223	о чем	1	2
224	к его	1	2
225	автора в	1	2
226	из уст	1	2
227	одновременно с	1	2
228	что же	1	2
229	в начале	3	2
230	представляет себе	1	2
231	рассматривать как	1	2
232	за его	1	2
233	мой взгляд	1	2
234	на мой	1	2
235	или в	2	2
236	и все	3	2
237	будто бы	2	2
238	указывает на	2	2
239	или меньшей	1	2
240	хотя в	1	2
241	может и	1	2
242	не говоря	2	2
243	это в	1	2
244	они не	1	2
245	к этому	4	2
246	том числе	1	2
247	широкое распространение	1	1
248	новое время	3	1
249	как известно	2	1
250	к индивидуальным	1	1
251	можно говорить	1	1
252	речь идет	3	1
253	обычно в	1	1
254	чтобы не	1	1
255	не остается	1	1
256	сам по	1	1
257	на самом	1	1
258	всего это	1	1
259	идет о	3	1
260	чтобы вернуть	2	1
261	из его	4	1
262	видеть в	2	1
263	и за	1	1
264	той же	1	1
265	в и	2	1
266	из своих	1	1
267	не дошли	1	1
268	говорить о	1	1
269	принадлежит к	2	1
270	из того	1	1
271	мы и	1	1
272	этого к	1	1
273	как свой	1	1
274	упускать из	1	1
275	как целое	1	1
276	а только	1	1
277	оно в	1	1
278	образа жизни	1	1
279	что они	4	1
280	жанра как	1	1
281	что во	1	1
282	независимо от	2	1
283	там же	3	1
284	тех случаях	1	1
285	следует упускать	1	1
286	и художественного	1	1
287	тем же	1	1
288	всего как	1	1
289	к числу	2	1
290	со своей	2	1
291	всего лишь	1	1
292	в которой	6	1
293	отношения с	1	1
294	что это	1	1
295	представляет его	1	1
296	героя однако	1	1
297	гг в	1	1
298	он в	1	1
299	из этих	1	1
300	и те	1	1
301	право на	2	1
302	что к	2	1
303	другом случае	1	1
304	на то	3	1
305	что она	1	1
306	время и	2	1
307	комедии наиболее	1	1
308	он не	3	1
309	с ней	1	1
310	в первую	2	1
311	к одному	1	1
312	не к	2	1
313	нашего времени	1	1
314	одному и	1	1
315	но все	1	1
316	как одного	1	1
317	то чтобы	1	1
318	в мире	1	1
319	на все	2	1
320	говорить не	1	1
321	с целью	1	1
322	и других	7	1
323	первую очередь	3	1
324	общества в	1	1
325	что эту	1	1
326	которая как	1	1
327	в новое	2	1
328	в жизни	1	1
329	для них	2	1
330	о которых	5	1
331	с этой	1	1
332	с тем	1	1
333	которой он	1	1
334	мы видели	2	1
335	не заметить	1	1
336	мы не	3	1
337	слова и	1	1
338	не мог	3	1
339	являются наиболее	1	1
340	в на	1	1
341	в этих	1	1
342	во время	5	1
343	бы на	1	1
344	дошли до	1	1
345	а как	1	1
346	должны были	8	1
347	вплоть до	1	1
348	которые в	1	1
349	его к	1	1
350	тем не	2	1
351	и эти	1	1
352	и более	1	1
353	не могли	1	1
354	выступающий в	1	1
355	между двумя	1	1
356	и тому	1	1
357	если и	1	1
358	до конца	2	1
359	лицо к	1	1
360	даже не	2	1
361	она могла	1	1
362	самого начала	1	1
363	для каждого	1	1
364	и притом	2	1
365	не по	1	1
366	в русской	1	1
367	достигает своего	1	1
368	образом в	2	1
369	для всех	2	1
370	не все	1	1
371	впрочем в	1	1
372	к концу	1	1
373	во всем	1	1
374	с достаточной	2	1
375	и теперь	2	1
376	одной лишь	1	1
377	на него	4	1
378	вв до	1	1
379	как будто	2	1
380	этом отношении	3	1
381	что на	1	1
382	в каком	1	1
383	в специальном	1	1
384	к сфере	1	1
385	к прежнему	1	1
386	не могут	1	1
387	что сила	1	1
388	что отец	1	1
389	всего в	3	1
390	характеризует как	1	1
391	и другим	1	1
392	его с	1	1
393	отказаться от	1	1
394	и это	1	1
395	в театре	1	1
396	не делает	1	1
397	чем не	1	1
398	же так	1	1
399	зрителей и	1	1
400	на нем	2	1
401	более поздней	1	1
402	с самого	1	1
403	художественного мышления	2	1
404	и вернуться	1	1
405	и сам	3	1
406	по аналогии	1	1
407	те же	1	1
408	особенно в	1	1
409	мог бы	2	1
410	исторического лица	2	1
411	во второй	3	1
412	собой и	2	1
413	одно это	1	1
414	о ней	1	1
415	быть в	1	1
416	как анекдот	1	1
417	к одной	1	1
418	вразрез с	1	1
419	общественного сознания	1	1
420	утверждает что	1	1
421	нас в	2	1
422	а напротив	1	1
423	места и	1	1
424	к нему	2	1
425	случае ясно	1	1
426	состоит не	1	1
427	vi в	4	1
428	отметить что	1	1
429	вслед за	2	1
430	наконец в	1	1
431	в середине	1	1
432	а его	1	1
433	по содержанию	3	1
434	герой в	1	1
435	из сторон	1	1
436	которое мы	1	1
437	до нас	5	1
438	по мнению	1	1
439	начало в	1	1
440	только при	2	1
441	широко известного	1	1
442	на уровень	1	1
443	чаще всего	3	1
444	до наших	1	1
445	оказывается в	1	1
446	с двумя	1	1
447	завершение в	1	1
448	которому он	1	1
449	можно рассматривать	1	1
450	в большинстве	1	1
451	только на	1	1
452	со временем	1	1
453	вернуться к	2	1
454	то и	2	1
455	следовало бы	1	1
456	в виде	3	1
457	если в	1	1
458	за счет	3	1
459	большинстве случаев	1	1
460	в известном	2	1
461	за ним	1	1
462	к своим	1	1
463	возможности для	1	1
464	местам и	1	1
465	очевидно что	1	1
466	это обстоятельство	1	1
467	всяком случае	2	1
468	и один	1	1
469	в конце	6	1
470	может служить	1	1
471	друг друга	1	1
472	мы можем	4	1
473	не случайно	1	1
474	каждый из	3	1
475	как раз	3	1
476	с участием	3	1
477	представление о	1	1
478	в исторической	1	1
479	достаточно четко	1	1
480	в области	2	1
481	до сих	2	1
482	его себе	1	1
483	лица в	1	1
484	и прежде	1	1
485	было бы	2	1
486	еще и	2	1
487	было и	1	1
488	от литературы	1	1
489	на которых	1	1
490	нового времени	5	1
491	этому времени	1	1
492	его из	1	1
493	к более	1	1
494	и литературной	1	1
495	было сказано	1	1
496	касается литературной	1	1
497	несмотря на	4	1
498	вместе с	2	1
499	как это	3	1
500	человека к	1	1
501	из трех	1	1
502	всем что	1	1
503	их к	3	1
504	если оно	1	1
505	наряду с	2	1
506	в той	1	1
507	восходят к	2	1
508	да и	3	1
509	понимать как	1	1
510	этого слова	1	1
511	в первые	2	1
512	аналогии с	2	1
513	впрочем не	1	1
514	сих пор	2	1
515	в основном	1	1
516	о его	1	1
517	в чем	3	1
518	можно извлечь	1	1
519	при всем	2	1
520	ближе к	1	1
521	годов в	1	1
522	в книге	1	1
523	это уже	1	1
524	случаях когда	1	1
525	не достигает	1	1
526	более ранних	1	1
527	в результате	4	1
528	вопрос о	3	1
529	а к	2	1
530	развития и	1	1
