N	2gram	Vinokur_Ku_3	Vladivir
1	и в	23	30
2	в этом	16	20
3	то что	4	20
4	и не	10	18
5	в том	22	18
6	и с	3	14
7	же с	1	13
8	что он	6	13
9	не только	17	12
10	том что	11	12
11	что в	13	12
12	как мы	5	11
13	в его	11	11
14	а в	5	11
15	сказать что	7	11
16	а также	4	10
17	не было	4	10
18	все же	5	9
19	кроме того	2	9
20	было бы	16	9
21	не в	5	9
22	в то	3	9
23	не может	6	9
24	для него	1	9
25	потому что	12	9
26	в своем	4	8
27	но в	2	8
28	что же	5	8
29	не мог	1	8
30	связи с	6	8
31	но и	3	8
32	в связи	5	8
33	вместе с	2	8
34	ни в	3	7
35	точки зрения	23	7
36	никогда не	1	7
37	не менее	12	7
38	может быть	14	7
39	а не	11	7
40	как это	7	7
41	между прочим	8	7
42	для нас	4	7
43	также и	5	6
44	хотя и	5	6
45	и к	3	6
46	в себе	1	6
47	тем не	9	6
48	и его	1	6
49	у нас	10	6
50	то время	1	6
51	всякого рода	5	6
52	только в	6	6
53	всяком случае	1	6
54	а именно	3	6
55	еще и	2	6
56	прежде всего	9	6
57	о чем	2	6
58	к этому	1	6
59	во всяком	2	6
60	того же	4	5
61	и то	1	5
62	и я	2	5
63	с этим	1	5
64	то в	3	5
65	все эти	7	5
66	при этом	6	5
67	же касается	1	5
68	как и	5	5
69	в своей	4	5
70	в котором	2	5
71	по себе	6	5
72	так как	9	5
73	в дальнейшем	2	5
74	так и	6	5
75	и что	7	5
76	того что	11	5
77	тот же	6	5
78	но что	1	5
79	как бы	5	5
80	о его	1	5
81	все это	2	5
82	в результате	3	5
83	то же	6	4
84	той же	3	4
85	я не	5	4
86	то это	3	4
87	в ней	3	4
88	и на	1	4
89	время в	3	4
90	отношение к	3	4
91	в которой	1	4
92	что это	3	4
93	в целом	4	4
94	и если	2	4
95	он не	3	4
96	его в	2	4
97	и мы	1	4
98	несмотря на	1	4
99	мы знаем	1	4
100	в этих	2	4
101	по крайней	1	4
102	мы должны	3	4
103	на французском	1	4
104	не есть	3	4
105	и о	4	4
106	здесь не	2	4
107	эти последние	2	4
108	можно сказать	2	4
109	судить по	1	4
110	о том	6	4
111	конечно не	2	4
112	вовсе не	5	4
113	для меня	2	4
114	крайней мере	1	4
115	со стороны	1	4
116	именно в	3	4
117	в те	1	4
118	так же	2	4
119	с этой	3	4
120	но это	5	4
121	в начале	1	4
122	на этот	2	4
123	по поводу	3	4
124	можно говорить	10	3
125	отношения к	1	3
126	говоря о	1	3
127	был и	1	3
128	и вот	3	3
129	именно к	1	3
130	французском языке	2	3
131	быть в	2	3
132	но не	3	3
133	не то	2	3
134	отличие от	2	3
135	как в	4	3
136	что касается	1	3
137	и как	2	3
138	более или	2	3
139	из этих	5	3
140	учение о	2	3
141	им в	1	3
142	всех этих	1	3
143	таким образом	9	3
144	те же	7	3
145	должно быть	7	3
146	или менее	2	3
147	в отношении	3	3
148	в следующем	1	3
149	с точки	16	3
150	не столько	4	3
151	в отличие	2	3
152	что я	1	3
153	но он	1	3
154	в россии	2	3
155	же время	1	3
156	учения о	4	3
157	в области	14	3
158	он называет	1	3
159	когда мы	3	3
160	вот и	1	3
161	никак не	2	3
162	впрочем не	1	3
163	что и	6	3
164	вообще в	1	3
165	мы будем	1	3
166	уже не	8	3
167	я в	3	3
168	уже в	3	3
169	в виде	1	3
170	здесь мы	1	3
171	само собой	1	3
172	собой разумеется	1	3
173	не говоря	2	3
174	в данном	7	3
175	по существу	3	3
176	и для	1	3
177	уже на	1	3
178	еще более	2	3
179	тем более	5	3
180	хотя бы	9	3
181	но вот	1	3
182	в свою	1	3
183	в таком	4	3
184	это в	2	3
185	я и	3	2
186	также что	2	2
187	увидим ниже	1	2
188	сам по	3	2
189	и есть	5	2
190	очень много	2	2
191	в чисто	1	2
192	что эти	2	2
193	приходит к	1	2
194	еще на	2	2
195	в защиту	2	2
196	что если	2	2
197	время как	1	2
198	как я	2	2
199	же нужно	1	2
200	языке в	1	2
201	только после	3	2
202	по своему	2	2
203	только тогда	4	2
204	в общем	6	2
205	он пишет	2	2
206	как к	2	2
207	к числу	1	2
208	в самом	13	2
