N	2gram	Losev_Dial_4	VrazhdaK
1	не только	8	9
2	в этом	11	8
3	и в	15	8
4	и что	9	8
5	достоевского в	1	7
6	но и	4	7
7	и все	11	7
8	то что	16	7
9	что в	7	7
10	все же	2	6
11	но в	3	6
12	в нем	5	6
13	как и	7	6
14	в котором	2	6
15	и с	4	6
16	о нем	2	6
17	и даже	6	6
18	– это	5	6
19	в романе	1	6
20	то же	9	5
21	об этом	3	5
22	в то	6	5
23	же время	6	5
24	не было	2	5
25	и не	30	5
26	в ней	5	4
27	что он	7	4
28	в истории	3	4
29	целый ряд	1	4
30	при этом	2	4
31	это не	12	4
32	все это	9	4
33	в виду	9	4
34	с ним	3	4
35	о том	5	4
36	у достоевского	2	4
37	уже в	1	4
38	может быть	17	4
39	как бы	14	4
40	в своих	1	4
41	так же	4	4
42	речь идет	1	3
43	я не	5	3
44	в чем	8	3
45	с его	5	3
46	в своем	5	3
47	и как	4	3
48	в этот	2	3
49	на то	5	3
50	его в	1	3
51	он не	1	3
52	и уже	4	3
53	том что	10	3
54	но он	1	3
55	что есть	2	3
56	и его	7	3
57	связи с	1	3
58	человека в	1	3
59	и о	8	3
60	и во	2	3
61	в его	4	3
62	в том	11	3
63	давно уже	1	3
64	и у	1	3
65	в конце	1	3
66	тем что	2	3
67	в связи	1	3
68	о себе	1	3
69	наряду с	1	3
70	имел в	1	3
71	я хотел	1	3
72	т е	46	3
73	к этому	3	3
74	отношения к	3	2
75	же как	1	2
76	и то	3	2
77	и он	1	2
78	он сам	1	2
79	но как	2	2
80	отнюдь не	4	2
81	в известном	1	2
82	в той	1	2
83	в этой	4	2
84	в себе	8	2
85	чувств и	1	2
86	время и	2	2
87	о которой	1	2
88	в нашей	2	2
89	их в	1	2
90	таким образом	5	2
91	в одну	3	2
92	об этой	2	2
93	мне и	1	2
94	этот человек	1	2
95	в них	2	2
96	меня но	1	2
97	не мог	2	2
98	на первый	1	2
99	точки зрения	14	2
100	в своей	3	2
101	и ее	8	2
102	с точки	9	2
103	место в	1	2
104	не менее	2	2
105	том же	1	2
106	одна из	1	2
107	никогда не	2	2
108	и далее	1	2
109	к себе	1	2
110	и это	8	2
111	же не	1	2
112	еще не	4	2
113	этот момент	3	2
114	тем более	6	2
115	пришел к	1	2
116	с нею	1	2
117	уже не	9	2
118	при помощи	3	2
119	из них	2	2
120	его и	1	2
121	могли быть	1	2
122	отношение к	1	2
123	как раз	4	2
124	как же	5	2
125	не может	11	2
126	вместе с	2	2
127	в него	1	2
128	в это	1	2
129	но это	4	2
130	что я	5	2
131	а в	1	2
132	личность и	3	2
133	в свою	3	2
134	себя как	3	1
135	а между	1	1
136	можно говорить	2	1
137	ко всем	1	1
138	также и	4	1
139	человека и	2	1
140	это и	9	1
141	идет о	1	1
142	и есть	19	1
143	ему не	1	1
144	едва ли	3	1
145	в их	3	1
146	вы не	3	1
147	той же	5	1
148	что уже	2	1
149	он как	1	1
150	равно как	2	1
151	совпадает с	2	1
152	говорить о	11	1
153	событий и	1	1
154	это время	1	1
155	имя и	1	1
156	утверждаю что	5	1
157	собой в	1	1
158	на них	1	1
159	первый план	1	1
160	а отношение	1	1
161	не мешало	2	1
162	и всего	1	1
163	есть по	2	1
164	тут же	1	1
165	что они	4	1
166	и я	1	1
167	как говорит	1	1
168	как в	3	1
169	с этим	3	1
170	для всех	3	1
171	по которому	1	1
172	как к	1	1
173	и наконец	3	1
174	себе не	2	1
175	тут нет	1	1
176	то в	5	1
177	в самом	2	1
178	что это	13	1
179	мы получаем	2	1
180	за это	1	1
181	что же	2	1
182	только два	1	1
183	но ведь	1	1
184	как он	1	1
185	лет тому	1	1
186	он всегда	2	1
187	да и	2	1
188	знали что	3	1
189	теперь это	1	1
190	всех этих	1	1
191	же это	5	1
192	в силу	4	1
193	сердце и	1	1
194	никому не	1	1
195	которым не	1	1
196	и этот	1	1
197	людей и	1	1
198	всего то	1	1
199	однако в	2	1
200	одно и	1	1
201	не будет	2	1
202	перейдя в	1	1
203	есть все	2	1
204	конечно в	1	1
205	их и	1	1
206	в глубине	2	1
207	говорить не	1	1
208	входя в	1	1
209	это было	2	1
210	как тот	1	1
211	заключается в	2	1
212	было бы	9	1
213	где-нибудь на	2	1
214	в жизни	5	1
215	всю жизнь	1	1
216	не всегда	3	1
217	во внимание	2	1
