N	2gram	Bakhtin_Pr_1	Istorich
1	и в	29	28
2	и т	4	25
3	может быть	24	25
4	т д	1	22
5	а не	22	15
6	не может	12	15
7	никогда не	3	14
8	мы имеем	1	13
9	мы должны	3	13
10	то же	14	12
11	не только	15	12
12	что в	8	12
13	мы видим	2	11
14	только в	10	11
15	мы не	1	10
16	все же	9	10
17	и что	2	10
18	что он	8	10
19	мы увидим	1	10
20	но и	14	10
21	прежде всего	7	10
22	т е	21	10
23	что герой	2	9
24	не в	7	9
25	так и	7	9
26	о том	1	9
27	то что	15	9
28	в том	8	9
29	и не	31	9
30	в этом	22	8
31	но в	7	8
32	что это	1	8
33	таким образом	12	8
34	не всегда	1	8
35	если бы	9	8
36	в ней	2	7
37	здесь мы	2	7
38	это не	9	7
39	еще не	5	7
40	и здесь	3	7
41	этот вопрос	2	7
42	и др	5	7
43	что мы	1	7
44	так же	6	7
45	том что	7	7
46	было бы	5	7
47	а в	7	7
48	в этой	4	6
49	это тоже	1	6
50	ни один	3	6
51	его в	6	6
52	к тому	1	6
53	что и	4	6
54	так как	6	6
55	с другой	3	6
56	например в	3	5
57	должна быть	5	5
58	вопрос о	2	5
59	что они	1	5
60	в своем	8	5
61	более или	1	5
62	что она	6	5
63	по существу	3	5
64	их в	4	5
65	или менее	1	5
66	можно было	2	5
67	в его	24	5
68	но не	9	5
69	в качестве	1	5
70	в одном	10	5
71	до сих	2	5
72	к которому	1	5
73	сих пор	2	5
74	не знает	3	5
75	сказать что	3	5
76	другой стороны	3	5
77	героя в	4	5
78	ее в	1	5
79	и даже	2	4
80	и для	4	4
81	и на	7	4
82	не то	1	4
83	не все	1	4
84	с этим	2	4
85	все эти	9	4
86	но все	5	4
87	об этом	1	4
88	и с	4	4
89	как и	12	4
90	даже в	4	4
91	на него	3	4
92	в основе	4	4
93	находится в	2	4
94	связи с	2	4
95	должны быть	1	4
96	здесь не	1	4
97	в пределах	13	4
98	другими словами	1	4
99	того что	1	4
100	потому что	8	4
101	так что	2	4
102	в большинстве	2	4
103	большинстве случаев	2	4
104	к ним	1	4
105	а именно	1	4
106	и пр	3	4
107	превращается в	4	4
108	один из	2	4
109	социальной жизни	2	4
110	могут быть	6	4
111	там где	10	4
112	друг с	2	4
113	как будто	3	4
114	все это	6	4
115	хотя бы	2	4
116	но это	4	4
117	и другие	1	4
118	они не	4	4
119	исходит из	1	3
120	и должен	1	3
121	время как	1	3
122	я не	3	3
123	то это	1	3
124	и он	1	3
125	по отношению	8	3
126	перед нами	5	3
127	могли бы	2	3
128	точку зрения	6	3
129	при этом	2	3
130	не как	14	3
131	и по	1	3
132	на этом	1	3
133	же не	2	3
134	в другом	1	3
135	из них	1	3
136	почти не	1	3
137	в котором	2	3
138	в их	3	3
139	бы быть	1	3
140	по себе	8	3
141	раз и	4	3
142	в то	10	3
143	на котором	3	3
144	дело в	1	3
145	того как	1	3
146	с другом	1	3
147	у меня	1	3
148	же самое	1	3
149	должен быть	1	3
150	как мы	4	3
151	бы дать	1	3
152	для этого	1	3
153	ли он	1	3
154	в какой	1	3
155	и его	14	3
156	уже не	13	3
157	если мы	1	3
158	в начале	1	3
159	или даже	2	3
160	и их	1	3
161	то время	1	3
162	тем что	4	3
163	в форме	7	3
164	именно в	5	3
165	из которых	2	3
166	это за	1	3
167	что же	4	3
168	в книге	1	3
169	не непосредственно	1	3
170	будто бы	1	3
171	отношению к	8	3
172	к сожалению	1	3
173	точно так	1	3
174	отношения к	3	2
175	одним из	6	2
176	же как	1	2
177	мы привели	1	2
178	и потому	6	2
179	оно может	2	2
180	в зависимости	5	2
181	из всех	1	2
182	другой вопрос	1	2
183	зависимости от	5	2
184	к своему	1	2
185	бы то	2	2
186	во всех	1	2
187	то он	2	2
188	а только	1	2
189	точка зрения	12	2
190	ответ на	1	2
191	должны были	1	2
192	относится к	1	2
193	первый взгляд	1	2
194	как в	6	2
195	однако не	2	2
196	как уже	1	2
197	и как	7	2
198	в действительности	1	2
199	от этого	1	2
200	за собой	1	2
201	поэтому он	1	2
202	в целом	6	2
203	он в	3	2
204	тут и	2	2
205	в тех	1	2
206	тоже не	2	2
207	в себе	7	2
208	как он	1	2
209	свой материал	1	2
210	вследствие этого	2	2
211	и если	1	2
212	в нем	19	2
213	он не	5	2
214	всех этих	2	2
215	он должен	1	2
216	и вот	1	2
217	то ни	2	2
218	ее нельзя	1	2
219	и мы	1	2
220	но уже	1	2
221	нет в	1	2
222	ни одной	2	2
223	мы видели	1	2
224	ведет к	1	2
225	в чистом	1	2
226	должно быть	4	2
227	на первый	1	2
228	для него	18	2
229	но если	1	2
230	героя из	1	2
231	однако в	2	2
232	но они	2	2
233	и другое	1	2
234	в русской	1	2
235	самого начала	2	2
236	одна из	3	2
237	только из	1	2
238	так чтобы	4	2
239	не могут	6	2
240	всего в	1	2
241	в области	1	2
242	не есть	2	2
243	отсюда вытекает	1	2
244	быть назван	1	2
245	на вопрос	2	2
246	в ее	1	2
247	и этим	3	2
248	с самого	1	2
249	приводит к	3	2
250	и когда	1	2
251	а пока	1	2
252	с героем	2	2
253	поэтому в	2	2
254	с ним	5	2
255	ничего не	5	2
256	о нем	9	2
257	этой мысли	1	2
258	между тем	5	2
259	во всей	2	2
260	и только	1	2
261	непосредственно в	2	2
262	здесь в	1	2
263	в свете	4	2
264	и она	1	2
265	большей или	1	2
266	тот же	2	2
267	одной из	1	2
268	прошлого и	1	2
269	по этому	1	2
270	именно на	2	2
271	себя в	1	2
272	то и	2	2
273	ни было	2	2
274	здесь же	1	2
275	его и	2	2
276	был бы	6	2
277	не так	1	2
278	вовсе не	7	2
279	само по	3	2
280	как раз	6	2
281	были бы	4	2
282	в особенности	1	2
283	со стороны	1	2
284	одном месте	1	2
285	даже не	1	2
286	с ней	1	2
287	а с	1	2
288	что не	1	2
289	на этот	2	2
290	не на	4	2
291	зависит от	1	2
292	его как	4	2
293	вступает в	1	2
294	уже у	1	2
295	конечно не	2	2
296	как бы	19	2
297	хотя он	1	2
298	в основном	1	2
299	у вас	2	2
300	нисколько не	2	2
301	рассматривать как	1	2
302	вопрос в	1	2
303	не существует	1	2
304	и от	2	2
305	бы в	3	2
306	всякого рода	1	2
307	или меньшей	1	2
308	не дает	3	2
309	между ними	2	2
310	в рамках	1	2
311	была бы	3	2
312	то здесь	1	2
313	в частности	1	2
314	это было	1	2
315	к этому	1	2
316	это однако	1	1
317	также что	1	1
318	не должны	1	1
319	относится и	1	1
320	художественного произведения	1	1
321	тон рассказа	1	1
322	все остальное	2	1
323	на самом	5	1
324	он может	3	1
325	это и	5	1
326	по этим	1	1
327	и есть	2	1
328	тем же	1	1
329	впечатление что	1	1
330	в первом	1	1
331	из его	2	1
332	она все	1	1
333	те же	2	1
334	противном случае	1	1
335	и больше	1	1
336	едва ли	1	1
337	видел и	1	1
338	форма его	1	1
339	мы уже	2	1
