N	3gram	Bakhtin_Pr_2	Narrotol
1	в том что	1	8
2	по отношению к	5	5
3	в отличие от	4	5
4	с одной стороны	1	5
5	о том что	1	4
6	к тому же	3	4
7	тем не менее	2	4
8	к себе самому	3	3
9	но при этом	2	3
10	той или иной	3	3
11	то же время	5	3
12	можно сказать что	1	3
13	в то же	5	3
14	хотя и не	2	2
15	с точки зрения	8	2
16	на самом деле	1	2
17	но и в	1	2
18	и т п	9	2
19	и не может	4	2
20	в равной степени	1	2
21	не только не	1	2
22	не может быть	4	2
23	времени и пространства	1	2
24	как бы в	4	2
25	воспринимает ее как	1	1
26	а между тем	1	1
27	не может не	1	1
28	одной стороны и	1	1
29	при всей ее	1	1
30	в той или	3	1
31	так сказать с	1	1
32	лишь то что	1	1
33	прежде всего на	1	1
34	и в жизни	1	1
35	иметь в виду	1	1
36	как бы не	1	1
37	более или менее	3	1
38	отношению к себе	1	1
39	в этом последнем	1	1
40	в самом деле	4	1
41	в этом смысле	2	1
42	никак не может	3	1
43	то же самое	1	1
44	как раз и	2	1
45	в таком случае	1	1
46	не входит в	1	1
47	и так или	1	1
48	и все что	1	1
49	того и другого	2	1
50	вместо того чтобы	1	1
51	в другом человеке	2	1
52	что с точки	1	1
53	можно было бы	3	1
54	на этот вопрос	2	1
55	до сих пор	7	1
56	то что было	1	1
57	так или иначе	1	1
58	то время как	2	1
59	но и внутренняя	1	1
60	что же было	1	1
61	в том или	2	1
62	в связи с	1	1
63	то что он	1	1
64	в нем не	1	1
65	во всяком случае	1	1
66	я не могу	2	1
67	и в других	1	1
68	этой точки зрения	1	1
69	здесь не только	1	1
70	в то время	2	1
71	так и в	1	1
72	перед нами простой	1	1
73	не в его	1	1
74	никогда не бывает	1	1
75	самим собой в	1	1
76	в большинстве случаев	8	1
77	в процессе перехода	1	1
78	том или ином	1	1
79	здесь не в	1	1
80	и в другом	1	1
