N	3gram	Bakhtin_Fr_4	DiskursI
1	в отличие от	1	12
2	в данном случае	1	6
3	в том что	1	6
4	то же время	8	5
5	в этом отношении	1	4
6	в то же	8	4
7	с одной стороны	2	4
8	так и в	1	3
9	не может быть	1	3
10	о том что	2	3
11	и того же	1	2
12	одной стороны и	1	2
13	подобно тому как	3	2
14	в соответствии с	1	2
15	с точки зрения	2	2
16	между жизнью и	1	2
17	и не может	1	2
18	одно и то	1	2
19	и то что	1	2
20	жизнью и смертью	1	2
21	и то же	1	2
22	и как бы	1	2
23	по природе своей	1	2
24	дело в том	1	2
25	на первый взгляд	1	2
26	одного и того	1	2
27	в чем не	1	1
28	между ними здесь	1	1
29	другой стороны в	1	1
30	с другой стороны	3	1
31	который бы не	1	1
32	и в то	4	1
33	до известной степени	1	1
34	но это не	1	1
35	а с другой	1	1
36	к одному из	1	1
37	в это время	1	1
38	а также и	1	1
39	содержали в себе	1	1
40	это своего рода	2	1
41	быть и не	1	1
42	клятвы и проклятия	1	1
43	ни в чем	1	1
44	при этом и	1	1
45	и т.п в	2	1
46	то есть в	2	1
47	с самого начала	3	1
48	в конечном счете	1	1
49	тем что он	1	1
50	включает в себя	1	1
51	можно сказать что	1	1
52	в полной мере	1	1
53	в большинстве случаев	5	1
54	в том числе	3	1
55	лицом к лицу	1	1
56	том числе и	2	1
