N	2gram	Vygotskiy__4	PoTuStor
1	может быть	22	17
2	и в	33	16
3	в этом	28	9
4	таким образом	13	9
5	и только	7	9
6	мы можем	5	9
7	прежде всего	2	9
8	и с	2	8
9	точки зрения	6	8
10	и его	5	8
11	к матери	1	8
12	не может	10	8
13	совершенно не	4	8
14	с его	2	7
15	не только	7	7
16	сказать что	13	7
17	самом деле	12	6
18	конечно не	3	6
19	при этом	2	6
20	с точки	4	6
21	и это	5	6
22	для него	1	6
23	и к	2	6
24	еще не	1	5
25	в чем	1	5
26	все эти	6	5
27	что такое	1	5
28	только для	1	5
29	ни в	3	5
30	как бы	25	5
31	на самом	6	4
32	и ее	2	4
33	и на	5	4
34	и наконец	2	4
35	но в	2	4
36	в этой	9	4
37	в нем	7	4
38	и может	5	4
39	его в	3	4
40	в один	1	4
41	мысли и	1	4
42	все это	13	4
43	самого начала	5	4
44	как мы	4	4
45	с ее	3	4
46	с самого	5	4
47	так и	3	4
48	но мы	2	4
49	можно сказать	2	4
50	в его	10	4
51	только в	4	4
52	и их	1	4
53	так как	12	4
54	и даже	1	4
55	но и	3	4
56	и не	13	4
57	и все	12	4
58	хотя бы	2	4
59	едва ли	2	3
60	и значение	1	3
61	во всех	2	3
62	в общем	1	3
63	и есть	4	3
64	и как	5	3
65	чувств и	1	3
66	на две	2	3
67	и вот	6	3
68	их в	3	3
69	на этом	3	3
70	этом смысле	1	3
71	том что	22	3
72	во время	6	3
73	сих пор	3	3
74	в одном	3	3
75	в основе	3	3
76	до сих	3	3
77	две группы	1	3
78	те же	2	3
79	на язык	1	3
80	в конечном	1	3
81	и она	2	3
82	в том	21	3
83	только на	1	3
84	мы знаем	2	3
85	всяком случае	3	3
86	даже не	2	3
87	и др	1	3
88	ребенка и	1	3
89	вместе с	8	3
90	и потому	2	3
91	как это	14	3
92	быть это	2	3
93	ко всякому	1	3
94	матери и	1	3
95	что в	21	3
96	в этих	1	3
97	а в	4	3
98	то что	44	3
99	жизни и	4	3
100	во всяком	3	3
101	нем нет	2	2
102	же как	3	2
103	нам кажется	2	2
104	в самом	12	2
105	и этот	3	2
106	мы уже	5	2
107	мы не	5	2
108	и о	4	2
109	говорить о	3	2
110	что можно	1	2
111	того же	1	2
112	из этих	2	2
113	совсем не	1	2
114	но как	1	2
115	конечном счете	1	2
