N	3gram	Vinokur_Ku_3	Narrotol
1	в том что	8	8
2	с одной стороны	4	7
3	о том что	3	6
4	по отношению к	2	6
5	в том числе	2	6
6	в отличие от	2	5
7	не может быть	3	5
8	все те же	1	4
9	читателя или слушателя	1	4
10	в данном случае	4	4
11	к тому же	2	4
12	с другой стороны	3	4
13	той или иной	5	4
14	но все же	1	4
15	на себя внимание	2	3
16	бы то ни	1	3
17	обращает на себя	1	3
18	тем не менее	9	3
19	то же время	1	3
20	в свою очередь	1	3
21	в то же	1	3
22	именно в том	1	2
23	в той или	2	2
24	более или менее	2	2
25	с точки зрения	16	2
26	в таком случае	2	2
27	можно было бы	10	2
28	то или иное	2	2
29	ту или иную	1	2
30	не то что	1	2
31	так же как	1	2
32	в первом случае	2	2
33	не только в	3	2
34	в известном смысле	2	2
35	значении этого слова	1	2
36	в связи с	4	2
37	этой точки зрения	1	2
38	того или иного	3	2
39	а во втором	1	2
40	в отвлечении от	1	2
41	в конечном счете	1	2
42	и того же	2	1
43	следует отметить что	1	1
44	точки зрения как	1	1
45	поскольку с одной	1	1
46	а не с	1	1
47	прежде всего в	1	1
48	на самом деле	3	1
49	в самом деле	11	1
50	в этом смысле	1	1
51	то же самое	1	1
52	по крайней мере	1	1
53	самом деле не	2	1
54	до сих пор	8	1
55	тот или иной	2	1
56	и в то	1	1
57	сам по себе	3	1
58	а в особенности	1	1
59	при этом что	2	1
60	в первую очередь	3	1
61	только то что	2	1
62	возможна не только	1	1
63	в той мере	1	1
64	или иной степени	1	1
65	а то и	1	1
66	с этой точки	1	1
67	может быть и	1	1
68	и тот же	2	1
69	все без исключения	1	1
70	и при этом	1	1
71	что именно в	1	1
72	а с другой	3	1
73	то что он	1	1
74	или иной форме	1	1
75	а не как	1	1
76	мере в какой	1	1
77	в свое время	2	1
78	один и тот	2	1
79	ни одного слова	1	1
80	так и в	3	1
81	в том чтобы	3	1
82	само по себе	1	1
83	далеко не все	1	1
84	и прежде всего	1	1
85	не с точки	1	1
86	одного и того	2	1
87	друг от друга	1	1
88	тем более что	2	1
89	по происхождению являются	1	1
90	есть прежде всего	1	1
91	тех или иных	1	1
92	той мере в	1	1
93	от друга в	1	1
94	как мы видели	2	1
