N	3gram	Voloshinov_1	Problema
1	в настоящее время	6	16
2	тем не менее	2	12
3	в таком случае	2	10
4	во всяком случае	2	10
5	в конце концов	3	7
6	в этом случае	3	7
7	так или иначе	1	6
8	в этом смысле	2	5
9	с одной стороны	1	5
10	в связи с	7	5
11	с другой стороны	5	5
12	то же самое	3	5
13	более или менее	1	4
14	до сих пор	8	4
15	тот или иной	1	4
16	отношение знака к	2	4
17	до тех пор	2	4
18	и вовсе не	1	4
19	в то же	3	4
20	есть прежде всего	1	4
21	сама по себе	2	4
22	в том что	3	4
23	на первый план	2	3
24	хотя бы и	1	3
25	но и в	1	3
26	если мы скажем	2	3
27	мы скажем что	1	3
28	знак и что	1	3
29	не может быть	13	3
30	это значит что	1	3
31	можно сказать что	3	3
32	от знака к	1	2
33	или хотя бы	2	2
34	всякий знак и	1	2
35	как только мы	1	2
36	и той же	2	2
37	на самом деле	1	2
38	в самом деле	9	2
39	в том числе	2	2
40	имеется в виду	1	2
41	в результате нашего	1	2
42	с самого начала	4	2
43	сами по себе	1	2
44	бы то ни	8	2
45	том числе и	2	2
46	можно было бы	2	2
47	но если мы	1	2
48	для нашей темы	1	2
49	может быть только	1	2
50	может быть и	3	2
51	для того чтобы	3	2
52	если мы возьмем	1	2
53	не только в	1	2
54	само по себе	1	2
55	и тот же	3	2
56	взятая сама по	1	2
57	у нас не	1	2
58	уже с самого	1	2
59	один и тот	3	2
60	одной и той	2	2
61	между собой и	1	2
62	для каждого данного	1	2
63	это и есть	2	2
64	связи с этим	3	2
65	ничего общего с	2	2
66	не только не	1	2
67	вопрос о том	2	2
68	подобно тому как	1	2
69	и прежде всего	2	2
70	друг от друга	1	2
71	и здесь мы	3	2
72	и все другие	1	1
73	отношение может быть	1	1
74	тот же самый	1	1
75	он сам и	1	1
76	что такое язык	1	1
77	прежде всего как	1	1
78	одним и тем	1	1
79	физических физиологических и	1	1
80	не в своем	1	1
81	тот и другой	1	1
82	для данного момента	1	1
83	чем иным как	1	1
84	самом деле если	2	1
85	имеются в виду	1	1
86	является не только	3	1
87	а в том	1	1
88	же как и	2	1
89	является не чем	1	1
90	и не может	9	1
91	в результате чего	1	1
92	или совсем не	1	1
93	в ту или	1	1
94	языка как системы	5	1
95	на самом же	2	1
96	в этом отношении	3	1
97	таком случае оно	1	1
98	связаны между собой	1	1
99	как мы уже	1	1
100	если мы прибавим	1	1
101	и потому в	1	1
102	ни в какой	1	1
103	нас не будет	1	1
104	и осуществляется в	1	1
105	от речи в	1	1
106	так же как	2	1
107	не чем иным	1	1
108	не несет с	1	1
109	вообще не существует	1	1
110	сих пор мы	1	1
111	то ни было	8	1
112	очень важный момент	1	1
113	не является только	1	1
114	и этот момент	2	1
115	значения со знаком	1	1
116	в нашем случае	1	1
117	в последнее время	1	1
118	в едином и	1	1
119	знака к другим	1	1
120	какой бы то	1	1
121	при этом условии	2	1
122	все более и	1	1
123	перестает быть знаком	1	1
124	в точном смысле	1	1
125	науки о языке	3	1
126	самом же деле	2	1
127	так и от	1	1
128	то что слово	2	1
129	таком случае можно	1	1
130	к частному и	1	1
131	от того что	2	1
132	так и в	1	1
133	не менее совершенно	1	1
134	самое это отношение	1	1
135	и тем же	1	1
136	язык как система	6	1
137	только в плане	1	1
138	именно то что	1	1
139	и др о	1	1
140	мы не будем	3	1
141	его так сказать	1	1
142	и мышления в	1	1
143	более и более	1	1
144	той или иной	1	1
145	но все же	3	1
146	ту или иную	1	1
147	ни о каком	1	1
148	в другом случае	1	1
149	в данном контексте	1	1
150	допустим что мы	1	1
151	в узком смысле	2	1
152	это вовсе не	1	1
153	необходимо чтобы он	1	1
154	во многих отношениях	1	1
155	связь значения со	1	1
