N	2gram	Tiupa_Disk_1	Analitik
1	в тексте	2	24
2	художественной реальности	1	20
3	тогда как	19	19
4	в этом	15	18
5	не только	28	16
6	литературного произведения	3	16
7	и в	16	16
8	в частности	9	16
9	так и	8	15
10	как и	16	14
11	своего рода	8	12
12	но и	14	12
13	и не	11	12
14	том что	19	12
15	в том	23	12
16	иначе говоря	2	11
17	в качестве	34	11
18	при этом	13	10
19	могут быть	4	10
20	а не	22	10
21	как бы	5	10
22	в этой	2	9
23	лишь в	4	9
24	в пределах	2	9
25	и даже	3	9
26	то есть	20	9
27	всего лишь	1	8
28	в целом	4	8
29	представляет собой	17	8
30	состоит в	9	8
31	в данном	5	8
32	не случайно	1	8
33	и т.п	12	8
34	отнюдь не	8	8
35	особенно в	1	7
36	к тому	5	7
37	а также	8	7
38	о том	8	7
39	в себе	7	7
40	художественного целого	1	7
41	то что	5	7
42	в самом	3	6
43	и на	5	6
44	но в	8	6
45	в мире	1	6
46	говорить о	1	6
47	может быть	17	6
48	с другой	10	6
49	как это	1	6
50	текста в	2	6
51	на себя	2	5
52	в сторону	4	5
53	и к	4	5
54	данном случае	2	5
55	с одной	9	5
56	говорит о	1	5
57	в контексте	1	5
58	того же	3	4
59	между двумя	1	4
60	по преимуществу	1	4
61	в сущности	2	4
62	совпадает с	2	4
63	столь же	3	4
64	как правило	4	4
65	но не	11	4
66	по отношению	9	4
67	за пределы	2	4
68	как в	10	4
69	в своем	6	4
70	хотя и	2	4
71	в себя	5	4
72	он в	1	4
73	тому же	5	4
74	внутренней речи	2	4
75	уже говорилось	1	4
76	нашего времени	1	4
77	на этом	2	4
78	то же	7	4
79	не с	3	4
80	и тем	2	4
81	тем самым	1	4
82	для него	4	4
83	точки зрения	3	4
84	в ходе	3	4
85	не в	7	4
86	и композиция	1	4
87	в конце	1	4
88	коммуникативного события	14	4
89	и является	1	4
90	имеет место	3	4
91	не менее	2	4
92	во второй	1	4
93	можно сказать	5	4
94	времени в	2	4
95	во всех	5	4
96	композиционная форма	1	4
97	только в	7	4
98	и его	2	4
99	уже не	4	4
100	как раз	1	4
101	одной стороны	9	4
102	не может	9	4
103	этом случае	1	4
104	о его	1	4
105	отношению к	9	4
106	и то	1	3
107	в ситуации	3	3
108	едва ли	2	3
109	в их	5	3
110	в конечном	1	3
111	мы имеем	2	3
112	высказывания в	6	3
113	своей судьбы	1	3
114	ему в	2	3
115	не был	1	3
116	что касается	2	3
117	как уже	3	3
118	в нашем	1	3
119	на его	4	3
120	и сам	1	3
121	содержит в	1	3
122	подобно тому	2	3
123	обнаруживает себя	1	3
124	несмотря на	1	3
125	автора и	1	3
126	не мог	1	3
127	внутритекстовых дискурсов	1	3
128	не столько	1	3
129	тем не	1	3
130	по крайней	2	3
131	и субъектной	1	3
132	жизненной позиции	1	3
133	никогда не	2	3
134	имеем дело	2	3
135	сводится к	5	3
136	тем что	3	3
137	как будто	1	3
138	этом отношении	1	3
139	что на	1	3
140	ни о	1	3
141	той или	3	3
142	как мы	2	3
143	в организации	2	3
144	приводит к	2	3
145	в результате	1	3
146	если бы	1	3
147	в словах	1	3
148	и т.д	4	3
149	одного из	2	3
150	того или	2	3
151	что и	3	3
152	крайней мере	2	3
153	и все	2	3
154	одной из	4	3
155	с ними	1	3
156	являет собой	3	3
157	объектной и	1	3
158	есть в	2	3
159	я в	1	3
160	из них	3	3
161	при всей	3	3
162	только на	1	3
163	со стороны	7	3
164	или иной	5	3
165	именно в	3	3
166	было бы	1	3
167	текста это	1	3
168	выбор слова	1	3
169	в рамках	5	3
170	из трех	1	3
171	и за	1	3
172	или иного	1	3
173	тому как	3	3
174	этого слова	1	3
175	или в	2	3
176	на небесах	2	3
177	и одновременно	2	3
178	романа в	1	3
179	прежде всего	11	3
180	а в	5	3
181	на смену	3	3
182	не знает	1	3
183	в действительности	3	3
184	речь идет	1	2
185	отношения к	2	2
186	таком случае	1	2
187	и до	1	2
188	из его	1	2
189	той же	1	2
190	а как	1	2
191	из своих	1	2
192	в изложении	1	2
193	и он	2	2
194	субъекта объекта	1	2
195	еще не	14	2
196	иного рода	1	2
197	конечном счете	1	2
198	отличие от	5	2
199	как говорит	1	2
200	в значительной	2	2
201	о жизни	1	2
202	себе не	3	2
203	в противоположность	2	2
204	речевого потока	1	2
205	с их	1	2
206	на то	1	2
207	в случае	1	2
208	вследствие этого	3	2
209	не следует	2	2
210	он не	1	2
211	картины мира	1	2
212	что она	1	2
213	таким образом	3	2
214	значительной степени	2	2
215	текста как	1	2
216	это было	2	2
217	на протяжении	2	2
218	лирического дискурса	2	2
219	этом смысле	1	2
220	в речевом	1	2
221	по себе	3	2
222	и романа	1	2
223	соответствии с	2	2
224	еще в	3	2
225	в этих	1	2
