N	3gram	Propp_Morf_1	Istorich
1	и т д	39	16
2	в этих случаях	11	10
3	с другой стороны	4	8
4	в ином царстве	1	6
5	о том что	1	5
6	с одной стороны	1	4
7	на первый взгляд	3	4
8	в тех случаях	2	4
9	мы имеем в	1	4
10	тем не менее	4	4
11	имеем в сказке	3	4
12	в том что	3	4
13	случай мы имеем	3	3
14	начинается с того	2	3
15	во время боя	2	3
16	то что в	2	3
17	еще не все	1	3
18	мы видим что	9	3
19	не может быть	9	3
20	в данном случае	1	3
21	с того что	2	3
22	тех случаях когда	2	3
23	дело не в	2	3
24	то время как	3	2
25	между прочим и	1	2
26	точно так же	1	2
27	в брак и	1	2
28	и в других	1	2
29	имеют отношение к	1	2
30	т д в	2	2
31	после того как	1	2
32	но это не	1	2
33	можно предположить что	1	2
34	героя т е	1	2
35	до сих пор	1	2
36	здесь мы имеем	1	2
37	в этом и	1	2
38	что в сказке	1	2
39	связи с сватовством	4	2
40	образом мы видим	3	2
41	быть поставлен вопрос	1	2
42	мы не можем	1	2
43	таким образом мы	5	2
44	в то время	3	2
45	на свое место	1	2
46	есть и другие	2	2
47	так как такой	1	2
48	но все же	3	2
49	как и в	2	2
50	что и в	1	2
51	мы увидим что	1	2
52	о том как	1	1
53	таким образом что	1	1
54	к этому же	1	1
55	со змеем или	1	1
56	там где оно	2	1
57	это не всегда	1	1
58	при помощи которых	1	1
59	хотя и не	1	1
60	пытается извести героя	1	1
61	что под этим	1	1
62	и в сказках	1	1
63	мы видим таким	1	1
64	поставить вопрос о	1	1
65	с точки зрения	2	1
66	берет с собой	1	1
67	состоит в том	2	1
68	сам он не	1	1
69	которых говорилось выше	1	1
70	оно может быть	2	1
71	но так как	1	1
72	сказок где герой	1	1
73	по отношению к	4	1
74	здесь можно усмотреть	1	1
75	мост к нему	1	1
76	и может быть	1	1
77	в сказке №	10	1
78	т е мы	1	1
79	для наших целей	1	1
80	тех сказок где	1	1
81	животных и т	1	1
82	дочь милолику-царевну с	1	1
83	с тех пор	1	1
84	в этом случае	8	1
85	вышел на берег	1	1
86	о которых говорилось	1	1
87	мою дочь милолику-царевну	1	1
88	то же можно	1	1
89	ниже мы увидим	1	1
90	в оловянном царстве	1	1
91	этих случаях требуется	1	1
92	что он может	1	1
93	может быть изучена	1	1
94	дело совсем не	1	1
95	в иных случаях	2	1
96	не входит в	1	1
97	ответить на вопрос	1	1
98	в иное царство	5	1
99	бы то ни	3	1
100	как мы увидим	4	1
101	трудные задачи представляют	1	1
102	т д но	4	1
103	независимо от того	3	1
104	можно сделать из	2	1
105	в большинстве случаев	3	1
106	задачи следует брак	1	1
107	жениться на дочери	1	1
108	провести семь лет	1	1
109	можем наблюдать что	1	1
110	одна из них	1	1
111	члены семьи или	1	1
112	здесь вслед за	1	1
113	в другой сказке	1	1
114	первый взгляд кажется	1	1
115	не можем обойти	1	1
116	мы увидим дальше	1	1
117	в таких случаях	2	1
118	вплоть до наших	1	1
119	том что такое	1	1
120	же можно сказать	1	1
121	к заключению что	1	1
122	мы пока просто	1	1
123	один из них	1	1
124	на обратном пути	1	1
125	то ни было	2	1
126	то же происходит	1	1
127	так как не	1	1
128	с золотыми яблоками	1	1
129	в качестве примера	1	1
130	выводы можно сделать	1	1
131	они играют в	1	1
132	бой со змеем	3	1
133	друг на друга	2	1
134	то это значит	1	1
135	семь лет в	1	1
136	в связи с	8	1
137	требует чтобы герой	3	1
138	то что он	1	1
139	как бы то	1	1
140	она все же	1	1
141	на составные части	1	1
142	мы имеем здесь	1	1
143	первый взгляд все	1	1
144	может быть названо	3	1
145	как в начале	1	1
146	на вопрос что	1	1
147	а не от	1	1
148	до наших дней	2	1
149	в сказке о	1	1
150	здесь перед нами	1	1
151	этом и нет	1	1
152	более или менее	2	1
153	мы увидим ниже	5	1
154	трудная задача в	1	1
155	мы легко узнаем	1	1
156	в приведенных случаях	1	1
157	похожи друг на	1	1
158	что они должны	1	1
159	для тех сказок	1	1
160	видим что сказка	1	1
161	и что его	1	1
162	доходит до места	1	1
163	приводят к тому	1	1
164	это значит что	1	1
165	взгляд кажется что	1	1
166	видим таким образом	1	1
167	с собой в	1	1
168	или духа в	1	1
169	за ночь дворец	1	1
170	сюда же относится	1	1
171	такой случай мы	1	1
172	мы можем наблюдать	1	1
173	как видно будет	1	1
174	лет в оловянном	1	1
175	с сватовством можно	1	1
176	в колодец и	1	1
177	может быть поставлен	1	1
178	к тому что	3	1
179	на друга что	1	1
180	задачи представляют собой	1	1
181	решение трудной задачи	1	1
182	случай в сказке	2	1
183	но для наших	1	1
184	на коне поцелует	1	1
