N	3gram	Trubetskoy_1	slovoVRo
1	не может быть	4	15
2	в этом случае	3	6
3	в значительной степени	1	6
4	той или иной	3	5
5	в большинстве случаев	2	5
6	по отношению к	1	4
7	во всех областях	1	4
8	то же время	10	4
9	но все же	1	4
10	в то же	10	4
11	в том что	7	4
12	с точки зрения	9	3
13	сама по себе	2	3
14	в этом отношении	1	3
15	но в то	1	3
16	в свою очередь	1	2
17	более или менее	4	2
18	до сих пор	5	2
19	лишь тогда когда	1	2
20	в основе его	1	2
21	тот факт что	2	2
22	во всяком случае	6	2
23	всех областях жизни	1	2
24	в связи с	1	2
25	для того чтобы	6	2
26	в этой роли	1	1
27	а следовательно и	2	1
28	то есть не	1	1
29	в том числе	1	1
30	которых мы говорили	1	1
31	по самому своему	2	1
32	не может не	3	1
33	и не только	1	1
34	мы говорили в	2	1
35	может стремиться к	1	1
36	до известной степени	1	1
37	лишь при условии	2	1
38	том числе и	1	1
39	именно так как	1	1
40	и не может	3	1
41	перед нами не	1	1
42	жизни и в	1	1
43	на то что	4	1
44	в лучшем случае	3	1
45	в применении к	1	1
46	момент необходимый для	1	1
47	по себе еще	1	1
48	что он не	2	1
49	всяком случае не	1	1
50	самому своему существу	1	1
51	только с точки	1	1
52	в этом направлении	2	1
53	тем не менее	1	1
54	о том что	2	1
55	того или иного	2	1
56	а в том	1	1
57	во всех этих	1	1
58	друг к другу	1	1
59	с самого начала	1	1
60	точки зрения здесь	1	1
61	речь идет о	1	1
62	основе его лежит	1	1
63	возможно лишь при	4	1
64	говорить и писать	1	1
65	и ту же	1	1
66	в другом случае	2	1
67	мы не знаем	1	1
68	в его целом	1	1
69	о которых мы	1	1
70	тех или иных	1	1
71	жизни перед нами	1	1
72	необходимо иметь в	1	1
73	одну и ту	1	1
74	всех этих случаях	1	1
75	она не может	2	1
