N	3gram	Tiupa_Vved_1	Problema
1	о том что	4	9
2	в том что	3	8
3	в связи с	1	7
4	с другой стороны	1	5
5	тем не менее	3	5
6	по крайней мере	1	4
7	с одной стороны	5	3
8	в этом смысле	1	3
9	может быть только	1	3
10	можно сказать что	1	3
11	а с другой	2	3
12	не что иное	1	3
13	в настоящее время	1	3
14	как будто бы	3	3
15	что иное как	1	3
16	все же не	1	3
17	на первом плане	1	3
18	в таком случае	1	2
19	по отношению к	7	2
20	но и в	2	2
21	в том числе	1	2
22	в результате чего	1	2
23	как и у	1	2
24	на то что	1	2
25	во всяком случае	1	2
26	в данном случае	6	2
27	не может быть	3	2
28	как мы увидим	1	1
29	это не так	1	1
30	это свидетельствует о	1	1
31	не было и	1	1
32	было бы не	1	1
33	в то же	4	1
34	то есть с	1	1
35	человеческой жизни в	1	1
36	и в этом	1	1
37	которая может быть	1	1
38	но это не	1	1
39	свидетельствует о том	1	1
40	к тому же	4	1
41	у него нет	1	1
42	мере в какой	2	1
43	здесь не в	1	1
44	видя в нем	1	1
45	во времени и	1	1
46	на первый взгляд	1	1
47	состоит в том	2	1
48	можно было бы	2	1
49	на самом деле	3	1
50	мы увидим ниже	1	1
51	не только в	2	1
52	в этом отношении	4	1
53	едва ли не	2	1
54	той или иной	2	1
55	содержит в себе	1	1
56	то же время	3	1
57	по аналогии с	1	1
58	том числе и	1	1
59	и все же	4	1
60	не входит в	1	1
61	друг на друга	1	1
62	в нем не	1	1
63	времени и пространстве	1	1
64	то есть в	1	1
65	истории вообще не	1	1
66	хотя и не	1	1
67	о том как	1	1
