N	3gram	Bakhtin_fo_2	Dialekti
1	и т д	3	19
2	с точки зрения	8	12
3	это значит что	2	9
4	в том что	3	7
5	то же время	4	4
6	одно и то	1	4
7	и то же	1	4
8	с другой стороны	1	4
9	в то же	4	4
10	может быть и	2	3
11	в конце концов	1	3
12	и в этом	3	3
13	не может быть	1	3
14	можно сказать что	1	3
15	той или иной	1	3
16	было бы и	1	2
17	на самом деле	1	2
18	в себе самом	1	2
19	до сих пор	2	2
20	и в то	3	2
21	что он не	1	2
22	не было бы	2	2
23	в этом отношении	2	2
24	и т п	11	2
25	так как он	1	2
26	с одной стороны	1	2
27	вещей и явлений	6	2
28	по сравнению с	1	2
29	прежде всего необходимо	1	2
30	и в нем	1	2
31	одна и та	2	2
32	ни в чем	1	2
33	о том что	1	2
34	к тому что	1	2
35	и та же	2	2
36	мир в котором	1	1
37	в чем не	1	1
38	в той или	1	1
39	другой стороны в	1	1
40	что в основе	1	1
41	то время как	1	1
42	в виду что	1	1
43	и чаще всего	1	1
44	чистом виде но	1	1
45	и в особенности	3	1
46	дальше и не	1	1
47	так что в	1	1
48	и как он	1	1
49	со всеми ее	1	1
50	в их живой	2	1
51	у него и	1	1
52	они вовсе не	1	1
53	как то что	1	1
54	сами по себе	2	1
55	можно говорить о	1	1
56	как мы увидим	1	1
57	только в том	1	1
58	все это мы	1	1
59	и только свет	1	1
60	точки зрения не	3	1
61	жизнь со всеми	1	1
62	первый взгляд может	1	1
63	каждом из них	2	1
64	она ни в	1	1
65	с другом в	1	1
66	бы она ни	2	1
67	взгляд может показаться	1	1
68	но в то	1	1
69	в то время	1	1
70	жизнь и смерть	2	1
71	и должно быть	2	1
72	все больше и	1	1
73	во всех этих	3	1
74	богов и т	1	1
75	она ни была	2	1
76	в связи с	7	1
77	это не значит	1	1
78	таким образом и	1	1
79	связи с этим	2	1
80	бы не было	1	1
81	но в конце	1	1
82	не был бы	1	1
83	могла быть только	1	1
84	и в них	1	1
85	с самого начала	1	1
86	может показаться что	1	1
87	но все же	1	1
88	что они вовсе	1	1
89	друг от друга	2	1
90	больше и больше	1	1
91	есть прежде всего	1	1
92	друг с другом	4	1
93	для того чтобы	7	1
94	нечего и говорить	1	1
95	на первый взгляд	1	1
96	то же самое	2	1
