N	3gram	Tiupa_Anal_3	StatiiOP
1	в том что	7	16
2	о том что	5	11
3	в этом отношении	3	9
4	том что он	2	5
5	до сих пор	1	5
6	для того чтобы	1	5
7	дело в том	2	4
8	что он не	1	4
9	обратить внимание на	1	4
10	тот факт что	1	4
11	в одном из	1	3
12	с другой стороны	5	3
13	во всяком случае	2	3
14	вопрос о том	1	3
15	речь идет о	1	3
16	к тому времени	1	2
17	в сочетании с	3	2
18	не только по	1	2
19	с точки зрения	2	2
20	в отличие от	2	2
21	как раз в	1	2
22	в значительной степени	2	2
23	не столько в	1	2
24	всяком случае не	1	2
25	не в том	1	2
26	для него самого	1	2
27	так и в	1	2
28	не только не	3	2
29	в самом деле	1	2
30	тем не менее	2	2
31	к тому же	3	2
32	отвечает на этот	1	1
33	а между тем	1	1
34	не говоря уже	1	1
35	на самом деле	1	1
36	в этом смысле	1	1
37	в ответ на	2	1
38	принадлежат к числу	1	1
39	идет о том	1	1
40	между тем в	1	1
41	сам по себе	1	1
42	ни у кого	1	1
43	при этом и	1	1
44	именно вследствие этого	1	1
45	говоря уже о	1	1
46	на этот вопрос	1	1
47	в царском селе	1	1
48	тогда как у	1	1
49	с тех пор	1	1
50	именно в этом	1	1
51	в зависимости от	1	1
52	нам еще предстоит	1	1
53	в данном случае	3	1
54	или иначе в	1	1
55	главы евгения онегина	1	1
56	в известном смысле	1	1
57	не столько как	1	1
58	так или иначе	1	1
59	в связи с	1	1
60	так и на	1	1
61	не только к	2	1
62	прежде всего к	1	1
63	в свое время	2	1
64	относится не только	1	1
65	произведения но и	1	1
66	по отношению к	7	1
67	то же время	3	1
68	заключается в том	1	1
69	достаточно обратить внимание	1	1
70	в том чтобы	1	1
71	в свою очередь	4	1
72	в этом случае	1	1
73	в связь с	1	1
74	как бы ни	1	1
75	смешно как мелодрама	1	1
76	в статье о	1	1
77	и в особенности	1	1
78	внимание лишь на	1	1
79	в сущности говоря	1	1
80	вольному воля а	1	1
81	в то же	3	1
82	можно судить по	1	1
83	таким образом в	1	1
84	дело не в	1	1
85	воспоминания в царском	1	1
