N	3gram	Tiupa_Anal_3	Myshleni
1	с точки зрения	2	18
2	для того чтобы	1	15
3	в том что	7	15
4	с другой стороны	5	9
5	с одной стороны	2	8
6	по отношению к	7	7
7	заключается в том	1	6
8	о том что	5	6
9	не может быть	1	5
10	до сих пор	1	4
11	мы не станем	1	4
12	в этом отношении	3	4
13	можно сказать что	2	4
14	сам по себе	1	3
15	в том чтобы	1	3
16	во всяком случае	2	3
17	в свою очередь	4	3
18	друг от друга	1	3
19	если бы он	1	2
20	по своей природе	1	2
21	и той же	2	2
22	том что он	2	2
23	в известном смысле	1	2
24	как если бы	1	2
25	в зависимости от	1	2
26	в единое целое	1	2
27	в сущности говоря	1	2
28	со всеми остальными	1	2
29	на этот вопрос	1	2
30	то же время	3	2
31	именно в этом	1	2
32	в данном случае	3	2
33	в значительной степени	2	2
34	а с другой	1	2
35	в одном из	1	2
36	в самом деле	1	2
37	речь идет о	1	2
38	в то же	3	2
39	одной и той	2	2
40	раз в том	1	1
41	в чистом виде	1	1
42	к этому же	1	1
43	это говоря словами	1	1
44	дело в том	2	1
45	на самом деле	1	1
46	в этом смысле	1	1
47	в ответ на	2	1
48	значении этого слова	1	1
49	тем более что	1	1
50	но и как	1	1
51	если говорить о	1	1
52	что он не	1	1
53	в отличие от	2	1
54	тех случаях когда	1	1
55	хотя и не	1	1
56	по нашему убеждению	1	1
57	и как бы	1	1
58	по крайней мере	4	1
59	что было бы	1	1
60	ту или иную	1	1
61	как раз в	1	1
62	едва ли не	2	1
63	том что мы	1	1
64	не было никакой	1	1
65	не только в	1	1
66	однако и здесь	1	1
67	тот факт что	1	1
68	не столько в	1	1
69	между тем в	1	1
70	в результате чего	1	1
71	которые могли бы	1	1
72	по этому пути	1	1
73	не только как	1	1
74	таким же образом	1	1
75	но и его	1	1
76	все что мы	1	1
77	лишь в самом	1	1
78	в тех случаях	1	1
79	само по себе	1	1
80	не только не	3	1
81	в связь с	1	1
82	что мы знаем	1	1
83	в конечном счете	2	1
84	между тем это	1	1
85	рассматривать в качестве	1	1
86	его мысли и	1	1
87	сама по себе	2	1
88	тем не менее	2	1
89	как и в	4	1
90	той или иной	3	1
