N	2gram	Losev_Prob_1	Komedia
1	в комедии	2	22
2	и в	32	22
3	по адресу	1	14
4	т е	1	13
5	том что	12	12
6	но и	9	11
7	в том	9	11
8	не только	17	10
9	в то	6	10
10	из них	3	10
11	и т	11	9
12	как и	3	9
13	может быть	14	9
14	таким образом	6	8
15	о том	11	8
16	и его	3	8
17	и не	31	8
18	едва ли	2	7
19	в этой	10	7
20	и других	1	7
21	то же	10	6
22	тому же	1	6
23	не в	4	6
24	в отношении	3	6
25	ни в	7	6
26	в конце	6	6
27	одного из	1	6
28	что он	7	6
29	такого рода	7	6
30	к тому	3	6
31	а в	4	6
32	в которой	2	6
33	что в	12	6
34	в истории	4	5
35	как в	4	5
36	то время	1	5
37	на его	2	5
38	при этом	6	5
39	во время	1	5
40	потому что	16	5
41	так и	12	5
42	и даже	11	5
43	между тем	2	5
44	один из	4	5
45	уже в	3	5
46	в его	6	5
47	прежде всего	10	5
48	т п	1	5
49	о которых	3	5
50	с другой	3	5
51	все это	7	5
52	другой стороны	3	5
53	время как	1	4
54	что они	3	4
55	но в	14	4
56	в нем	13	4
57	т д	10	4
58	в другом	1	4
59	г в	1	4
60	на протяжении	1	4
61	известно что	1	4
62	несмотря на	3	4
63	точки зрения	3	4
64	в котором	5	4
65	в их	4	4
66	так как	11	4
67	как мы	7	4
68	ясно что	3	4
69	а также	4	4
70	действующих лиц	2	4
71	в качестве	2	4
72	мы можем	4	4
73	тем что	7	4
74	именно в	4	4
75	и особенно	2	4
76	в результате	2	4
77	конце концов	4	4
78	же в	4	4
79	по поводу	4	4
80	к этому	1	4
81	же как	2	3
82	в году	1	3
83	мы не	2	3
84	и о	8	3
85	х годов	1	3
86	и на	8	3
87	в чем	3	3
88	в этом	19	3
89	все же	1	3
90	хотя и	6	3
91	и как	6	3
92	на то	8	3
93	да и	3	3
94	он не	3	3
95	и еще	3	3
96	и с	2	3
97	его в	6	3
98	первую очередь	1	3
99	в них	7	3
100	и ее	8	3
101	место в	1	3
102	вопрос о	1	3
103	не менее	19	3
104	однако в	2	3
105	из числа	2	3
106	даже в	1	3
107	того как	3	3
108	казалось бы	4	3
109	ничего не	10	3
110	в сознании	5	3
111	этом отношении	1	3
112	у нас	14	3
113	могут быть	2	3
114	поставленной в	1	3
115	и сам	1	3
116	по содержанию	1	3
117	тот же	1	3
118	только в	7	3
119	в виде	15	3
120	в начале	1	3
121	каждый из	1	3
122	как раз	13	3
123	в свои	1	3
124	так же	9	3
125	как это	6	3
126	по своему	9	3
127	в течение	1	3
128	здесь в	3	3
129	и все	7	3
130	того же	3	2
131	здесь и	1	2
132	ту же	1	2
133	сам автор	1	2
134	из всех	1	2
135	том насколько	1	2
136	в сущности	2	2
137	на себя	2	2
138	это время	1	2
139	большей частью	2	2
140	он был	1	2
141	бы то	1	2
142	совсем не	4	2
143	за пределы	6	2
144	к сожалению	1	2
145	относится к	1	2
146	чем же	2	2
147	наряду с	1	2
148	что к	2	2
149	что по	1	2
150	к числу	1	2
151	в противоположность	1	2
152	этой цели	1	2
153	в самом	6	2
154	в известном	1	2
155	раз в	1	2
156	в себе	15	2
157	в первую	1	2
158	если они	1	2
159	не к	1	2
160	в силу	1	2
161	на этом	1	2
162	то ни	1	2
163	связанные с	1	2
164	художественный образ	9	2
165	в уже	1	2
166	было бы	8	2
167	и тем	13	2
168	для них	2	2
169	этим и	1	2
170	мы видели	1	2
171	или менее	3	2
172	и без	1	2
173	всяком случае	3	2
174	и самого	1	2
175	но он	3	2
176	тем не	18	2
177	не раз	1	2
178	правда в	1	2
179	одна из	1	2
180	и внутренней	1	2
181	при всем	1	2
182	к ней	1	2
183	по своей	1	2
184	внешней и	1	2
185	как будто	3	2
186	в области	2	2
187	уже о	1	2
188	же самое	9	2
189	указывает на	14	2
190	для себя	3	2
191	с ее	1	2
192	мог бы	1	2
193	для этого	3	2
194	образом в	1	2
195	из других	2	2
196	находится в	1	2
197	и здесь	6	2
198	нас в	2	2
199	и во	3	2
200	и можно	1	2
201	быть даже	2	2
202	или может	2	2
203	еще не	9	2
204	даже если	4	2
205	который в	1	2
206	именно на	3	2
207	для всех	1	2
208	из которых	1	2
209	этом что	1	2
210	вернуться к	1	2
211	а то	1	2
212	мы знаем	1	2
213	вовсе не	35	2
214	в других	5	2
215	со стороны	1	2
216	даже не	1	2
217	до сих	3	2
218	хоть и	1	2
219	в период	1	2
220	еще и	5	2
221	и притом	4	2
222	то и	6	2
223	которых мы	2	2
224	не может	8	2
225	вместе с	2	2
226	или по	1	2
227	но не	9	2
228	говоря уже	2	2
229	в широких	1	2
230	к нему	3	2
231	сих пор	3	2
232	но это	8	2
233	между прочим	2	2
234	о содержании	1	2
235	или в	4	2
236	широких кругах	1	2
237	указания на	1	2
238	будто бы	1	2
239	только что	2	2
240	ни было	1	2
241	то что	42	2
242	не говоря	4	2
243	по одному	1	2
244	в действительности	3	2
245	где он	1	2
246	ее в	2	2
247	во всяком	7	2
248	а между	1	1
249	также и	11	1
250	чтобы не	1	1
251	сам по	7	1
252	все остальное	1	1
253	на самом	6	1
254	не что	2	1
255	всех соседних	1	1
256	тем же	1	1
257	из самых	1	1
258	от которых	1	1
259	и больше	1	1
260	последние два	1	1
261	уже по	1	1
262	по его	2	1
263	одним из	1	1
264	мы уже	5	1
265	той же	1	1
266	а уж	1	1
267	для своего	2	1
268	на душе	1	1
269	что под	1	1
270	который был	1	1
271	хуже чем	1	1
