1	в том что	10	19
2	по сравнению с	1	14
3	с точки зрения	8	10
4	мы могли бы	1	9
5	для того чтобы	8	8
6	к тому что	1	7
7	с самого начала	1	7
8	можно сказать что	2	6
9	так же как	2	6
10	в то время	1	6
11	в зависимости от	4	5
12	можно было бы	9	5
13	то время как	1	5
14	заключается в том	1	5
15	потому что он	2	4
16	как мы видели	1	4
17	на то что	2	4
18	до сих пор	1	3
19	мы знаем что	2	3
20	письменной речи и	1	3
21	одной и той	1	3
22	и той же	1	3
23	в первую очередь	1	3
24	в этом отношении	3	3
25	то что мы	1	2
26	в том смысле	1	2
27	в последнее время	1	2
28	в этом смысле	5	2
29	не могут быть	1	2
30	и то что	1	2
31	устной и письменной	1	2
32	том что мы	1	2
33	в связи с	3	2
34	оно не имеет	1	2
35	с другой стороны	7	2
36	могли бы сказать	1	2
37	тех функций которые	1	2
38	одном и том	1	2
39	вместе с тем	2	2
40	в этом случае	2	2
41	не может быть	4	2
42	в этой области	4	2
43	вместо того чтобы	1	2
44	что все эти	3	2
45	принять во внимание	1	2
46	на этот вопрос	2	2
47	состоит в том	1	2
48	и там где	1	2
49	представить себе что	1	2
50	и том же	1	2
51	несмотря на то	2	2
52	только то что	1	2
53	ничего принципиально нового	1	1
54	языка по сравнению	1	1
55	что оно приводит	1	1
56	языка так как	1	1
57	только в том	2	1
58	не только в	4	1
59	как только она	1	1
60	за собой и	1	1
61	том и в	1	1
62	не значит что	1	1
63	после того как	1	1
64	что он не	1	1
65	но с другой	1	1
66	но все это	1	1
67	то что я	1	1
68	в отличие от	2	1
69	зависимости от того	1	1
70	в широком смысле	2	1
71	того чтобы вообще	1	1
72	в каждом данном	1	1
73	не что иное	1	1
74	и в другом	2	1
75	одна из основных	1	1
76	том что в	1	1
77	едва ли не	1	1
78	ясно что в	1	1
79	то обстоятельство что	7	1
80	в другом случае	1	1
81	в свою очередь	2	1
82	это наблюдается в	1	1
83	это на примере	1	1
84	вопрос какие же	1	1
85	по сравнению со	1	1
86	в первый раз	1	1
87	по себе и	1	1
88	с этой точки	2	1
89	сам по себе	1	1
90	ничего общего с	1	1
91	что иное как	1	1
92	это не имеет	1	1
93	как мы знаем	1	1
94	смысле этого слова	1	1
95	только тогда когда	1	1
96	не то что	1	1
97	в лучшем случае	3	1
98	в каком отношении	1	1
99	главным образом в	1	1
100	в том и	1	1
101	рабочих и крестьян	1	1
102	именно в силу	2	1
103	точно так же	3	1
104	потому что они	1	1
105	языка но и	2	1
106	совершается в пределах	1	1
107	в сущности и	1	1
108	языка и что	1	1
109	в том или	1	1
110	тем не менее	5	1
111	имеет первостепенное значение	1	1
112	с одной стороны	1	1
113	на самом деле	2	1
114	сами по себе	1	1
115	в данном случае	1	1
116	в самом деле	7	1
117	не только специфические	1	1
118	оно приводит к	1	1
119	так как оно	1	1
120	приводит к тому	1	1
121	связи с этим	1	1
122	у нас в	1	1
123	что мы имеем	1	1
124	письменной речи в	2	1
125	с формальной стороны	1	1
126	не потому что	1	1
127	но уже из	1	1
128	значение для всего	1	1
129	но он не	1	1
130	что если бы	1	1
131	в конце концов	3	1
132	как и в	1	1
133	не может уже	1	1
134	потому что и	1	1
135	родного языка в	1	1
136	с помощью которого	1	1
137	как мы и	1	1
138	есть в этом	1	1
139	видно уже из	1	1
140	тех или иных	1	1
141	при этом совершенно	1	1
142	этой точки зрения	2	1
143	есть не что	1	1
144	в настоящее время	1	1
145	в совершенно ином	1	1
