N	2gram	Losev_Vlad_3	Hudozhes
1	и в	40	28
2	том что	18	19
3	в ее	1	18
4	и не	25	18
5	в том	18	15
6	а не	8	14
7	в этом	16	13
8	не в	3	13
9	о том	11	12
10	перед нами	3	11
11	не только	25	11
12	при этом	3	11
13	как и	7	11
14	в его	14	11
15	уже не	9	10
16	в себе	9	9
17	но и	18	9
18	так и	6	8
19	что он	5	8
20	в жизни	2	8
21	в душе	1	8
22	может быть	8	8
23	о чем	1	8
24	я не	3	7
25	что она	2	7
26	в мире	2	7
27	об этом	6	7
28	к тому	7	7
29	в частности	1	7
30	как это	4	7
31	и все	4	7
32	я и	1	6
33	в котором	4	6
34	то же	4	6
35	не было	5	6
36	и с	9	6
37	в глазах	1	6
38	в своей	9	6
39	в то	7	6
40	тем что	5	6
41	для себя	5	6
42	если бы	3	6
43	сводится к	3	6
44	можно сказать	1	6
45	это не	3	6
46	человеческой жизни	1	6
47	а в	7	6
48	то что	28	6
49	жизни и	1	6
50	с его	2	5
51	в этой	8	5
52	как в	1	5
53	в самом	4	5
54	что это	9	5
55	рядом с	1	5
56	в своем	8	5
57	не менее	9	5
58	у него	24	5
59	никогда не	11	5
60	ничего не	5	5
61	и его	10	5
62	она не	2	5
63	и сам	1	5
64	только на	5	5
65	для него	8	5
66	наряду с	2	5
67	как бы	3	5
68	да и	6	5
69	с ее	1	5
70	что в	17	5
71	и другие	1	5
72	а между	1	4
73	но не	4	4
74	своей жизни	1	4
75	то в	6	4
76	наш взгляд	1	4
77	на наш	1	4
78	он не	8	4
79	тем не	10	4
80	для нее	1	4
81	тому что	4	4
82	человеческого я	1	4
83	же время	2	4
84	как будто	1	4
85	и о	4	4
86	того чтобы	3	4
87	вслед за	1	4
88	что они	1	4
89	только в	13	4
90	в качестве	3	4
91	что и	7	4
92	как раз	10	4
93	для того	2	4
94	говорит о	4	4
95	то и	2	4
96	не может	14	4
97	бы и	4	4
98	чтобы не	1	3
99	человека и	3	3
100	по преимуществу	2	3
101	едва ли	11	3
102	по его	2	3
103	на себя	2	3
104	и он	1	3
105	в ней	5	3
106	еще не	4	3
107	и на	6	3
108	не все	3	3
109	со стороны	2	3
110	бы не	1	3
111	как он	1	3
112	в нем	3	3
113	можно было	5	3
114	что все	7	3
115	мы уже	5	3
116	было бы	4	3
117	в это	2	3
118	в них	1	3
119	несмотря на	7	3
120	в этих	2	3
121	пока еще	1	3
122	личность в	1	3
123	любви и	1	3
124	на него	2	3
125	личности в	1	3
126	же самое	3	3
127	в человеке	1	3
128	и это	6	3
129	ни слова	1	3
130	когда в	1	3
131	внимание на	1	3
132	к нему	3	3
133	одной из	2	3
134	с одной	3	3
135	для нас	5	3
136	в одном	5	3
137	что на	2	3
138	с другой	5	3
139	а с	4	3
140	прежде всего	10	3
141	так же	8	3
