N	3gram	Nazirov_Tv_1	Analitik
1	в том что	6	7
2	по отношению к	1	7
3	с другой стороны	1	5
4	о том что	5	5
5	по крайней мере	2	4
6	в свою очередь	1	4
7	как и в	1	4
8	и того же	1	3
9	в русской литературе	2	3
10	в данном случае	2	3
11	то же время	12	3
12	в то же	13	3
13	одного и того	1	3
14	к тому же	1	3
15	дело в том	3	2
16	при этом он	2	2
17	в отличие от	1	2
18	с одной стороны	1	2
19	тем не менее	2	2
20	в конечном счете	4	2
21	можно сказать что	2	2
22	на наш взгляд	1	2
23	же исторична как	1	1
24	это уже не	2	1
25	что иное как	1	1
26	хотя и не	1	1
27	прежде всего они	1	1
28	то есть не	2	1
29	в первой части	1	1
30	на самом деле	2	1
31	до сих пор	1	1
32	хотя бы и	1	1
33	что он не	1	1
34	и обстоятельств но	1	1
35	по себе а	1	1
36	же время они	1	1
37	в художественном мире	1	1
38	ту или иную	1	1
39	мысли и чувства	1	1
40	уже на первой	1	1
41	не только в	2	1
42	в один ряд	1	1
43	в известном смысле	1	1
44	не могут быть	1	1
45	и как бы	1	1
46	в связи с	1	1
47	свое я в	1	1
48	в глубине души	1	1
49	и все же	3	1
50	не менее чем	1	1
51	по сути дела	3	1
52	как и сам	1	1
53	заключается в том	1	1
54	не что иное	1	1
55	дело не в	1	1
56	человека и его	2	1
