N	3gram	Vygotskiy__4	Formalny
1	с точки зрения	4	14
2	не может быть	1	14
3	на самом деле	5	12
4	в то же	1	7
5	то же время	1	7
6	во всяком случае	3	6
7	и т д	2	6
8	и т п	3	5
9	с другой стороны	2	5
10	в самом деле	7	4
11	подобно тому как	1	4
12	и не может	1	4
13	бы то ни	1	4
14	то ни было	1	4
15	для того чтобы	19	4
16	потому что он	2	3
17	а не в	1	3
18	по отношению к	1	3
19	то же самое	6	3
20	в этом романе	1	3
21	вместе с тем	2	3
22	в художественном произведении	1	3
23	в том что	12	3
24	в истории литературы	1	3
25	уже знаем что	2	2
26	да и не	2	2
27	так же и	1	2
28	равно как и	1	2
29	в этом смысле	1	2
30	нам кажется что	1	2
31	о том как	2	2
32	мы увидим что	1	2
33	и в то	1	2
34	сами по себе	3	2
35	только то что	1	2
36	фабула и сюжет	2	2
37	дело в том	1	2
38	мы не можем	1	2
39	на этом фоне	1	2
40	не только не	2	2
41	вовсе не в	1	2
42	к тому что	5	2
43	мы уже знаем	2	2
44	смысле этого слова	3	2
45	в конце концов	3	2
46	формы и содержания	1	2
47	и в общем	1	1
48	что в этом	1	1
49	сводится к тому	2	1
50	содержания и формы	1	1
51	в ней и	1	1
52	какой бы то	1	1
53	даже в жизни	1	1
54	сходятся в одной	1	1
55	непонятно для чего	1	1
56	правом может быть	1	1
57	той же цели	1	1
58	может быть ее	1	1
59	том что это	1	1
60	сказать что ни	1	1
61	в том или	1	1
62	каждого поступка и	1	1
63	слова как бы	1	1
64	это не просто	3	1
65	сам по себе	2	1
66	потому что и	1	1
67	из того что	1	1
68	с тем что	1	1
69	и речи его	1	1
70	фабулы и сюжета	2	1
71	к тому чтобы	3	1
72	как это делают	1	1
73	сюжета если мы	1	1
74	том или ином	1	1
75	если бы герой	1	1
76	одна из них	3	1
77	со всех сторон	1	1
78	с этой точки	1	1
79	до сих пор	3	1
80	так как он	1	1
81	так или иначе	1	1
82	в это время	2	1
83	его развертывание в	1	1
84	и что в	3	1
85	тот факт что	1	1
86	так же как	3	1
87	место в этом	1	1
88	не только в	1	1
89	и романа и	1	1
90	с одной стороны	3	1
91	как шкловский и	1	1
92	он сводится к	1	1
93	самом деле он	1	1
94	и не было	1	1
95	и вместе с	1	1
96	это не так	1	1
97	и в этой	1	1
98	что это не	2	1
99	что ни одна	1	1
100	его со всех	1	1
101	так что она	1	1
102	том что они	1	1
103	и ничем не	1	1
104	в таком случае	1	1
105	а не только	1	1
106	мы все время	2	1
107	и на этом	1	1
108	и той же	2	1
109	уже в этом	1	1
110	все то что	11	1
111	потому что они	1	1
112	самое и в	1	1
113	этой точки зрения	1	1
114	о том что	10	1
115	в той же	1	1
116	но столь же	2	1
117	ни в каком	1	1
118	можно было бы	4	1
119	и самая эта	1	1
120	между материалом и	1	1
121	и никогда не	1	1
122	с самого начала	5	1
123	и в самом	2	1
124	но никак не	1	1
125	самом деле здесь	1	1
126	в нем нет	2	1
127	можно сказать что	1	1
128	с тем и	1	1
129	на то что	6	1
130	лежит в основе	1	1
131	совершенно очевидно что	1	1
132	здесь вовсе не	1	1
133	этого слова и	2	1
134	вот что говорит	1	1
135	одной и той	2	1
136	сама по себе	3	1
137	друг с другом	4	1
138	которая нашла свое	1	1
139	совершенно непонятно для	1	1
140	героя и его	1	1
141	мы совершенно не	1	1
142	же самое и	2	1
143	в жизни и	1	1
144	она не может	1	1
145	не больше чем	1	1
146	отца и для	1	1
