N	2gram	Ircho_Kome_3	KulturaY
1	т е	16	38
2	и т	4	33
3	в том	12	30
4	и в	22	24
5	потому что	10	23
6	том что	13	21
7	т п	4	18
8	что в	5	17
9	того чтобы	6	17
10	для того	6	16
11	было бы	3	15
12	в этом	8	14
13	т д	1	14
14	точки зрения	4	14
15	может быть	6	13
16	все же	4	12
17	таким образом	12	12
18	и не	21	12
19	в его	8	12
20	не в	4	11
21	только в	1	11
22	хотя бы	4	10
23	в самом	9	10
24	не только	5	10
25	в силу	2	10
26	вовсе не	4	10
27	самом деле	6	9
28	с точки	3	9
29	так как	11	9
30	если бы	8	9
31	о том	8	9
32	отношению к	3	9
33	прежде всего	5	9
34	то что	4	9
35	по отношению	5	8
36	то обстоятельство	2	8
37	то же	7	8
38	том чтобы	1	8
39	обстоятельство что	2	8
40	тем что	5	8
41	как раз	6	8
42	а не	4	8
43	не может	3	7
44	это не	2	7
45	в них	3	7
46	не менее	5	7
47	связи с	5	7
48	в области	2	7
49	так и	4	7
50	бы в	4	7
51	в качестве	2	7
52	с другой	4	7
53	с помощью	4	7
54	как бы	3	7
55	вместе с	9	7
56	мы имеем	1	6
57	на себе	1	6
58	зависимости от	1	6
59	в ней	4	6
60	в которой	3	6
61	все эти	1	6
62	при этом	7	6
63	в которых	5	6
64	не случайно	1	6
65	можно было	2	6
66	что он	8	6
67	в какой	3	6
68	но и	4	6
69	все это	5	6
70	другой стороны	2	6
71	например в	1	5
72	в зависимости	1	5
73	еще не	6	5
74	но не	1	5
75	и с	4	5
76	с тем	4	5
77	по крайней	1	5
78	и его	6	5
79	к тому	6	5
80	в виду	2	5
81	с ним	5	5
82	и что	6	5
83	между тем	2	5
84	крайней мере	1	5
85	всяком случае	3	5
86	что не	3	5
87	в результате	2	5
88	целый ряд	2	5
89	этом отношении	2	5
90	а в	7	5
91	во всяком	3	5
92	того же	6	4
93	и на	2	4
94	с его	3	4
95	что они	2	4
96	как в	2	4
97	в целом	3	4
98	из этих	1	4
99	роль в	2	4
100	на то	3	4
101	в нем	3	4
102	в первую	1	4
103	тем не	3	4
104	русский язык	1	4
105	того как	1	4
106	следует что	3	4
107	к себе	5	4
108	в пределах	2	4
109	не на	1	4
110	что и	8	4
111	должен быть	2	4
112	так что	6	4
113	из них	5	4
114	со стороны	11	4
115	до сих	9	4
116	в частности	3	4
117	и потому	1	4
118	с этим	3	4
119	в тех	1	4
120	по существу	2	4
121	сих пор	9	4
122	один из	3	4
123	в этих	1	4
124	так же	4	4
125	в первом	1	3
126	в котором	2	3
127	той же	1	3
128	в сущности	2	3
129	на себя	4	3
130	то это	5	3
131	и он	2	3
132	очевидно что	1	3
133	в истории	1	3
134	в связи	4	3
135	в своем	8	3
136	хотя и	5	3
137	когда он	4	3
138	более или	1	3
139	в этой	3	3
140	в себе	4	3
141	и если	2	3
142	на его	2	3
143	состоит в	2	3
144	что она	4	3
145	и может	1	3
146	соответствии с	1	3
147	несмотря на	4	3
148	нисколько не	3	3
149	или менее	1	3
150	в г	2	3
151	в их	2	3
152	представление о	2	3
153	тому что	2	3
154	из одного	1	3
155	ли не	2	3
156	свою очередь	6	3
157	здесь не	2	3
158	сводится к	1	3
159	не с	2	3
160	ясно что	6	3
161	том как	3	3
162	это только	1	3
163	для этого	1	3
164	и здесь	4	3
165	можно сказать	1	3
166	нуждается в	2	3
167	меня и	1	3
168	уже в	2	3
169	себе в	3	3
170	в одном	2	3
171	на долю	3	3
172	не было	2	3
173	и даже	3	3
174	в свою	7	3
175	а с	1	3
176	в соответствии	1	3
177	под влиянием	2	3
178	если не	3	3
179	как это	5	3
180	была бы	1	3
181	как на	1	3
182	но еще	1	3
183	в таком	2	3
184	они не	1	3
185	речь идет	5	2
186	одним из	2	2
187	на месте	3	2
188	я не	1	2
189	в числе	1	2
190	что его	5	2
191	если в	1	2
192	себе и	1	2
193	если тем	1	2
194	относится к	1	2
195	меньше всего	4	2
196	идет о	3	2
197	что касается	2	2
198	могли бы	1	2
199	и как	1	2
200	но в	5	2
201	от этого	1	2
202	так или	2	2
203	чуть ли	1	2
204	еще один	1	2
205	же из	1	2
206	почти целиком	1	2
207	больше всего	1	2
208	трудно было	2	2
209	он не	5	2
210	как с	1	2
211	свое время	1	2
212	но все	4	2
213	в каждом	1	2
214	в состоянии	1	2
215	первую очередь	1	2
216	образом если	1	2
217	и мы	3	2
218	и тем	1	2
219	ни в	10	2
220	для них	1	2
221	все равно	3	2
222	этого не	1	2
223	в слове	1	2
224	как и	3	2
225	и еще	3	2
226	но если	3	2
227	в своей	5	2
228	не столько	1	2
229	что я	1	2
230	вопрос о	1	2
231	том же	1	2
232	и под	1	2
233	до конца	4	2
234	что с	2	2
235	в то	6	2
236	не имеет	3	2
237	ничего не	3	2
238	что их	2	2
239	чтобы в	2	2
240	дело не	2	2
241	был в	1	2
242	никогда не	3	2
243	же время	5	2
244	и мысли	3	2
245	свидетельствуют о	1	2
246	знают что	1	2
247	до того	2	2
248	ли это	1	2
249	не является	4	2
250	не могут	2	2
251	ли в	2	2
252	том и	1	2
253	к жизни	1	2
254	если мы	2	2
255	что все	1	2
256	и сами	1	2
257	действия и	1	2
258	не мог	2	2
259	чтобы дать	1	2
260	было в	1	2
261	когда в	1	2
262	разумеется что	2	2
263	о котором	1	2
264	одно из	1	2
265	никак не	1	2
266	е о	1	2
267	любви к	5	2
268	это было	1	2
269	в греческой	1	2
270	каждом из	1	2
271	во втором	1	2
272	мой взгляд	1	2
273	а именно	1	2
274	любовь к	3	2
275	тот же	2	2
276	в стороне	1	2
277	на мой	1	2
278	в сторону	1	2
279	конечно не	3	2
280	в большинстве	1	2
281	ни одного	1	2
282	а то	1	2
283	был бы	2	2
284	может служить	1	2
285	или иначе	2	2
286	на этот	3	2
287	превращается в	1	2
288	а на	2	2
289	о чем	7	2
290	не всегда	1	2
291	в это	1	2
292	именно поэтому	1	2
293	к своему	2	2
294	возможность и	2	2
295	своего времени	1	2
296	с этой	3	2
297	этом случае	2	2
298	видно что	2	2
299	в смысле	1	2
300	и для	4	2
301	или в	1	2
302	для нас	1	2
303	и все	2	2
304	тем более	4	2
305	бы на	1	2
306	но вот	1	2
307	е в	2	2
308	между ними	2	2
309	не говоря	1	2
310	себя самого	1	2
311	понимать как	1	2
312	в свое	2	2
313	этой точки	1	2
314	после чего	2	2
315	я и	1	1
316	сделать что	1	1
317	так я	2	1
318	и просил	1	1
319	а из	1	1
320	даже при	2	1
321	или к	1	1
322	из его	2	1
323	едва ли	7	1
324	его не	2	1
325	сообщение и	1	1
326	на пороге	1	1
327	с более	1	1
328	не приходится	2	1
329	проблематики в	1	1
330	именно к	1	1
331	еще до	1	1
332	которых были	1	1
333	говорить о	3	1
334	к началу	3	1
335	из того	3	1
336	и со	2	1
337	похожи на	1	1
338	это время	1	1
339	возникновение таких	1	1
340	развития с	1	1
341	не найдем	1	1
342	ответа на	1	1
