N	3gram	Bakhtin_Pr_1	Psycholo
1	в самом деле	2	18
2	в том что	7	11
3	с точки зрения	15	9
4	то же самое	1	8
5	для того чтобы	2	8
6	мы видим что	1	7
7	все то что	3	6
8	заключается в том	2	6
9	с самого начала	2	6
10	до сих пор	2	5
11	с другой стороны	2	5
12	и в этом	3	3
13	как если бы	1	3
14	и то что	1	3
15	мы уже говорили	1	3
16	о том что	2	3
17	то и другое	1	3
18	а вовсе не	1	2
19	в той степени	1	2
20	на самом деле	3	2
21	плана в которых	1	2
22	только то что	2	2
23	то что в	1	2
24	то время как	1	2
25	не совпадает с	1	2
26	в данном случае	2	2
27	в один из	1	2
28	смысле этого слова	1	2
29	смысл и значение	1	2
30	и как бы	1	2
31	не в том	1	2
32	во всяком случае	3	2
33	то что он	1	2
34	в лучшем случае	2	2
35	мы не можем	1	2
36	в то время	2	2
37	к тому что	1	2
38	у них нет	1	1
39	и в сущности	1	1
40	но все же	1	1
41	потому что он	2	1
42	а не к	1	1
43	того что в	1	1
44	он хотел бы	1	1
45	в том и	1	1
46	нам кажется что	2	1
47	того или иного	1	1
48	он не может	1	1
49	они не могут	1	1
50	данном случае и	1	1
51	и в той	1	1
52	в зависимости от	3	1
53	он говорит о	1	1
54	в отличие от	2	1
55	не могло бы	1	1
56	бы сказать так	1	1
57	автора и как	3	1
58	таким образом все	2	1
59	в этом отношении	5	1
60	несмотря на свою	1	1
61	можно было бы	3	1
62	несмотря на их	1	1
63	должна быть совершенно	1	1
64	который мы условно	1	1
65	может быть и	1	1
66	что дело идет	1	1
67	она может быть	1	1
68	с этой точки	1	1
69	конечно не в	1	1
70	если бы действительно	1	1
71	которые могли бы	1	1
72	и что в	1	1
73	может быть понято	1	1
74	не потому что	2	1
75	дело идет о	2	1
76	тот же самый	1	1
77	в той же	3	1
78	отношение к своему	1	1
79	той степени как	1	1
80	в обычном смысле	1	1
81	которые казалось бы	1	1
82	перед нами в	1	1
83	что все эти	1	1
84	в этом рассказе	1	1
85	этой точки зрения	1	1
86	а в том	1	1
87	только при этом	1	1
88	было дано в	1	1
89	по сравнению с	1	1
90	что в сущности	1	1
91	в том чтобы	1	1
92	в их основе	2	1
93	прав в том	1	1
94	не только не	1	1
95	жизни а не	1	1
96	легко заметить что	1	1
97	чего он не	1	1
98	он как бы	1	1
99	можно сказать что	2	1
100	если бы я	1	1
101	но и не	2	1
102	быть понято как	1	1
103	как бы в	2	1
104	по преимуществу в	1	1
105	таким образом и	1	1
106	потому что она	2	1
107	как в музыке	2	1
108	не может быть	3	1
109	в высшей степени	1	1
110	она не может	1	1
111	подобно тому как	3	1
112	есть все то	1	1
