N	2gram	Bakhtin_Fr_2	Formalny
1	и не	15	30
2	вовсе не	10	28
3	и в	49	27
4	может быть	5	25
5	не может	7	24
6	так и	6	21
7	и его	17	19
8	в этом	15	18
9	таким образом	7	18
10	а не	1	17
11	самом деле	1	16
12	точки зрения	6	16
13	то же	7	15
14	в нем	9	15
15	на самом	2	14
16	как и	11	14
17	с точки	5	14
18	не в	1	12
19	если бы	1	12
20	в самом	3	11
21	в жизни	4	11
22	и от	1	11
23	не могут	1	10
24	место в	3	10
25	но и	13	10
26	не только	17	9
27	лишь в	4	9
28	так как	6	9
29	так же	2	9
30	с помощью	1	8
31	как бы	11	8
32	при этом	5	8
33	входит в	1	8
34	ни в	3	8
35	как мы	7	8
36	в пределах	2	8
37	только в	13	8
38	как раз	1	8
39	то что	6	8
40	и все	3	8
41	что в	2	8
42	тем же	1	7
43	с тем	1	7
44	не менее	1	7
45	же время	6	7
46	потому что	1	7
47	его в	1	7
48	в его	18	7
49	в том	3	7
50	для них	2	7
51	там где	4	7
52	все это	9	7
53	совершенно не	2	7
54	в то	6	7
55	здесь и	1	6
56	действительности и	1	6
57	еще не	2	6
58	но в	4	6
59	все эти	7	6
60	в своей	5	6
61	и ее	1	6
62	всяком случае	2	6
63	и теперь	1	6
64	было бы	3	6
65	в литературе	6	6
66	что он	3	6
67	с другой	4	6
68	более того	1	6
69	вместе с	2	6
70	все же	7	6
71	и для	1	6
72	бы в	1	6
73	хотя бы	1	6
74	в своих	4	6
75	во всяком	2	6
76	но не	5	5
77	в истории	6	5
78	в одной	1	5
79	независимо от	1	5
80	в художественном	2	5
81	в единстве	1	5
82	так сказать	1	5
83	того чтобы	2	5
84	в ней	2	5
85	что они	2	5
86	в дальнейшем	2	5
87	никогда не	5	5
88	в литературу	1	5
89	связи с	2	5
90	большинстве случаев	1	5
91	и их	1	5
92	тем что	4	5
93	и потому	5	5
94	тому как	2	5
95	не является	1	5
96	другой стороны	3	5
97	не есть	1	4
98	смысл и	2	4
99	он был	2	4
100	менее всего	3	4
101	как в	1	4
102	и как	1	4
103	в целом	1	4
104	и те	1	4
105	в корне	1	4
106	подобно тому	2	4
107	в ее	3	4
108	мы знаем	1	4
109	том что	4	4
110	она не	1	4
111	в смысле	2	4
112	тогда когда	1	4
113	мы можем	2	4
114	могут быть	2	4
115	к тому	1	4
116	роль в	5	4
117	о том	3	4
118	как ее	1	4
119	слов и	1	4
120	субъективного сознания	1	4
121	конечно не	1	4
122	уже в	5	4
123	в большинстве	1	4
124	только на	1	4
125	для того	1	4
126	прежде всего	19	4
127	смысла и	2	4
128	до конца	2	4
129	в связи	2	4
130	мы видели	3	4
131	да и	3	4
132	в романе	9	4
133	жизни и	7	4
134	художественном произведении	1	3
135	одним из	2	3
136	того же	1	3
137	должна быть	1	3
138	мы уже	6	3
139	той же	1	3
140	мы и	1	3
141	в виду	3	3
142	литературы и	2	3
143	и на	17	3
