N	3gram	Tiupa_Vved_1	Myshleni
1	в том что	3	15
2	с другой стороны	1	9
3	с одной стороны	5	8
4	по отношению к	7	7
5	о том что	4	6
6	из того что	1	5
7	не может быть	3	5
8	в высшей степени	2	4
9	в этом отношении	4	4
10	можно сказать что	1	4
11	на то что	1	3
12	то же самое	1	3
13	можно было бы	2	3
14	в том чтобы	2	3
15	во всяком случае	1	3
16	в свою очередь	4	3
17	и тем самым	2	3
18	друг от друга	1	3
19	если бы он	1	2
20	по своей природе	2	2
21	как если бы	1	2
22	в зависимости от	1	2
23	в сущности говоря	1	2
24	то же время	3	2
25	в данном случае	6	2
26	в значительной степени	1	2
27	а с другой	2	2
28	благодаря тому что	1	2
29	вместо того чтобы	1	2
30	речь идет о	1	2
31	в то же	4	2
32	другой стороны в	1	1
33	большей или меньшей	1	1
34	на самом деле	3	1
35	мы должны были	1	1
36	в этом смысле	1	1
37	в ответ на	1	1
38	в том же	1	1
39	и в то	1	1
40	этом отношении только	1	1
41	если говорить о	1	1
42	в отличие от	2	1
43	но и в	2	1
44	как мы увидим	1	1
45	хотя и не	1	1
46	об этом в	1	1
47	том числе и	1	1
48	между детьми и	4	1
49	детей которые не	1	1
50	по крайней мере	1	1
51	одной стороны и	1	1
52	не может изменить	1	1
53	едва ли не	2	1
54	бы и не	2	1
55	следует рассматривать в	1	1
56	содержит в себе	1	1
57	если бы мы	1	1
58	не только в	2	1
59	состоит в том	2	1
60	не столько в	1	1
61	и в этом	1	1
62	в результате чего	1	1
63	что к этому	1	1
64	и вместо того	1	1
65	на этом пути	1	1
66	все то что	1	1
67	мы не можем	1	1
68	то что мы	1	1
69	в соответствии с	6	1
70	само по себе	1	1
71	свидетельствует об этом	1	1
72	к которым приводит	1	1
73	в конечном счете	1	1
74	заключает в себе	1	1
75	в том числе	1	1
76	у детей в	1	1
77	тем не менее	3	1
78	как и в	2	1
79	той или иной	2	1
