N	3gram	Propp_Russ_2	Komedia
1	в том что	18	9
2	для того чтобы	6	6
3	в свою очередь	1	6
4	о том что	4	4
5	о том как	1	3
6	вместе с тем	4	3
7	во всяком случае	1	3
8	с одной стороны	2	3
9	тем не менее	2	3
10	состоит в том	13	2
11	в этом случае	6	2
12	ироническое отношение к	1	2
13	в этом отношении	1	2
14	то время как	1	2
15	т е в	5	2
16	в этой связи	1	2
17	с другой стороны	1	2
18	в то время	2	2
19	к этому же	1	1
20	потому что он	1	1
21	не могла быть	1	1
22	на себя внимание	1	1
23	в виду что	1	1
24	более или менее	1	1
25	подобно тому как	3	1
26	это в свою	1	1
27	как нет и	1	1
28	и должен был	1	1
29	не отличаются от	1	1
30	по существу не	1	1
31	но в этот	1	1
32	в отличие от	3	1
33	в первую очередь	1	1
34	что в некоторых	1	1
35	на то что	1	1
36	вызвать к жизни	1	1
37	об этом не	1	1
38	может быть только	2	1
39	как это не	1	1
40	и несмотря на	1	1
41	и после этого	1	1
42	в настоящее время	1	1
43	в том чтобы	2	1
44	один из них	1	1
45	к себе в	1	1
46	все то же	1	1
47	в некоторых случаях	1	1
48	но вместе с	2	1
49	от людей и	1	1
50	и представляют собой	1	1
51	т е из	1	1
52	с тем он	1	1
53	можно сказать что	1	1
54	он был бы	1	1
55	вопрос о том	1	1
56	по своему происхождению	1	1
57	к этому времени	1	1
58	был уверен что	1	1
59	после того как	2	1
60	по этому поводу	2	1
61	за ним следует	1	1
62	и в этом	1	1
63	чем в других	1	1
64	в том же	1	1
65	для нас важно	1	1
66	и т д	5	1
67	взад и вперед	1	1
