N	2gram	Potebnia_M_4	DiskursI
1	в себе	14	19
2	при этом	15	17
3	в этом	23	16
4	как и	14	16
5	состоит в	2	16
6	и в	23	16
7	в качестве	1	16
8	может быть	26	16
9	и не	18	15
10	а не	12	14
11	отличие от	1	12
12	то есть	34	12
13	в частности	1	12
14	тогда как	4	11
15	но в	8	11
16	в мире	2	11
17	но и	11	11
18	со стороны	3	10
19	не только	10	10
20	том что	12	10
21	своего рода	1	10
22	так и	6	9
23	не может	11	9
24	как в	7	8
25	в том	23	8
26	а также	1	8
27	но не	1	7
28	в данном	4	7
29	в нем	7	7
30	не менее	5	7
31	при всей	1	7
32	прежде всего	1	7
33	то же	14	6
34	еще не	3	6
35	данном случае	2	6
36	все же	1	6
37	в своей	1	6
38	тем самым	4	6
39	в своих	2	6
40	и на	3	5
41	в своем	8	5
42	в то	4	5
43	с другой	2	5
44	же время	3	5
45	что в	17	5
46	для него	5	5
47	то что	29	5
48	а с	1	5
49	ни к	2	5
50	я в	2	5
51	и то	5	4
52	разумеется не	1	4
53	по отношению	10	4
54	в этой	1	4
55	роль в	1	4
56	человека в	2	4
57	потому что	33	4
58	этом отношении	1	4
59	о том	8	4
60	в пределах	1	4
61	времени в	1	4
62	известного рода	1	4
63	с одной	1	4
64	одно из	1	4
65	в одном	4	4
66	одной стороны	1	4
67	как бы	5	4
68	мира и	1	4
69	точки зрения	4	4
70	к его	2	4
71	отношению к	8	4
72	можно назвать	2	4
73	например в	3	3
74	проявляется в	2	3
75	столь же	2	3
76	перед нами	1	3
77	и как	2	3
78	все эти	3	3
79	всей своей	1	3
80	из этих	2	3
81	он не	2	3
82	из виду	2	3
83	не следует	2	3
84	и может	4	3
85	в другом	1	3
86	его в	4	3
87	это не	7	3
88	ведет к	3	3
89	одного и	1	3
90	в этих	3	3
91	в котором	4	3
92	одном из	2	3
93	не в	11	3
94	могут быть	7	3
95	той или	1	3
96	мысль о	6	3
97	в его	5	3
98	только в	15	3
99	и его	2	3
100	уже не	3	3
101	из них	1	3
102	в них	3	3
103	из двух	1	3
104	здесь в	1	3
105	не было	12	3
106	не знает	1	3
107	было в	3	3
108	как будто	1	3
109	можно сказать	4	3
110	но это	3	3
111	и того	1	3
112	и все	4	3
113	жизни и	1	3
114	как на	1	3
115	того же	1	2
116	и это	2	2
117	идет о	1	2
118	той же	3	2
119	потом и	1	2
120	я как	1	2
121	говорить о	5	2
122	в ней	2	2
123	к своему	1	2
124	мы имеем	4	2
125	не нужно	2	2
126	общих чертах	2	2
127	отношение к	2	2
128	более чем	3	2
129	первый взгляд	1	2
130	что как	4	2
131	как уже	1	2
132	отношения между	2	2
133	не более	1	2
134	должна быть	1	2
135	свое время	1	2
136	подобно тому	2	2
137	что ни	1	2
138	заключает в	8	2
139	же касается	1	2
140	и с	4	2
141	входит в	1	2
142	этот человек	1	2
143	но уже	3	2
144	должно быть	5	2
145	все это	5	2
146	действие и	1	2
147	на первый	1	2
148	этом случае	5	2
149	с точки	3	2
150	их в	3	2
151	непосредственно и	1	2
152	дело в	1	2
153	никогда не	3	2
154	того и	1	2
155	и другого	1	2
156	при котором	1	2
157	со своим	4	2
158	что на	2	2
159	в области	2	2
160	пожалуй и	1	2
161	но при	1	2
162	в себя	1	2
163	времени и	1	2
164	не с	2	2
165	там же	3	2
166	между тем	9	2
167	в языке	16	2
168	что и	7	2
169	другого в	1	2
170	и всякое	1	2
171	себя с	1	2
172	которая в	1	2
173	есть в	5	2
174	в большинстве	2	2
175	слова не	3	2
176	к своим	1	2
177	этом в	2	2
178	бытия и	1	2
179	не подлежит	1	2
180	именно в	3	2
181	с той	1	2
182	далеко не	1	2
183	и прежде	2	2
184	что будет	2	2
185	стремится к	2	2
186	человеческой жизни	1	2
187	может иметь	2	2
188	вместе с	6	2
189	в той	4	2
190	тому как	2	2
191	что же	5	2
192	а потом	1	2
193	в ряду	6	2
194	я с	1	2
195	в свое	1	2
196	в наше	1	2
197	и для	2	2
198	на языке	1	2
199	а в	5	2
200	другой стороны	1	2
201	что он	4	2
202	значение не	1	2
203	и состоит	3	2
204	это в	1	2
205	своим историческим	1	1
206	себя как	1	1
207	как нечто	1	1
208	речь идет	1	1
209	одним из	1	1
210	художественного произведения	1	1
211	а между	4	1
212	самом деле	3	1
213	переход от	3	1
214	надо полагать	1	1
215	на деле	2	1
216	и есть	3	1
217	не признает	1	1
218	в первом	3	1
219	к другому	1	1
220	можно говорить	1	1
221	др в	1	1
222	но если	1	1
223	том какое	1	1
224	есть не	4	1
