N	2gram	Voloshinov_1	Stilisti
1	и в	12	42
2	не только	4	27
3	как бы	13	27
4	и т.п	1	24
5	прежде всего	8	22
6	внутренней речи	3	18
7	хотя бы	5	17
8	но и	3	15
9	то же	5	15
10	и не	10	14
11	социального общения	4	14
12	не может	16	12
13	может быть	14	12
14	как и	5	11
15	мы уже	1	11
16	точки зрения	14	11
17	ситуации и	1	10
18	как мы	1	10
19	в этом	4	10
20	отнюдь не	5	10
21	мы должны	1	10
22	что мы	5	10
23	при этом	6	9
24	мы не	3	9
25	то что	5	9
26	в то	2	9
27	в себе	3	8
28	все же	4	8
29	таким образом	12	8
30	в ней	6	8
31	и это	1	8
32	же время	1	7
33	того чтобы	1	7
34	а не	5	7
35	и его	13	7
36	слов и	1	7
37	зависимости от	4	7
38	ничего не	2	7
39	никогда не	5	7
40	только в	6	7
41	и тем	1	7
42	в зависимости	2	7
43	и на	4	7
44	мы можем	2	7
45	с его	2	7
46	было бы	1	7
47	так как	9	7
48	в форме	2	6
49	так и	4	6
50	в нем	6	6
51	и так	2	6
52	не в	4	6
53	когда мы	1	6
54	во всех	1	6
55	точку зрения	2	6
56	в процессе	6	6
57	в области	1	6
58	в свою	1	6
59	точек зрения	3	5
60	же мы	1	5
61	и с	3	5
62	и наконец	3	5
63	одно и	2	5
64	и является	4	5
65	и их	1	5
66	с помощью	6	5
67	как это	2	5
68	те же	2	5
69	в нашем	11	5
70	независимо от	2	5
71	вместе с	2	5
72	мы видели	1	5
73	слова и	6	5
74	в его	2	5
75	мы никогда	2	5
76	с точки	2	5
77	или иного	1	5
78	не является	1	5
79	уже в	2	5
80	и следовательно	5	5
81	же самое	2	5
82	общения в	1	4
83	можно сказать	5	4
84	внешней речи	1	4
85	так же	3	4
86	в обществе	1	4
87	было в	1	4
88	что это	1	4
89	то есть	1	4
90	речь и	1	4
91	слово не	1	4
92	так называемые	1	4
93	и без	1	4
94	художественного творчества	3	4
95	и выбор	1	4
96	влияние на	2	4
97	его в	4	4
98	на слушателя	1	4
99	того что	3	4
100	но все	2	4
101	его внутренней	1	4
102	и к	4	4
103	все время	6	4
104	в качестве	1	4
105	у нас	1	4
106	к тому	1	4
107	свою очередь	1	4
108	мы увидим	1	4
109	и слушающего	1	4
110	а с	1	4
111	в слове	1	4
112	уже не	4	4
113	на это	2	4
114	не существует	1	4
115	что именно	1	4
116	в самом	4	4
117	с самого	1	4
118	жизненного высказывания	3	4
119	общения и	2	4
120	в словах	1	4
121	но в	5	4
122	на него	2	4
123	само собой	1	4
124	о том	3	4
125	все это	3	4
126	себя в	1	4
127	самом деле	3	4
128	и пр	3	4
129	тем же	1	4
130	и то	2	4
131	точка зрения	3	4
132	если мы	1	4
133	части высказывания	1	4
134	можно было	1	4
135	если бы	9	4
136	во внутренней	1	4
137	самого начала	1	4
138	то мы	1	3
139	нуждается в	3	3
140	и здесь	2	3
141	не знает	1	3
142	часть высказывания	1	3
143	еще не	3	3
144	и вот	1	3
145	жизни и	4	3
146	слова но	2	3
147	и для	3	3
148	не к	3	3
149	связи с	1	3
150	но при	1	3
151	и все	2	3
152	то он	1	3
153	внутренней и	1	3
154	мы убедились	1	3
155	социальной группы	3	3
156	его и	1	3
157	убедились что	1	3
158	от того	4	3
159	та же	1	3
160	и внешней	1	3
161	между ними	2	3
162	мы ни	5	3
163	для нас	7	3
164	в виду	5	3
165	в ее	1	3
166	здесь мы	1	3
167	форму высказывания	1	3
168	связанных с	1	3
169	не так	2	3
170	на самом	4	3
171	это не	2	3
172	тех или	1	3
173	сознания не	1	3
174	высказывания и	2	3
175	и слово	2	3
176	в целом	1	3
177	без внутренней	1	3
178	выражение в	2	3
179	ситуацию и	1	3
180	что оно	1	3
181	свое выражение	4	3
182	да и	3	3
183	словом и	2	3
184	сказать что	7	3
185	мы в	2	3
186	как только	2	3
187	хотя и	1	3
188	и тому	1	3
189	высказывания как	4	3
190	в котором	3	3
191	слов в	1	3
192	социальной жизни	2	3
193	в одном	1	3
194	что и	2	3
195	бы мы	3	3
196	зрения как	1	3
197	но что	2	3
198	слова как	1	3
199	форма высказывания	2	3
200	и уже	3	3
201	может стать	2	3
202	высказывание как	2	3
203	высказывания с	2	3
204	конечно не	3	3
205	только на	3	3
206	перед нами	1	3
207	ни на	2	3
208	и эта	1	3
209	так называемой	3	3
210	приближается к	1	3
211	том что	5	3
212	но для	3	3
213	все эти	3	2
214	и форму	1	2
215	материал для	1	2
216	или иных	1	2
217	но не	2	2
218	слишком мало	1	2
219	своего героя	1	2
220	в так	1	2
221	место в	2	2
222	данной группы	1	2
223	значение и	1	2
224	как например	1	2
225	не должно	1	2
226	может получить	1	2
227	оно является	1	2
228	нас не	1	2
229	себе в	1	2
230	здесь не	3	2
231	для них	1	2
232	как одно	1	2
233	не было	1	2
234	той социальной	2	2
235	зависит от	2	2
236	фразы в	1	2
237	связь с	2	2
238	и больше	1	2
239	в жизни	5	2
240	с ней	1	2
241	смысл высказывания	1	2
242	к нему	4	2
243	сих пор	3	2
244	в материале	2	2
245	из двух	1	2
246	я и	1	2
247	в какой	2	2
248	как нечто	1	2
249	и вообще	3	2
250	но мы	2	2
251	нашего сознания	2	2
252	к которому	1	2
253	внешнюю речь	1	2
254	художественное творчество	1	2
255	с ним	3	2
256	бы не	2	2
257	в значительной	1	2
258	жизненной речи	3	2
259	быть понято	1	2
260	в своей	3	2
261	же социальная	2	2
262	и те	2	2
263	тот же	1	2
264	и он	1	2
265	легче всего	1	2
266	допустим что	2	2
267	находит свое	3	2
268	или даже	1	2
269	слушатель начинает	1	2
270	по своей	1	2
271	все то	1	2
272	между собой	2	2
273	зрения на	1	2
274	или хотя	1	2
275	отношение к	4	2
276	для него	3	2
277	как не	2	2
278	в том	6	2
279	этом отношении	1	2
280	частей из	1	2
281	оценок и	2	2
282	высказывания его	1	2
283	общения не	2	2
284	в кругозор	1	2
285	и точек	1	2
286	речь но	1	2
287	которые в	1	2
288	жизненное высказывание	4	2
289	равно как	1	2
290	на интонации	1	2
291	как в	5	2
292	со всех	2	2
293	в душе	2	2
294	и всего	1	2
295	в отношении	2	2
296	говорить и	1	2
297	из трех	1	2
298	высказывание так	1	2
299	тому же	2	2
300	и потому	2	2
301	должно быть	1	2
302	эти три	1	2
303	которого и	1	2
304	ясно что	3	2
305	значительной степени	1	2
306	это же	1	2
307	даже и	1	2
308	конечно только	1	2
309	себе и	1	2
310	мы имеем	2	2
311	в основе	1	2
312	чего же	1	2
313	не поймем	2	2
314	мы обычно	1	2
315	не должен	1	2
316	не всегда	1	2
317	слово это	2	2
318	а к	2	2
319	в этих	2	2
320	не нужно	1	2
321	только одна	1	2
322	как уже	2	2
323	события и	1	2
324	всякая живая	1	2
325	нуждаются в	1	2
326	а этот	1	2
327	собой разумеющееся	1	2
328	до конца	2	2
329	нет ничего	2	2
330	ли он	1	2
331	несмотря на	1	2
332	свое высказывание	1	2
333	в частности	1	2
334	на эти	1	2
335	в каком	3	2
336	художественного высказывания	1	2
337	высказывания в	1	2
338	к этому	2	2
339	но эта	1	2
340	между говорящими	1	2
341	нам придется	1	2
342	слова не	1	2
343	миру и	1	2
344	в пределах	3	2
345	эти вопросы	1	2
346	что интонация	1	2
347	но это	2	2
348	не есть	2	2
349	этих явлений	1	1
350	сущность слова	2	1
351	второе и	1	1
352	столь же	1	1
353	экономических и	1	1
354	жизни он	1	1
355	может и	1	1
356	не отражает	2	1
357	и интонация	4	1
358	несравненно более	2	1
359	в конечном	1	1
360	в интонации	6	1
361	идеологического общения	1	1
362	бы по	1	1
363	него почти	1	1
364	и того	1	1
365	есть в	1	1
366	к внешнему	1	1
367	конечно гораздо	1	1
368	высказывания так	2	1
369	мы это	1	1
370	одна сторона	1	1
371	особых словесных	1	1
372	так форма	1	1
373	это мы	1	1
374	и слушатель	1	1
375	должны быть	1	1
376	что чисто	1	1
377	осмысленное высказывание	1	1
378	образом мы	1	1
379	возможного слушателя	1	1
380	только как	1	1
381	и понимания	1	1
382	степени зависит	1	1
383	в литературе	4	1
384	или не	3	1
385	слову в	1	1
386	высказывания становятся	1	1
387	суждения о	1	1
388	всей жизни	1	1
389	они как	1	1
390	по мере	1	1
391	в эти	1	1
392	отношению к	11	1
393	же этот	1	1
394	или несогласие	2	1
395	и художественного	1	1
396	это как	3	1
397	она не	2	1
398	крайней мере	1	1
399	думать что	1	1
400	книжный рынок	1	1
401	не менее	3	1
402	одна и	1	1
403	кроме того	2	1
404	идеологических форм	1	1
405	это часто	1	1
406	определенным образом	1	1
407	видели в	1	1
408	вовсе не	1	1
409	неизбежно утратит	1	1
410	человеческая речь	1	1
411	образом не	1	1
412	имеет и	1	1
413	к социальному	1	1
414	в виде	1	1
415	выражение вот	1	1
416	в произведении	1	1
417	произведения и	3	1
418	обществе в	1	1
419	ты он	1	1
420	в большинстве	1	1
421	было говорить	1	1
422	вполне понятно	1	1
423	у него	1	1
424	увидим что	1	1
425	и во	1	1
426	русской литературе	1	1
427	не сможем	2	1
428	для определения	1	1
429	автора с	1	1
430	там где	2	1
431	героя ведь	1	1
432	конечном счете	1	1
433	выражение оценки	1	1
434	и другие	2	1
435	данной социальной	1	1
436	из общей	2	1
437	и свободном	1	1
438	высказывание может	2	1
439	до сих	3	1
440	слагается из	2	1
441	не найдем	1	1
442	поймем в	1	1
443	т.е как	1	1
444	одному и	1	1
445	с другими	2	1
446	что я	1	1
447	определяют и	1	1
448	и слушателю	1	1
449	если она	1	1
450	высказывание является	1	1
451	можно с	1	1
452	наряду с	1	1
453	только его	1	1
454	они являются	1	1
455	социальной оценки	1	1
456	и вне	1	1
457	убедиться в	1	1
458	слишком психологически	1	1
459	один шаг	1	1
460	часть его	1	1
461	то в	1	1
462	и оценки	2	1
463	моментов из	1	1
464	нашего времени	1	1
465	образом каждое	1	1
466	должны различать	1	1
467	связь высказывания	1	1
468	каких бы	1	1
469	предмет или	1	1
470	не можем	1	1
471	их но	1	1
472	понять и	1	1
473	речи так	1	1
474	наблюдать в	1	1
475	опираться на	1	1
476	и самое	2	1
477	его как	2	1
478	общей для	2	1
479	этого содержания	1	1
480	речи с	1	1
481	грамматических форм	1	1
482	в жизненной	1	1
483	организующим центром	1	1
484	этими словами	1	1
485	что в	2	1
486	нем и	1	1
487	с этой	2	1
488	которые определяют	1	1
489	например в	1	1
490	в себя	2	1
491	сознания определяет	1	1
492	какой степени	2	1
493	ни единого	1	1
494	от социального	1	1
495	речи в	2	1
496	но зато	2	1
497	в плоть	1	1
498	конечно в	2	1
499	дело с	2	1
500	вместе со	2	1
501	в таком	1	1
502	явление а	1	1
503	но если	1	1
504	это только	1	1
505	движение и	1	1
506	от всех	2	1
507	жизненных высказываний	1	1
508	между тем	3	1
509	уж конечно	1	1
510	продолжает и	1	1
511	где они	1	1
512	этой беседы	1	1
513	еще более	1	1
514	на нечто	1	1
515	человека для	1	1
516	именно эта	1	1
517	что для	1	1
518	мы попытаемся	1	1
519	словесной части	1	1
520	интонации но	2	1
521	основные направления	1	1
522	третье лицо	1	1
523	вне ее	1	1
524	в стиле	1	1
525	на все	2	1
526	за пределы	4	1
527	и расположения	1	1
528	не имеют	1	1
529	действительности к	1	1
530	этих переживаний	1	1
531	не остается	2	1
532	является выражением	1	1
533	она должна	1	1
534	высказывания по	1	1
535	слова из	1	1
536	это на	1	1
537	что нам	1	1
538	участников высказывания	1	1
539	и оказывает	1	1
540	и уж	1	1
541	интонации и	1	1
542	социальное событие	1	1
543	он будет	1	1
544	и оно	1	1
545	его социальная	1	1
546	это и	1	1
547	само слово	1	1
548	внутренней речью	1	1
549	тогда когда	2	1
550	как часто	1	1
551	речи без	1	1
552	зрения и	1	1
553	конечно на	1	1
554	это социальное	2	1
555	говорящих к	1	1
556	форму произведения	1	1
557	социальной среды	2	1
558	высказывания о	1	1
559	в одной	1	1
560	или события	2	1
561	форму его	1	1
562	его социальной	2	1
563	этого общения	2	1
564	в чем	2	1
565	стал бы	1	1
566	еще само	1	1
567	не то	1	1
568	но уже	1	1
569	грамматические формы	1	1
570	по себе	3	1
571	в художественном	3	1
572	и о	1	1
573	и политической	1	1
574	слушателю как	1	1
575	каким бы	1	1
576	высказывания это	1	1
577	каком направлении	1	1
578	это уже	1	1
579	одного только	1	1
580	здесь слово	1	1
581	относится к	2	1
582	бытия данной	1	1
583	этого события	1	1
584	вещи и	2	1
585	в организации	1	1
586	ни в	3	1
587	за пределами	1	1
588	в истории	1	1
589	развитие этой	1	1
590	оценки в	1	1
591	здесь таким	1	1
592	бы только	1	1
593	рождается из	2	1
594	уже отчетливо	1	1
595	и жест	1	1
596	социального явления	1	1
597	перестает быть	2	1
598	к которой	1	1
599	как к	3	1
600	только то	1	1
601	и та	2	1
602	характер и	1	1
603	тем не	3	1
604	группы к	1	1
605	о чем	1	1
