N	2gram	Propp_Isto_6	Komedia
1	и в	26	26
2	и не	10	14
3	и его	7	12
4	к тому	2	12
5	так и	5	12
6	может быть	11	11
7	в том	12	11
8	в этом	12	10
9	но и	9	10
10	том что	10	9
11	если бы	3	9
12	вместе с	8	9
13	что в	12	9
14	ясно что	1	8
15	было бы	2	8
16	и на	12	7
17	не только	10	7
18	что и	4	7
19	еще не	9	6
20	в своем	2	6
21	о том	7	6
22	в нем	8	6
23	таким образом	12	6
24	в то	5	6
25	того чтобы	1	6
26	потому что	13	6
27	и здесь	1	6
28	наряду с	3	6
29	то что	6	6
30	с его	4	5
31	что он	9	5
32	так что	3	5
33	в истории	1	5
34	независимо от	3	5
35	с этим	2	5
36	для того	1	5
37	а затем	1	5
38	ни в	2	5
39	с тем	4	5
40	и с	6	5
41	больше чем	1	5
42	один из	3	5
43	в качестве	3	5
44	к этому	3	5
45	по адресу	1	4
46	уже в	1	4
47	более чем	1	4
48	хотя и	1	4
49	что это	2	4
50	в целом	1	4
51	из этих	4	4
52	по имени	1	4
53	в них	3	4
54	как и	5	4
55	в этих	2	4
56	в древней	2	4
57	тому что	1	4
58	не менее	1	4
59	как будто	3	4
60	как мы	4	4
61	что у	2	4
62	можно было	2	4
63	еще в	3	4
64	его в	5	4
65	восходит к	1	4
66	между тем	1	4
67	в его	5	4
68	в середине	1	4
69	только в	5	4
70	же в	1	4
71	так как	18	4
72	у него	7	4
73	на этот	1	4
74	прежде всего	4	4
75	в частности	3	4
76	как это	5	4
77	о его	1	4
78	все же	8	4
79	и для	1	4
80	и от	3	4
81	молодых людей	1	4
82	одной из	1	4
83	точки зрения	1	4
84	речь идет	1	3
85	например в	7	3
86	тех же	1	3
87	в котором	1	3
88	то же	5	3
89	вопрос о	3	3
90	похожи на	1	3
91	того же	2	3
92	в ней	5	3
93	что его	1	3
94	во всех	1	3
95	как правило	1	3
96	но не	2	3
97	по отношению	2	3
98	как в	6	3
99	что касается	2	3
100	но в	7	3
101	так или	1	3
102	в этой	2	3
103	как он	6	3
104	но все	2	3
105	человека в	2	3
106	по всему	2	3
107	но если	1	3
108	из числа	1	3
109	в обоих	1	3
110	не имеет	2	3
111	того как	3	3
112	к концу	3	3
113	что на	1	3
114	и сам	2	3
115	то время	3	3
116	в образе	10	3
117	и поэтому	1	3
118	брак с	1	3
119	к нему	1	3
120	после смерти	2	3
121	дело с	1	3
122	мы знаем	2	3
123	искать в	1	3
124	никто не	2	3
125	друг друга	1	3
126	мы можем	7	3
127	тем что	5	3
128	в первую	1	3
129	даже не	1	3
130	или иначе	1	3
131	не было	3	3
132	о чем	2	3
133	в связи	1	3
134	из которых	3	3
135	в тех	3	3
136	отношению к	2	3
137	с этой	2	3
138	все это	1	3
139	мы найдем	2	3
140	или в	3	3
141	для нас	2	3
142	а в	3	3
143	в своей	3	3
144	жизни и	2	3
145	том числе	1	3
146	не может	6	3
147	также что	1	2
148	и т	10	2
149	одним из	1	2
150	только потому	1	2
151	и есть	1	2
152	из его	2	2
153	во фракию	1	2
154	мы имеем	14	2
155	мы не	6	2
156	время как	3	2
157	не вполне	2	2
158	то это	5	2
159	он был	2	2
160	под названием	2	2
161	в ее	1	2
162	и другие	3	2
163	отличие от	1	2
164	тут же	1	2
165	идет о	1	2
166	в одной	2	2
167	что именно	1	2
168	целый ряд	2	2
169	от этого	3	2
170	и хотя	2	2
171	за собой	5	2
172	с той	1	2
173	сказать о	1	2
174	в греции	6	2
175	и если	1	2
176	что она	3	2
177	после этого	4	2
178	он не	2	2
179	в силу	1	2
180	что ни	1	2
181	на этом	1	2
182	же не	2	2
183	об этом	1	2
184	связанных с	1	2
185	в жены	1	2
186	это не	4	2
187	в это	4	2
188	не всегда	4	2
189	чем в	1	2
190	в один	1	2
191	когда в	2	2
192	всяком случае	2	2
193	представление о	9	2
194	которые в	2	2
195	не в	3	2
196	однако в	2	2
197	вовсе не	2	2
198	даже в	2	2
199	одна из	2	2
200	нет необходимости	2	2
201	замуж за	1	2
202	в одном	3	2
203	в какой-то	1	2
204	такая же	1	2
205	не является	1	2
206	с другом	1	2
207	и почему	1	2
208	бог и	1	2
209	от которой	1	2
210	и это	8	2
211	так в	6	2
212	и что	5	2
213	похож на	1	2
214	в многочисленных	1	2
215	в мире	1	2
216	с собой	2	2
217	или на	1	2
218	после того	2	2
219	обоих случаях	1	2
220	наконец в	1	2
221	в античной	2	2
222	также в	1	2
223	представления о	10	2
224	все время	2	2
