N	2gram	Losev_Prob_3	VLabPisa
1	таким образом	9	27
2	в этом	17	26
3	и в	44	25
4	и т	13	24
5	не только	14	22
6	может быть	28	21
7	хотя бы	3	20
8	и не	35	19
9	не может	7	17
10	т д	13	15
11	в его	9	15
12	в процессе	2	14
13	в том	21	13
14	прежде всего	3	13
15	в частности	2	12
16	как это	2	12
17	все это	5	12
18	с другой	7	11
19	из них	2	11
20	л толстой	2	11
21	в художественном	3	10
22	в качестве	3	10
23	не могут	1	10
24	о том	6	10
25	представляет собою	1	10
26	то же	13	9
27	что в	8	9
28	об этом	3	9
29	для него	3	9
30	но и	10	9
31	к этому	1	9
32	в своем	5	8
33	реальной действительности	1	8
34	все эти	7	8
35	на основании	2	8
36	другой стороны	5	8
37	могут быть	2	8
38	во всех	2	7
39	из этих	1	7
40	было бы	8	7
41	как и	10	7
42	том что	12	7
43	произведения в	2	7
44	произведения и	2	7
45	не было	5	7
46	а не	18	7
47	вместе с	2	7
48	же в	3	7
49	художественного произведения	14	6
50	это и	7	6
51	более или	1	6
52	в себе	8	6
53	в нем	9	6
54	идеи и	3	6
55	это не	9	6
56	или менее	1	6
57	л толстого	1	6
58	и его	5	6
59	в то	9	6
60	так и	10	6
61	в порядке	3	6
62	бы и	1	6
63	у него	1	6
64	то что	23	6
65	одним из	1	5
66	и есть	5	5
67	действительности и	1	5
68	в их	2	5
69	все же	6	5
70	в пределах	1	5
71	и при	2	5
72	не в	13	5
73	тому что	4	5
74	связи с	8	5
75	образы и	3	5
76	произведения как	1	5
77	он говорит	1	5
78	как бы	9	5
79	не является	11	5
80	в результате	2	5
81	сказать что	16	5
82	только в	19	5
83	в искусстве	4	5
84	художественном произведении	3	4
85	в этой	3	4
86	чем же	4	4
87	перед нами	8	4
88	когда он	2	4
89	в самом	3	4
90	в целом	6	4
91	что все	2	4
92	них не	1	4
93	художественный образ	9	4
94	в них	1	4
95	даже в	1	4
96	никогда не	6	4
97	к тому	3	4
98	для его	3	4
99	утверждать что	1	4
100	в ее	4	4
101	можно сказать	6	4
102	образов и	3	4
103	что он	9	4
104	в нашей	2	4
105	в одном	1	4
106	как раз	8	4
107	в связи	7	4
108	художественное произведение	8	4
109	равно как	1	4
110	в своей	5	4
111	например в	1	3
112	в котором	2	3
113	его не	2	3
114	имеет свою	3	3
115	и он	1	3
116	в которых	3	3
117	видели что	1	3
118	но как	4	3
119	что они	5	3
120	с этим	2	3
121	и как	3	3
122	и к	6	3
123	и художественного	1	3
124	следующим образом	1	3
125	всех этих	2	3
126	и по	2	3
127	отнюдь нет	1	3
128	его в	3	3
129	далеко не	1	3
130	что не	1	3
131	с тем	5	3
132	в слове	2	3
133	мы видели	2	3
134	во время	1	3
135	точки зрения	5	3
136	и ее	3	3
137	это делает	1	3
138	у тургенева	2	3
139	как о	5	3
140	например что	1	3
141	у л	1	3
142	в другую	1	3
143	со своим	2	3
144	не столь	1	3
145	у нас	10	3
146	значит и	3	3
147	данного произведения	1	3
148	она не	3	3
149	мертвыми душами	1	3
150	том как	2	3
151	образом в	1	3
152	в виду	10	3
153	никак не	9	3
154	что и	9	3
155	того что	8	3
156	этот вопрос	3	3
157	не обходится	1	3
158	является не	2	3
159	даже и	16	3
160	момент в	1	3
161	в конце	5	3
162	именно в	2	3
163	так же	5	3
164	некоторые из	1	3
165	по поводу	2	3
166	по существу	2	3
167	и от	9	3
168	или в	4	3
169	бы в	2	3
170	только что	2	3
171	жизни и	6	3
172	как на	2	3
173	ее в	1	3
174	смысле слова	8	2
175	также и	16	2
176	получает в	1	2
177	он может	1	2
178	и этот	1	2
179	уже по	1	2
180	а как	2	2
181	мы имеем	2	2
182	же как	3	2
183	в которой	2	2
184	говорить о	3	2
185	но даже	4	2
186	то это	10	2
187	даже самый	1	2
188	до полного	1	2
189	подчеркнуть что	1	2
190	в ней	5	2
191	еще не	5	2
192	тургенева и	1	2
193	например у	1	2
194	в чем	4	2
195	бы не	1	2
196	но не	3	2
197	после всего	1	2
198	относится к	1	2
199	отнюдь не	10	2
200	хотя и	5	2
201	но в	12	2
