N	3gram	Propp_Isto_5	Problemy
1	с точки зрения	1	9
2	до сих пор	2	8
3	не может быть	3	8
4	в пределах одного	1	6
5	по отношению к	2	5
6	то же время	1	5
7	в то же	1	5
8	друг с другом	2	5
9	в самом деле	1	4
10	в том числе	1	4
11	в отличие от	1	3
12	как мы увидим	3	3
13	том числе и	1	3
14	сам по себе	1	3
15	с другой стороны	8	3
16	как и в	2	3
17	и в других	1	2
18	но и в	2	2
19	в том что	2	2
20	о том что	4	2
21	можно сказать что	1	2
22	на этом мы	1	2
23	в этих случаях	6	2
24	мы увидим что	1	2
25	для наших целей	1	2
26	в него и	1	1
27	в античности в	1	1
28	его функции в	1	1
29	иметь в виду	1	1
30	по мере того	1	1
31	в этом случае	7	1
32	одной стороны и	1	1
33	же как и	2	1
34	мы не будем	2	1
35	приведем два примера	1	1
36	в свою противоположность	2	1
37	и по всей	1	1
38	не знаем о	1	1
39	ведь это не	1	1
40	в себе и	1	1
41	уже после того	2	1
42	можно наблюдать что	2	1
43	же относится и	1	1
44	которых никто не	1	1
45	но для наших	1	1
46	так же как	3	1
47	в данном случае	2	1
48	мы не знаем	2	1
49	с одной стороны	7	1
50	до некоторой степени	1	1
51	в связи с	4	1
52	должны войти в	1	1
53	они друг друга	1	1
54	в виду что	1	1
55	во всяком случае	1	1
56	о нем в	1	1
57	как в данном	1	1
58	и вместе с	2	1
59	мере того как	1	1
60	с самого начала	1	1
61	в пределах одной	1	1
62	что может быть	1	1
63	не только в	2	1
64	но все же	4	1
65	что все его	1	1
66	сюда же относится	1	1
67	как мы знаем	1	1
68	его роль в	1	1
69	после того как	3	1
70	в себя как	1	1
71	дело не в	1	1
72	никак не может	1	1
73	друг в друга	1	1
74	он живет в	2	1
75	и не могло	1	1
76	следует за ней	1	1
