N	2gram	Bakhtin_sl_2	Problema
1	и не	22	28
2	то есть	26	27
3	не только	24	24
4	только в	5	23
5	в виде	2	22
6	вовсе не	10	21
7	и в	39	20
8	в том	5	20
9	ни в	4	17
10	не просто	1	16
11	все эти	6	16
12	смысле слова	1	15
13	то что	2	15
14	точки зрения	8	14
15	той или	5	14
16	но и	21	14
17	также и	2	13
18	перед нами	3	13
19	не в	9	13
20	даже и	4	13
21	или иной	5	13
22	в нашем	2	12
23	в себе	2	12
24	том что	5	12
25	с точки	3	11
26	по себе	5	11
27	прежде всего	8	11
28	отнюдь не	1	10
29	тем не	1	10
30	и его	33	10
31	не менее	4	10
32	так и	15	10
33	в качестве	1	10
34	не является	1	10
35	в этом	16	9
36	может быть	37	9
37	и даже	7	9
38	все это	16	9
39	но в	6	8
40	таким образом	8	8
41	что он	2	8
42	в той	4	8
43	в результате	2	8
44	и все	5	8
45	во всяком	3	8
46	то же	4	7
47	мы не	2	7
48	в ней	3	7
49	еще не	7	7
50	и с	9	7
51	это не	5	7
52	здесь не	4	7
53	хотя бы	3	7
54	и тем	1	7
55	с другой	5	7
56	именно в	2	7
57	сказать что	3	7
58	а не	14	7
59	и потому	7	7
60	есть не	1	6
61	при этом	7	6
62	всех этих	4	6
63	об этом	1	6
64	художественный образ	4	6
65	как и	6	6
66	в данном	2	6
67	и без	1	6
68	символа в	1	6
69	в виду	1	6
70	а также	3	6
71	в одно	2	6
72	но это	3	6
73	и от	3	6
74	для нас	5	6
75	другой стороны	1	6
76	в символе	1	6
77	в таком	4	6
78	но не	6	5
79	как в	13	5
80	хотя и	2	5
81	в нем	19	5
82	да и	1	5
83	те или	1	5
84	в них	6	5
85	в этих	7	5
86	только и	2	5
87	и о	1	5
88	о том	2	5
89	можно сказать	1	5
90	жизни и	6	5
91	уже не	5	5
92	так как	4	5
93	случае не	1	5
94	здесь в	3	5
95	не может	20	5
96	вместе с	2	5
97	в смысле	4	5
98	или в	2	5
99	и ни	2	5
100	и т	35	4
101	это и	2	4
102	что его	1	4
103	без всякого	2	4
104	кроме того	2	4
105	и есть	1	4
106	и наконец	5	4
107	нет никакой	1	4
108	уже в	2	4
109	в этой	1	4
110	что она	1	4
111	которая является	1	4
112	несмотря на	1	4
113	в своей	1	4
114	всяком случае	2	4
115	в одном	2	4
116	в отношении	4	4
117	отличается от	2	4
118	только не	1	4
119	и символ	1	4
120	нет ни	1	4
121	и образ	2	4
122	здесь как	2	4
123	с ним	7	4
